old_id,new_id,status,old_name,new_name,brand_old_id,brand_new_id,category
295,1038,CREATED,LENTE VARILUX TRANS,LENTE VARILUX TRANS,1,335,LENS
296,296,EXISTING,LENTE P VARILUX LIB POLY/CZ,LENTE P VARILUX LIB POLY/CZ,60,60,LENS
297,297,EXISTING,LENTE P VARILUX POLY/INC,LENTE P VARILUX POLY/INC,60,60,LENS
298,298,EXISTING,LENTE P VARILUX LIB POLY T/CZ,LENTE P VARILUX LIB POLY T/CZ,60,60,LENS
299,299,EXISTING,LENTE P VARILUX LIB POLY/INC,LENTE P VARILUX LIB POLY/INC,60,60,LENS
300,998,EXISTING,LENTE PR HAYTEK 1.50 ACAB AR,LENTE PR HAYTEK 1.50 ACAB AR,88,88,LENS
301,1039,CREATED,LENTE BIF. ULTEX TRANT II,LENTE BIF. ULTEX TRANT II,60,60,LENS
302,302,EXISTING,LENTE P GT2/AR-MAR,LENTE P GT2/AR-MAR,63,63,LENS
303,303,EXISTING,LENTE PR ZEISS GT21.59 FOTOFUSION AR DURAV CHROME UV,LENTE PR ZEISS GT21.59 FOTOFUSION AR DURAV CHROME UV,63,63,LENS
304,304,EXISTING,LENTE P GT2 POLY/AR-PLATINUM,LENTE P GT2 POLY/AR-PLATINUM,63,63,LENS
305,305,EXISTING,LENTE P 1.50 GT2 FOTO/AR-PLATINUM,LENTE P 1.50 GT2 FOTO/AR-PLATINUM,63,63,LENS
306,306,EXISTING,LENTE GT2 1.60 AR DURAVISION CHROME UV,LENTE GT2 1.60 AR DURAVISION CHROME UV,63,63,LENS
307,307,EXISTING,LENTE P GT2/AR-PLATINUM,LENTE P GT2/AR-PLATINUM,63,63,LENS
308,308,EXISTING,LENTE P GT21.67 FOTO/AR-PLATINUM,LENTE P GT21.67 FOTO/AR-PLATINUM,63,63,LENS
309,309,EXISTING,LENTE P GT2 POLY FOTO/INC,LENTE P GT2 POLY FOTO/INC,63,63,LENS
310,310,EXISTING,LENTE P GT21.67 FOTO/AR-MAR,LENTE P GT21.67 FOTO/AR-MAR,63,63,LENS
311,311,EXISTING,LENTE P GT2 POLY FOTO/AR-MAR,LENTE P GT2 POLY FOTO/AR-MAR,63,63,LENS
312,312,EXISTING,LENTE P 1.50 GT2 FOTO/AR-MAR,LENTE P 1.50 GT2 FOTO/AR-MAR,63,63,LENS
313,313,EXISTING,LENTE P GT2 POLY AR-MAR,LENTE P GT2 POLY AR-MAR,63,63,LENS
314,1040,CREATED,VARILUX LIBERTY ORMA CRIZAL EASY PRO,VARILUX LIBERTY ORMA CRIZAL EASY PRO,81,338,LENS
315,1041,CREATED,LENTE P VARILUX LIB TAN/INC,LENTE P VARILUX LIB TAN/INC,81,338,LENS
316,316,EXISTING,LENTE VS1.59 ACABADA AR,LENTE VS1.59 ACABADA AR,60,60,LENS
317,317,EXISTING,ARMAÇÃO SEGURANÇA,ARMAÇÃO SEGURANÇA,96,96,FRAME
318,318,EXISTING,OCULOS SOLAR DETROIT,OCULOS SOLAR DETROIT,37,37,FRAME
319,319,EXISTING,LENTE VS1.53 ACABADA AR -6+3C-2,LENTE VS1.53 ACABADA AR -6+3C-2,51,51,LENS
320,320,EXISTING,LENTE VS1.53 ACABADA TRANSIT AR C-2,LENTE VS1.53 ACABADA TRANSIT AR C-2,51,51,LENS
321,321,EXISTING,LENTE VS1.53 ACABADA AR +6-6C-2,LENTE VS1.53 ACABADA AR +6-6C-2,51,51,LENS
322,322,EXISTING,LENTE VS1.53 ACABADA INC C-2,LENTE VS1.53 ACABADA INC C-2,51,51,LENS
323,323,EXISTING,LENTE VS1.53 ACABADA TRANSIT C-2,LENTE VS1.53 ACABADA TRANSIT C-2,51,51,LENS
324,1042,CREATED,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,40,40,FRAME
325,325,EXISTING,"LENTE P SOLAMAX1,67 E-12+8C-4/INC","LENTE P SOLAMAX1,67 E-12+8C-4/INC",64,64,LENS
326,1043,CREATED,ARMAÇÃO METAL,ARMAÇÃO METAL,82,82,FRAME
327,327,EXISTING,LENTE PR GRAND VIEW1.5 TRANSITIONS,LENTE PR GRAND VIEW1.5 TRANSITIONS,60,60,LENS
328,328,EXISTING,LENTE PR GRAND VIEW1.5 AR,LENTE PR GRAND VIEW1.5 AR,60,60,LENS
329,329,EXISTING,LENTE GRAND VIEW 1.50 INC,LENTE GRAND VIEW 1.50 INC,60,60,LENS
330,330,EXISTING,LENTE PR GRAND VIEW1.5 TRANSITIOS AR,LENTE PR GRAND VIEW1.5 TRANSITIOS AR,60,60,LENS
331,331,EXISTING,LENTE P 1.53 GRAND VIEW / AR,LENTE P 1.53 GRAND VIEW / AR,60,60,LENS
332,332,EXISTING,LENTE P 1.53 GRAND VIEW / INC,LENTE P 1.53 GRAND VIEW / INC,60,60,LENS
333,333,EXISTING,LENTE P 1.53 GRAND VIEW / TRANT,LENTE P 1.53 GRAND VIEW / TRANT,60,60,LENS
334,334,EXISTING,LENTE P 1.53 GRAND VIEW TRANT / AR,LENTE P 1.53 GRAND VIEW TRANT / AR,60,60,LENS
335,335,EXISTING,ARMAÇÃO HAGNUS,ARMAÇÃO HAGNUS,22,22,FRAME
336,990,EXISTING,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,3,334,FRAME
337,337,EXISTING,LENTE VS1.59 AR C-2,LENTE VS1.59 AR C-2,88,88,LENS
338,338,EXISTING,OCULOS SOLAR PAOLA PIOVANI,OCULOS SOLAR PAOLA PIOVANI,74,74,FRAME
339,339,EXISTING,LENTE VS1.53 SURF AR +8-10C4,LENTE VS1.53 SURF AR +8-10C4,51,51,LENS
340,340,EXISTING,OCULOS DE LEITURA,OCULOS DE LEITURA,97,97,FRAME
341,341,EXISTING,LENTE VS1.50 TRANT AR,LENTE VS1.50 TRANT AR,63,63,LENS
342,1044,CREATED,ATUALIZAR PRODUTO1,ATUALIZAR PRODUTO1,104,341,ACCESSORY
343,1045,CREATED,ARMAÇÃO METAL,ARMAÇÃO METAL,4,4,FRAME
345,345,EXISTING,VARILUX COMFORT MAX ORMA BLUE UV TGEN8 CRZ EASY PRO,VARILUX COMFORT MAX ORMA BLUE UV TGEN8 CRZ EASY PRO,60,60,LENS
346,1046,CREATED,LENTE AMPLUS 1.50 AR CE,LENTE AMPLUS 1.50 AR CE,51,51,LENS
347,347,EXISTING,LENTE VS1.49 TRANS C4,LENTE VS1.49 TRANS C4,83,83,LENS
348,348,EXISTING,LENTE VS1.49 TRANSIT C4,LENTE VS1.49 TRANSIT C4,51,51,LENS
349,349,EXISTING,ARMAÇÃO DIOCULOS,ARMAÇÃO DIOCULOS,24,24,FRAME
350,350,EXISTING,LENTE P 1.50 ESPACE/TRANT III,LENTE P 1.50 ESPACE/TRANT III,60,60,LENS
351,351,EXISTING,LENTE P 1.50 ESPACE/TRANS III,LENTE P 1.50 ESPACE/TRANS III,60,60,LENS
352,352,EXISTING,LENTE VS1.49 ACABADA AR C-2,LENTE VS1.49 ACABADA AR C-2,60,60,LENS
353,353,EXISTING,LENTE VS1.56 ACABADA AR C-4,LENTE VS1.56 ACABADA AR C-4,60,60,LENS
354,1047,CREATED,LENTE AMPLUS 1.53 INCOLOR,LENTE AMPLUS 1.53 INCOLOR,51,51,LENS
355,1048,CREATED,LENTE AMPLUS 1.50 SENSITY AR,LENTE AMPLUS 1.50 SENSITY AR,51,51,LENS
356,356,EXISTING,LENTE VS1.59 SURF TRANT AR A. I.,LENTE VS1.59 SURF TRANT AR A. I.,60,60,LENS
357,357,EXISTING,LENTE VS1.67 TRANSIT AR,LENTE VS1.67 TRANSIT AR,60,60,LENS
358,358,EXISTING,LENTE VS1.67 TRANSIT / AR,LENTE VS1.67 TRANSIT / AR,51,51,LENS
359,359,EXISTING,ARMAÇÃO KEEPER,ARMAÇÃO KEEPER,99,99,FRAME
360,1049,CREATED,ARMAÇÃO NYLON,ARMAÇÃO NYLON,99,99,FRAME
361,1050,CREATED,ARMAÇÃO METAL,ARMAÇÃO METAL,16,222,FRAME
362,1042,EXISTING,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,40,40,FRAME
363,363,EXISTING,ARMAÇÃO DI VITTORE,ARMAÇÃO DI VITTORE,100,100,FRAME
364,1051,CREATED,LENTE AMPLUS 1.50 INC,LENTE AMPLUS 1.50 INC,51,51,LENS
365,1052,CREATED,LENTE AMPLUS 1.50 SENSITY,LENTE AMPLUS 1.50 SENSITY,51,51,LENS
366,1053,CREATED,LENTE HOYA VS1.50 SENSITY AR CX,LENTE HOYA VS1.50 SENSITY AR CX,51,51,LENS
367,1054,CREATED,LENTE HOYA VS1.50 SENSITY,LENTE HOYA VS1.50 SENSITY,51,51,LENS
368,368,EXISTING,COLORAÇAO ROSA,COLORAÇAO ROSA,84,84,ACCESSORY
369,369,EXISTING,COLORAÇÃO AZUL,COLORAÇÃO AZUL,84,84,ACCESSORY
370,370,EXISTING,LENTE VS1.59 TRANSIT C-4,LENTE VS1.59 TRANSIT C-4,83,83,LENS
371,371,EXISTING,LENTE VS1.59 SURF TRAN C-4,LENTE VS1.59 SURF TRAN C-4,88,88,LENS
372,1055,CREATED,SOLAR Z FORA DE LINHA,SOLAR Z FORA DE LINHA,99,99,FRAME
373,1056,CREATED,LENTE VS1.50 HOYA AR LL/BC,LENTE VS1.50 HOYA AR LL/BC,51,51,LENS
374,374,EXISTING,LENTE VS1.53 ACABADA AR BC C-2,LENTE VS1.53 ACABADA AR BC C-2,51,51,LENS
375,1057,CREATED,ARMAÇÃO METAL,ARMAÇÃO METAL,99,99,FRAME
376,1058,CREATED,LENTE HOYA VS1.50  AR BLUE,LENTE HOYA VS1.50  AR BLUE,51,51,LENS
377,377,EXISTING,LENTE VS1.53 AR BLUE +4-4C-2,LENTE VS1.53 AR BLUE +4-4C-2,51,51,LENS
378,378,EXISTING,LENTE VS1.59 SURF AR BLUE CONTROL C-4,LENTE VS1.59 SURF AR BLUE CONTROL C-4,51,51,LENS
379,1059,CREATED,LENTE HOYA VS1.50 SENSITY AR LL UV CONTROL,LENTE HOYA VS1.50 SENSITY AR LL UV CONTROL,51,51,LENS
380,1060,CREATED,LENTE VS1.50 HOYA SENSITY NR/BC,LENTE VS1.50 HOYA SENSITY NR/BC,51,51,LENS
381,381,EXISTING,LENTE PR ARGOS1.5 SENSITY ORIGINAL,LENTE PR ARGOS1.5 SENSITY ORIGINAL,51,51,LENS
382,1061,CREATED,LENTE ARGOS 1.50 SENSITY AR CX,LENTE ARGOS 1.50 SENSITY AR CX,51,51,LENS
383,1062,CREATED,LENTE ARGOS 1.53 SENSITY,LENTE ARGOS 1.53 SENSITY,51,51,LENS
384,1063,CREATED,LENTE ARGOS 1.53 SENSITY AR CX,LENTE ARGOS 1.53 SENSITY AR CX,51,51,LENS
385,1064,CREATED,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,101,101,FRAME
386,386,EXISTING,LENTE VS1.50 INC PLANA,LENTE VS1.50 INC PLANA,79,79,LENS
387,387,EXISTING,OCULOS SOLAR KEYPER,OCULOS SOLAR KEYPER,40,40,FRAME
388,388,EXISTING,OCULOS SOLAR TOP LINE,OCULOS SOLAR TOP LINE,102,102,FRAME
389,1065,CREATED,SOLAR Z FORA DE LINHA,SOLAR Z FORA DE LINHA,102,102,FRAME
390,390,EXISTING,OCULOS DESATIVADO,OCULOS DESATIVADO,40,40,FRAME
391,1065,EXISTING,SOLAR Z FORA DE LINHA,SOLAR Z FORA DE LINHA,102,102,FRAME
392,392,EXISTING,LENTE P VARILUX CONF/EASY CLEAN,LENTE P VARILUX CONF/EASY CLEAN,60,60,LENS
393,393,EXISTING,LENTE DE CONTATO GRAU INC,LENTE DE CONTATO GRAU INC,103,103,LENS
396,1066,CREATED,LENTE DE CONTATO PLANA COLORIDA,LENTE DE CONTATO PLANA COLORIDA,1,335,LENS
397,1067,CREATED,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,82,82,FRAME
398,1068,CREATED,LENTE ARGOS 1.59 SENSITY AR CX,LENTE ARGOS 1.59 SENSITY AR CX,51,51,LENS
399,1069,CREATED,LENTE ARGOS 1.59 SENSITY,LENTE ARGOS 1.59 SENSITY,51,51,LENS
400,1064,EXISTING,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,101,101,FRAME
401,1042,EXISTING,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,40,40,FRAME
402,1070,CREATED,ARMAÇÃO ACETATO,ARMAÇÃO ACETATO,35,35,FRAME
403,1067,EXISTING,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,82,82,FRAME
404,976,EXISTING,ARMAÇÃO NYLON,ARMAÇÃO NYLON,82,82,FRAME
406,1071,CREATED,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,105,105,FRAME
407,407,EXISTING,ARMAÇÃO FLEX,ARMAÇÃO FLEX,23,23,FRAME
408,408,EXISTING,LENTE VS1.67 FOTOFUSION/AR -18+12C-4,LENTE VS1.67 FOTOFUSION/AR -18+12C-4,88,88,LENS
409,409,EXISTING,LENTE VS1.50 SOLAR CINZA,LENTE VS1.50 SOLAR CINZA,106,106,FRAME
410,410,EXISTING,LENTE VS1.50 PLANA B8 CINZA ESCURO,LENTE VS1.50 PLANA B8 CINZA ESCURO,106,106,LENS
411,411,EXISTING,COLORAÇÃO AZUL SUAVE,COLORAÇÃO AZUL SUAVE,84,84,ACCESSORY
412,1072,CREATED,LENTE VS1.67 HOYA AR,LENTE VS1.67 HOYA AR,51,51,LENS
413,413,EXISTING,LENTE VS1.74 ACABADA AR C-2,LENTE VS1.74 ACABADA AR C-2,51,51,LENS
414,414,EXISTING,LENTE VS1.74 SURF AR,LENTE VS1.74 SURF AR,51,51,LENS
415,1073,CREATED,LENTE PR1.50 ARGOS SOLAR,LENTE PR1.50 ARGOS SOLAR,51,51,FRAME
416,1074,CREATED,ARMAÇÃO PROMOÇÃO ZF,ARMAÇÃO PROMOÇÃO ZF,108,342,FRAME
418,1075,CREATED,NOVO ACORDO - OSMARIA,NOVO ACORDO - OSMARIA,109,341,ACCESSORY
419,1076,CREATED,ARMAÇÃO BALGRIF,ARMAÇÃO BALGRIF,24,24,FRAME
420,1077,CREATED,LENTE AMPLUS 1.59 INCOLOR,LENTE AMPLUS 1.59 INCOLOR,51,51,LENS
421,1078,CREATED,LENTE ARGOS 1.50 AR BC,LENTE ARGOS 1.50 AR BC,51,51,LENS
422,422,EXISTING,LENTE VS1.50 PLANA MARRON,LENTE VS1.50 PLANA MARRON,106,106,LENS
423,423,EXISTING,LENTE HOYALUX ID LIFE STYLE 1.50 AR CE,LENTE HOYALUX ID LIFE STYLE 1.50 AR CE,51,51,LENS
424,1079,CREATED,LENTE OCUPACIONAL DESKTOP PREMIUM1.50,LENTE OCUPACIONAL DESKTOP PREMIUM1.50,51,51,LENS
425,425,EXISTING,LENTE VS1.59 ACABADA INC,LENTE VS1.59 ACABADA INC,83,83,LENS
426,426,EXISTING,LENTE VS1.74 SURF INCOLOR,LENTE VS1.74 SURF INCOLOR,83,83,LENS
427,427,EXISTING,LENTE VS1.67 ANTIRRISCO,LENTE VS1.67 ANTIRRISCO,110,110,LENS
428,428,EXISTING,LENTE VS1.74 SURF INC,LENTE VS1.74 SURF INC,110,110,LENS
429,429,EXISTING,"LENTE VS1.67 INC. E-25,00 C-2,00","LENTE VS1.67 INC. E-25,00 C-2,00",60,60,LENS
430,1080,CREATED,ARMAÇÃO ACETATO,ARMAÇÃO ACETATO,111,111,FRAME
431,431,EXISTING,LENTE VS1.59 SURF TRANST AR A.I.,LENTE VS1.59 SURF TRANST AR A.I.,88,88,LENS
436,436,EXISTING,LENTE P 1.56 FOTO AR,LENTE P 1.56 FOTO AR,106,106,LENS
437,437,EXISTING,LENTE VS1.49 SOLAR ESPELHADA,LENTE VS1.49 SOLAR ESPELHADA,106,106,FRAME
438,1081,CREATED,ARMAÇÃO NYLON,ARMAÇÃO NYLON,11,11,FRAME
439,439,EXISTING,LENTE HOYALUX WIDE BKS 1.53 AR,LENTE HOYALUX WIDE BKS 1.53 AR,51,51,LENS
440,440,EXISTING,LENTE VS1.67 AR C6,LENTE VS1.67 AR C6,83,83,LENS
441,441,EXISTING,LENTE VS1.50 PLANA B6 AZUL,LENTE VS1.50 PLANA B6 AZUL,106,106,LENS
442,442,EXISTING,ARMAÇÃO GIRO,ARMAÇÃO GIRO,113,113,FRAME
444,444,EXISTING,VARILUX LIBERTY ORMA TRANS CZ EASY PRO,VARILUX LIBERTY ORMA TRANS CZ EASY PRO,60,60,LENS
445,445,EXISTING,LENTE VS1.67 AR C-6,LENTE VS1.67 AR C-6,88,88,LENS
446,446,EXISTING,LENTE DE CONTATO COLORIDA SOLOTICA PL,LENTE DE CONTATO COLORIDA SOLOTICA PL,103,103,LENS
447,1082,CREATED,ARMAÇÃO ACETATO,ARMAÇÃO ACETATO,34,34,FRAME
448,1083,CREATED,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,100,100,FRAME
449,1084,CREATED,NOVO ACORDO - LUCIA MARIA,NOVO ACORDO - LUCIA MARIA,109,341,ACCESSORY
450,450,EXISTING,OCULOS SOLAR MARESIA,OCULOS SOLAR MARESIA,114,114,FRAME
451,451,EXISTING,OCULOS SOLAR VIZZANO,OCULOS SOLAR VIZZANO,115,115,FRAME
452,1085,CREATED,ARMAÇÃO ACETATO,ARMAÇÃO ACETATO,116,116,FRAME
453,1086,CREATED,ARMAÇÃO NYLON,ARMAÇÃO NYLON,117,117,FRAME
454,1087,CREATED,ARMAÇÃO BALGRIF,ARMAÇÃO BALGRIF,5,5,FRAME
455,455,EXISTING,LENTE VS1.60 +4-10C2 AR,LENTE VS1.60 +4-10C2 AR,51,51,LENS
456,456,EXISTING,LENTE PR GRAND VIEW 1.59 FILTRO AR VD,LENTE PR GRAND VIEW 1.59 FILTRO AR VD,60,60,LENS
457,457,EXISTING,ARMAÇÃO LEVERT,ARMAÇÃO LEVERT,28,28,FRAME
458,1088,CREATED,SOLAR Z FORA DE LINHA,SOLAR Z FORA DE LINHA,94,94,FRAME
460,460,EXISTING,ARMAÇÃO YNOT,ARMAÇÃO YNOT,118,118,FRAME
461,1089,CREATED,NOVO ACORDO - ROBERVAL NOV/14,NOVO ACORDO - ROBERVAL NOV/14,109,341,ACCESSORY
462,462,EXISTING,LENTE VS1.67 FOTOFUSION / AR,LENTE VS1.67 FOTOFUSION / AR,106,106,LENS
463,463,EXISTING,LENTE PR GRAND VIEW 1.59  AR,LENTE PR GRAND VIEW 1.59  AR,60,60,LENS
464,464,EXISTING,COLORAÇAO VERDE,COLORAÇAO VERDE,84,84,ACCESSORY
465,465,EXISTING,LENTE VS1.60 VISION EASY/AR,LENTE VS1.60 VISION EASY/AR,51,51,LENS
466,1090,CREATED,LENTE AMPLUS 1.50 SOLAR,LENTE AMPLUS 1.50 SOLAR,51,51,FRAME
467,467,EXISTING,LENTE VS1.56 AR,LENTE VS1.56 AR,119,119,LENS
468,468,EXISTING,LENTE VS1.56 ACABADA AR,LENTE VS1.56 ACABADA AR,106,106,LENS
469,1091,CREATED,LENTE VS1.49 ACABADA AR,LENTE VS1.49 ACABADA AR,106,106,LENS
470,470,EXISTING,LENTE P 1.50 GRAND VIEW1.5 / ACLIMATTES,LENTE P 1.50 GRAND VIEW1.5 / ACLIMATTES,60,60,LENS
472,472,EXISTING,LENTE DE CONTATO TORICA INC,LENTE DE CONTATO TORICA INC,120,120,LENS
473,473,EXISTING,LENTE VS1.50 AC AR LL C-2,LENTE VS1.50 AC AR LL C-2,51,51,LENS
474,1092,CREATED,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,2,2,FRAME
475,475,EXISTING,VARILUX CONF360/EASY CLEAN,VARILUX CONF360/EASY CLEAN,60,60,LENS
476,476,EXISTING,LENTE HOYALUX WIDE BKS 1.50 AR BC,LENTE HOYALUX WIDE BKS 1.50 AR BC,51,51,LENS
477,1093,CREATED,ARMAÇÃO BALGRIF,ARMAÇÃO BALGRIF,121,121,FRAME
479,479,EXISTING,LENTE HOYALUX WIDE BKS 1.50 SENSITY,LENTE HOYALUX WIDE BKS 1.50 SENSITY,51,51,LENS
480,1094,CREATED,LENTE VS1.53 HOYA SYNC III 5 SENSITY NR/BC,LENTE VS1.53 HOYA SYNC III 5 SENSITY NR/BC,51,51,LENS
481,1095,CREATED,LENTE PR 1.50 FOTO,LENTE PR 1.50 FOTO,122,343,LENS
482,1096,CREATED,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,123,123,FRAME
485,972,EXISTING,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,8,8,FRAME
487,487,EXISTING,LENTE VS1.50 SOLAR -10+8 C4,LENTE VS1.50 SOLAR -10+8 C4,51,51,FRAME
488,488,EXISTING,ARMAÇÃO SPELLBOUND,ARMAÇÃO SPELLBOUND,124,124,FRAME
489,1097,CREATED,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,124,124,FRAME
490,1097,EXISTING,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,124,124,FRAME
491,1098,CREATED,ARMAÇÃO METAL,ARMAÇÃO METAL,10,10,FRAME
492,492,EXISTING,LENTE VS1.50 FOTOFUSION,LENTE VS1.50 FOTOFUSION,88,88,LENS
493,962,EXISTING,ARMAÇAO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,41,41,FRAME
494,494,EXISTING,LENTE,LENTE,64,64,LENS
495,901,EXISTING,LENTE P 1.50 AO COMPACTA INC,LENTE P 1.50 AO COMPACTA INC,64,64,LENS
496,496,EXISTING,LENTE P HOYALUX WIDE BKS1.5 SENST/AR,LENTE P HOYALUX WIDE BKS1.5 SENST/AR,51,51,LENS
497,1099,CREATED,LENTE PR VISIONMAX HD1.67 INC,LENTE PR VISIONMAX HD1.67 INC,125,344,LENS
498,1100,CREATED,ARMAÇÃO METAL,ARMAÇÃO METAL,14,14,FRAME
499,499,EXISTING,LENTE Z FORA DE LINHA ARGOS,LENTE Z FORA DE LINHA ARGOS,51,51,LENS
500,1101,CREATED,LENTE PR1.59 ARGOS AR,LENTE PR1.59 ARGOS AR,51,51,LENS
501,1102,CREATED,ARMAÇÃO ACETATO,ARMAÇÃO ACETATO,5,5,FRAME
502,502,EXISTING,LENTE VS HAYTEK 1.56 FOTO AR,LENTE VS HAYTEK 1.56 FOTO AR,88,88,LENS
503,503,EXISTING,LENTE P GRAND VIEW1.50 TRANST / AR,LENTE P GRAND VIEW1.50 TRANST / AR,60,60,LENS
504,504,EXISTING,LENTE VS HAYTEK 1.56 INC.,LENTE VS HAYTEK 1.56 INC.,88,88,LENS
505,505,EXISTING,LENTE VS1.50 SURF SENSITY AR -10+8C-4,LENTE VS1.50 SURF SENSITY AR -10+8C-4,51,51,LENS
506,1103,CREATED,ARMAÇÃO ACETATO,ARMAÇÃO ACETATO,126,126,FRAME
509,1104,CREATED,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,113,113,FRAME
510,1104,EXISTING,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,113,113,FRAME
511,511,EXISTING,LENTE VS1.67 AR VISION EASE,LENTE VS1.67 AR VISION EASE,51,51,LENS
515,1105,CREATED,RENEGOCIAÇÃO,RENEGOCIAÇÃO,109,341,ACCESSORY
516,1106,CREATED,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,115,115,FRAME
517,517,EXISTING,LENTE VS1.67 FOTOFUSION -18+12C-4,LENTE VS1.67 FOTOFUSION -18+12C-4,88,88,LENS
518,518,EXISTING,LENTE VS1.59 FOTO -10+7 C-6,LENTE VS1.59 FOTO -10+7 C-6,88,88,LENS
519,519,EXISTING,LENTE VS1.60 SURF AR  C-4,LENTE VS1.60 SURF AR  C-4,51,51,LENS
520,520,EXISTING,LENTE VS1.60 SURF SOLAR C4,LENTE VS1.60 SURF SOLAR C4,51,51,FRAME
521,521,EXISTING,VARILUX LIBERTY ORMA AR EASY CLEAN,VARILUX LIBERTY ORMA AR EASY CLEAN,60,60,LENS
522,522,EXISTING,LENTE SOLAR MARRON PLANA,LENTE SOLAR MARRON PLANA,88,88,FRAME
523,1107,CREATED,ARMAÇÃO NYLON FL,ARMAÇÃO NYLON FL,24,24,FRAME
525,1108,CREATED,ARMAÇÃO Z FORA DE LINHA,ARMAÇÃO Z FORA DE LINHA,23,23,FRAME
526,526,EXISTING,ARMAÇÃO IMOLA,ARMAÇÃO IMOLA,11,11,FRAME
528,1109,CREATED,LENTE PR NO LINE INC,LENTE PR NO LINE INC,122,343,LENS
529,529,EXISTING,LENTE VS1.50 ACABADA FOTOFUSION,LENTE VS1.50 ACABADA FOTOFUSION,88,88,LENS
530,1110,CREATED,LENTE VS1.50 HOYA SENSITY LL/BC,LENTE VS1.50 HOYA SENSITY LL/BC,51,51,LENS
531,531,EXISTING,LENTE VS1.59 ACABADA / AR -4+4C-2,LENTE VS1.59 ACABADA / AR -4+4C-2,51,51,LENS
532,532,EXISTING,LENTE VS1.56 FOTO AR,LENTE VS1.56 FOTO AR,128,128,LENS
533,533,EXISTING,LENTE P HOYALUX WIDE BKS PRO 1.67 SENSITY AR,LENTE P HOYALUX WIDE BKS PRO 1.67 SENSITY AR,51,51,LENS
534,1111,CREATED,LENTE BIF. BIOVIS FOTO,LENTE BIF. BIOVIS FOTO,60,60,LENS
535,1112,CREATED,LENTE PR1.50 ARGOS TF SENSITY AR,LENTE PR1.50 ARGOS TF SENSITY AR,51,51,LENS
536,1113,CREATED,ATUALIZAR PRODUTO2,ATUALIZAR PRODUTO2,104,341,ACCESSORY
537,537,EXISTING,LENTE P OPTI PRIME 1.56 FOTO,LENTE P OPTI PRIME 1.56 FOTO,128,128,LENS
538,538,EXISTING,LENTE P 1.56 INC,LENTE P 1.56 INC,128,128,LENS
539,539,EXISTING,LENTE P SOLAMAX 1.67 FOTOFUSION,LENTE P SOLAMAX 1.67 FOTOFUSION,64,64,LENS
540,902,EXISTING,LENTE BIOVIS 1.59 INCOLOR,LENTE BIOVIS 1.59 INCOLOR,60,60,LENS
541,541,EXISTING,LENTE P 1.56 BYVISION AR ACABADA,LENTE P 1.56 BYVISION AR ACABADA,129,129,LENS
542,1114,CREATED,LENTE PR1.50 FOTO AR,LENTE PR1.50 FOTO AR,122,343,LENS
543,543,EXISTING,LENTE VS1.59 INCOLOR,LENTE VS1.59 INCOLOR,106,106,LENS
544,1115,CREATED,LENTE ARGOS 1.50 SENSITY AR BC,LENTE ARGOS 1.50 SENSITY AR BC,51,51,LENS
545,1116,CREATED,LENTE BIF. BIOVIS INC,LENTE BIF. BIOVIS INC,122,343,LENS
546,546,EXISTING,ARMAÇÃO FIAMMA,ARMAÇÃO FIAMMA,130,130,FRAME
547,547,EXISTING,ARMAÇÃO URBAN,ARMAÇÃO URBAN,131,131,FRAME
549,1117,CREATED,LENTE PR 1.50 FOTO,LENTE PR 1.50 FOTO,132,132,LENS
551,551,EXISTING,LENTE VS1.67 AR,LENTE VS1.67 AR,119,119,LENS
552,1118,CREATED,LENTE VS1.50 AR,LENTE VS1.50 AR,122,343,LENS
553,1119,CREATED,LENTE PR 1.50 INC,LENTE PR 1.50 INC,132,132,LENS
554,1120,CREATED,ARMAÇÃO METAL,ARMAÇÃO METAL,133,133,FRAME
