old_id,new_id,status,old_name,new_name
168,1,CREATED,SOLDA,SOLDA
169,2,CREATED,TROCA DE PLAQUETA,TROCA DE PLAQUETA
170,3,CREATED,COLOCAÇAO DE PARAFUSOS,COLOCAÇAO DE PARAFUSOS
171,4,CREATED,TROCA DE NYLON,TROCA DE NYLON
