carId,carAtendimento,carParcelas,carValorParcela,carVencimento,carNumeroParcela,carParcelaStatus,carDataPagamento
2091,10892,10,R$ 95.00,10-Feb-20,1,Pago com sucesso,10-Feb-20
2092,10892,10,R$ 95.00,10-Mar-20,2,Pago com sucesso,10-Feb-20
2093,10892,10,R$ 95.00,10-Apr-20,3,Pago com sucesso,10-Mar-20
2094,10892,10,R$ 95.00,10-May-20,4,Pago com sucesso,10-Mar-20
2095,10892,10,R$ 95.00,10-Jun-20,5,Pago com sucesso,10-Apr-20
2096,10892,10,R$ 95.00,10-Jul-20,6,Pago com sucesso,10-Apr-20
2097,10892,10,R$ 95.00,10-Aug-20,7,Pago com sucesso,11-May-20
2098,10892,10,R$ 95.00,10-Sep-20,8,Pago com sucesso,11-May-20
2099,10892,10,R$ 95.00,10-Oct-20,9,Pago com sucesso,10-Jun-20
2100,10892,10,R$ 95.00,10-Nov-20,10,Pago com sucesso,10-Jun-20
2101,10931,6,R$ 150.00,10-Apr-20,1,Pago com atraso,05-Jun-20
2102,10931,6,R$ 150.00,10-May-20,2,Pago com atraso,04-Jul-20
2103,10931,6,R$ 150.00,10-Jun-20,3,Pago com atraso,06-Aug-20
2104,10931,6,R$ 150.00,10-Jul-20,4,Pago com atraso,11-Sep-20
2105,10931,6,R$ 150.00,10-Aug-20,5,Pago com atraso,05-Oct-20
2106,10931,6,R$ 150.00,10-Sep-20,6,Pago com atraso,06-Nov-20
2107,10936,6,R$ 185.00,07-May-20,1,Pago com atraso,25-Jun-20
2108,10936,6,R$ 185.00,07-Jun-20,2,Pago com atraso,08-Oct-20
2109,10936,6,R$ 185.00,07-Jul-20,3,Pago com atraso,08-Oct-20
2110,10936,6,R$ 185.00,07-Aug-20,4,Pago com atraso,07-Dec-20
2111,10936,6,R$ 185.00,07-Sep-20,5,Pago com atraso,22-Dec-20
2112,10936,6,R$ 185.00,07-Oct-20,6,Pago com atraso,22-Dec-20
2113,10941,6,R$ 200.00,25-Jun-20,1,Pago com sucesso,25-Jun-20
2114,10941,6,R$ 200.00,25-Jul-20,2,Pago com sucesso,21-Jul-20
2115,10941,6,R$ 200.00,25-Aug-20,3,Pago com sucesso,21-Aug-20
2116,10941,6,R$ 200.00,25-Sep-20,4,Pago com sucesso,21-Sep-20
2117,10941,6,R$ 200.00,25-Oct-20,5,Pago com sucesso,21-Oct-20
2118,10941,6,R$ 200.00,25-Nov-20,6,Pago com sucesso,23-Nov-20
2119,10967,4,R$ 170.00,10-Jul-20,1,Pago com atraso,13-Jul-20
2120,10967,4,R$ 170.00,10-Aug-20,2,Pago com atraso,11-Aug-20
2121,10967,4,R$ 170.00,10-Sep-20,3,Pago com atraso,11-Sep-20
2122,10967,4,R$ 170.00,10-Oct-20,4,Pago com atraso,18-Nov-20
2123,10945,5,R$ 216.00,05-Aug-20,1,Pago com sucesso,03-Aug-20
2124,10945,5,R$ 216.00,05-Sep-20,2,Pago com atraso,09-Sep-20
2125,10945,5,R$ 216.00,05-Oct-20,3,Pago com sucesso,02-Oct-20
2126,10945,5,R$ 216.00,05-Nov-20,4,Pago com sucesso,03-Nov-20
2127,10945,5,R$ 216.00,05-Dec-20,5,Pago com sucesso,01-Dec-20
2128,10950,3,R$ 100.00,15-Jul-20,1,Pago com sucesso,09-Jul-20
2129,10950,3,R$ 100.00,15-Aug-20,2,Pago com sucesso,05-Aug-20
2130,10950,3,R$ 100.00,15-Sep-20,3,Pago com atraso,17-Sep-20
2131,10957,5,R$ 160.00,01-Jul-20,1,Pago com sucesso,01-Jul-20
2132,10957,5,R$ 160.00,01-Aug-20,2,Pago com atraso,05-Sep-20
2133,10957,5,R$ 160.00,01-Sep-20,3,Pago com atraso,05-Sep-20
2134,10957,5,R$ 160.00,01-Oct-20,4,Pago com atraso,13-Oct-20
2135,10957,5,R$ 160.00,01-Nov-20,5,Aberta,
2136,10970,5,R$ 100.00,10-Jul-20,1,Pago com atraso,13-Jul-20
2137,10970,5,R$ 100.00,10-Aug-20,2,Pago com atraso,19-Jul-21
2138,10970,5,R$ 100.00,10-Sep-20,3,Pago com atraso,15-Sep-21
2139,10970,5,R$ 100.00,10-Oct-20,4,Pago com atraso,15-Dec-21
2140,10970,5,R$ 100.00,10-Nov-20,5,Pago com atraso,18-Jan-23
2141,10960,5,R$ 220.00,06-Jul-20,1,Pago com sucesso,02-Jul-20
2142,10960,5,R$ 220.00,06-Aug-20,2,Pago com sucesso,05-Aug-20
2143,10960,5,R$ 220.00,06-Sep-20,3,Pago com sucesso,05-Aug-20
2144,10960,5,R$ 220.00,06-Oct-20,4,Pago com atraso,07-Oct-20
2145,10960,5,R$ 220.00,06-Nov-20,5,Pago com atraso,07-Nov-20
2146,10975,9,R$ 175.00,10-Jul-20,1,Pago com atraso,13-Jul-20
2147,10975,9,R$ 175.00,10-Aug-20,2,Pago com atraso,15-Aug-20
2148,10975,9,R$ 175.00,10-Sep-20,3,Pago com atraso,16-Sep-20
2149,10975,9,R$ 175.00,10-Oct-20,4,Pago com atraso,20-Oct-20
2150,10975,9,R$ 175.00,10-Nov-20,5,Pago com atraso,16-Nov-20
2151,10975,9,R$ 175.00,10-Dec-20,6,Pago com atraso,19-Dec-20
2152,10975,9,R$ 175.00,10-Jan-21,7,Pago com atraso,03-Feb-21
2153,10975,9,R$ 175.00,10-Feb-21,8,Pago com atraso,02-Mar-21
2154,10975,9,R$ 175.00,10-Mar-21,9,Pago com atraso,12-Apr-21
2155,10972,2,R$ 67.50,10-Jul-20,1,Pago com sucesso,10-Jul-20
2156,10972,2,R$ 67.50,10-Aug-20,2,Pago com atraso,09-Oct-20
2157,10976,2,R$ 150.00,25-Dec-20,1,Pago com atraso,22-Mar-21
2158,10976,2,R$ 150.00,25-Jan-21,2,Pago com atraso,22-Apr-21
2163,10983,8,R$ 150.00,02-Aug-20,1,Pago com atraso,03-Aug-20
2164,10983,8,R$ 150.00,02-Sep-20,2,Pago com sucesso,28-Aug-20
2165,10983,8,R$ 150.00,02-Oct-20,3,Pago com sucesso,01-Oct-20
2166,10983,8,R$ 150.00,02-Nov-20,4,Pago com atraso,03-Nov-20
2167,10983,8,R$ 150.00,02-Dec-20,5,Pago com sucesso,30-Nov-20
2168,10983,8,R$ 150.00,02-Jan-21,6,Pago com sucesso,30-Dec-20
2169,10983,8,R$ 150.00,02-Feb-21,7,Pago com sucesso,01-Feb-21
2170,10983,8,R$ 150.00,02-Mar-21,8,Pago com sucesso,01-Mar-21
2171,10984,6,R$ 230.00,03-Aug-20,1,Pago com atraso,04-Sep-20
2172,10984,6,R$ 230.00,03-Sep-20,2,Pago com atraso,05-Oct-20
2173,10984,6,R$ 230.00,03-Oct-20,3,Pago com atraso,12-Nov-22
2174,10984,6,R$ 230.00,03-Nov-20,4,Pago com atraso,12-Nov-22
2175,10984,6,R$ 230.00,03-Dec-20,5,Pago com atraso,12-Nov-22
2176,10984,6,R$ 230.00,03-Jan-21,6,Pago com atraso,12-Nov-22
2177,10988,6,R$ 125.00,30-Jul-20,1,Pago com sucesso,30-Jul-20
2178,10988,6,R$ 125.00,30-Aug-20,2,Pago com atraso,02-Sep-20
2179,10988,6,R$ 125.00,30-Sep-20,3,Pago com sucesso,30-Sep-20
2180,10988,6,R$ 125.00,30-Oct-20,4,Pago com atraso,04-Nov-20
2181,10988,6,R$ 125.00,30-Nov-20,5,Pago com atraso,10-Dec-20
2182,10988,6,R$ 125.00,30-Dec-20,6,Pago com atraso,05-Jan-21
2183,10991,6,R$ 100.00,10-Aug-20,1,Pago com atraso,17-Aug-20
2184,10991,6,R$ 100.00,10-Sep-20,2,Pago com atraso,14-Sep-20
2185,10991,6,R$ 100.00,10-Oct-20,3,Pago com atraso,16-Oct-20
2186,10991,6,R$ 100.00,10-Nov-20,4,Pago com atraso,12-Nov-20
2187,10991,6,R$ 100.00,10-Dec-20,5,Pago com atraso,17-Dec-20
2188,10991,6,R$ 100.00,10-Jan-21,6,Pago com atraso,22-Jan-21
2189,10994,6,R$ 100.00,05-Aug-20,1,Pago com sucesso,03-Aug-20
2190,10994,6,R$ 100.00,05-Sep-20,2,Pago com sucesso,01-Sep-20
2191,10994,6,R$ 100.00,05-Oct-20,3,Pago com sucesso,02-Oct-20
2192,10994,6,R$ 100.00,05-Nov-20,4,Pago com sucesso,05-Nov-20
2193,10994,6,R$ 100.00,05-Dec-20,5,Pago com sucesso,01-Dec-20
2194,10994,6,R$ 100.00,05-Jan-21,6,Pago com sucesso,28-Dec-20
2195,10987,6,R$ 210.00,25-Aug-20,1,Pago com sucesso,21-Aug-20
2196,10987,6,R$ 210.00,25-Sep-20,2,Pago com sucesso,21-Sep-20
2197,10987,6,R$ 210.00,25-Oct-20,3,Pago com sucesso,21-Oct-20
2198,10987,6,R$ 210.00,25-Nov-20,4,Pago com sucesso,23-Nov-20
2199,10987,6,R$ 210.00,25-Dec-20,5,Pago com sucesso,22-Dec-20
2200,10987,6,R$ 210.00,25-Jan-21,6,Pago com sucesso,20-Jan-21
2201,10999,1,R$ 510.00,15-Aug-20,1,Pago com sucesso,15-Aug-20
2202,11001,4,R$ 100.00,15-Aug-20,1,Pago com atraso,17-Aug-20
2203,11001,4,R$ 100.00,15-Sep-20,2,Pago com sucesso,15-Sep-20
2204,11001,4,R$ 100.00,15-Oct-20,3,Pago com sucesso,13-Oct-20
2205,11001,4,R$ 100.00,15-Nov-20,4,Pago com atraso,17-Nov-20
2206,11005,2,R$ 175.00,25-Aug-20,1,Pago com atraso,27-Aug-20
2207,11005,2,R$ 175.00,25-Sep-20,2,Pago com atraso,15-Oct-20
2208,11006,6,R$ 200.00,10-Aug-20,1,Pago com atraso,11-Aug-20
2209,11006,6,R$ 200.00,10-Sep-20,2,Pago com sucesso,09-Sep-20
2210,11006,6,R$ 200.00,10-Oct-20,3,Pago com sucesso,09-Sep-20
2211,11006,6,R$ 200.00,10-Nov-20,4,Pago com sucesso,09-Sep-20
2212,11006,6,R$ 200.00,10-Dec-20,5,Pago com sucesso,09-Sep-20
2213,11006,6,R$ 200.00,10-Jan-21,6,Pago com sucesso,09-Sep-20
2214,11014,5,R$ 150.00,12-Sep-20,1,Pago com sucesso,27-Aug-20
2215,11014,5,R$ 150.00,12-Oct-20,2,Pago com atraso,14-Oct-20
2216,11014,5,R$ 150.00,12-Nov-20,3,Pago com sucesso,12-Nov-20
2217,11014,5,R$ 150.00,12-Dec-20,4,Pago com atraso,15-Dec-20
2218,11014,5,R$ 150.00,12-Jan-21,5,Pago com atraso,13-Jan-21
2219,11013,1,R$ 125.00,04-Sep-20,1,Pago com sucesso,04-Sep-20
2220,11037,6,R$ 174.00,10-Sep-20,1,Pago com sucesso,09-Sep-20
2221,11037,6,R$ 174.00,10-Oct-20,2,Pago com sucesso,08-Oct-20
2222,11037,6,R$ 174.00,10-Nov-20,3,Pago com sucesso,09-Nov-20
2223,11037,6,R$ 174.00,10-Dec-20,4,Pago com sucesso,09-Dec-20
2224,11037,6,R$ 174.00,10-Jan-21,5,Pago com sucesso,08-Jan-21
2225,11037,6,R$ 174.00,10-Feb-21,6,Pago com sucesso,05-Feb-21
2226,11038,6,R$ 314.00,15-Sep-20,1,Pago com atraso,16-Sep-20
2227,11038,6,R$ 314.00,15-Oct-20,2,Pago com atraso,16-Oct-20
2228,11038,6,R$ 314.00,15-Nov-20,3,Pago com atraso,14-Dec-20
2229,11038,6,R$ 314.00,15-Dec-20,4,Pago com atraso,04-Jan-21
2230,11038,6,R$ 314.00,15-Jan-21,5,Pago com atraso,20-Jul-21
2231,11038,6,R$ 314.00,15-Feb-21,6,Pago com atraso,17-Dec-21
2232,11036,5,R$ 100.00,05-Sep-20,1,Pago com atraso,07-Oct-20
2233,11036,5,R$ 100.00,05-Oct-20,2,Pago com atraso,12-Nov-20
2234,11036,5,R$ 100.00,05-Nov-20,3,Pago com atraso,08-May-21
2235,11036,5,R$ 100.00,05-Dec-20,4,Pago com atraso,08-May-21
2236,11036,5,R$ 100.00,05-Jan-21,5,Pago com atraso,12-Jun-21
2237,11016,7,R$ 200.00,05-Oct-20,1,Pago com atraso,22-Dec-20
2238,11016,7,R$ 200.00,05-Nov-20,2,Pago com atraso,22-Dec-20
2239,11016,7,R$ 200.00,05-Dec-20,3,Pago com atraso,06-May-21
2240,11016,7,R$ 200.00,05-Jan-21,4,Pago com atraso,06-May-21
2241,11016,7,R$ 200.00,05-Feb-21,5,Pago com atraso,28-Jun-21
2242,11016,7,R$ 200.00,05-Mar-21,6,Pago com atraso,26-Jul-21
2243,11016,7,R$ 200.00,05-Apr-21,7,Pago com atraso,28-Sep-21
2244,11008,4,R$ 100.00,05-Oct-20,1,Pago com sucesso,05-Oct-20
2245,11008,4,R$ 100.00,05-Nov-20,2,Pago com sucesso,04-Nov-20
2246,11008,4,R$ 100.00,05-Dec-20,3,Pago com atraso,08-Feb-21
2247,11008,4,R$ 100.00,05-Jan-21,4,Pago com atraso,28-Jun-21
2248,11018,2,R$ 80.00,25-Sep-20,1,Pago com sucesso,21-Sep-20
2249,11018,2,R$ 80.00,25-Oct-20,2,Pago com sucesso,21-Oct-20
2250,11032,5,R$ 178.00,10-Sep-20,1,Pago com sucesso,10-Sep-20
2251,11032,5,R$ 178.00,10-Oct-20,2,Pago com sucesso,01-Oct-20
2252,11032,5,R$ 178.00,10-Nov-20,3,Pago com sucesso,10-Nov-20
2253,11032,5,R$ 178.00,10-Dec-20,4,Pago com sucesso,10-Dec-20
2254,11032,5,R$ 178.00,10-Jan-21,5,Pago com atraso,12-Jan-21
2255,11023,4,R$ 120.00,15-Sep-20,1,Pago com atraso,24-Oct-20
2256,11023,4,R$ 120.00,15-Oct-20,2,Pago com atraso,03-Dec-20
2257,11023,4,R$ 120.00,15-Nov-20,3,Pago com atraso,08-Jan-21
2258,11023,4,R$ 120.00,15-Dec-20,4,Aberta,
2259,11042,8,R$ 300.00,01-Oct-20,1,Pago com atraso,09-Mar-21
2260,11042,8,R$ 300.00,01-Nov-20,2,Pago com atraso,23-Mar-21
2261,11042,8,R$ 300.00,01-Dec-20,3,Pago com atraso,27-Apr-21
2262,11042,8,R$ 300.00,01-Jan-21,4,Pago com atraso,27-Apr-21
2263,11042,8,R$ 300.00,01-Feb-21,5,Pago com atraso,12-May-21
2264,11042,8,R$ 300.00,01-Mar-21,6,Pago com atraso,10-Aug-21
2265,11042,8,R$ 300.00,01-Apr-21,7,Pago com atraso,10-Sep-21
2266,11042,8,R$ 300.00,01-May-21,8,Pago com atraso,24-Nov-21
2267,11019,6,R$ 185.00,11-Sep-20,1,Pago com sucesso,28-Aug-20
2268,11019,6,R$ 185.00,11-Oct-20,2,Pago com sucesso,28-Sep-20
2269,11019,6,R$ 185.00,11-Nov-20,3,Pago com atraso,11-Dec-20
2270,11019,6,R$ 185.00,11-Dec-20,4,Pago com sucesso,11-Dec-20
2271,11019,6,R$ 185.00,11-Jan-21,5,Pago com atraso,04-Mar-21
2272,11019,6,R$ 185.00,11-Feb-21,6,Pago com atraso,22-Apr-21
2273,11031,1,R$ 90.00,20-Sep-20,1,Pago com atraso,21-Sep-20
2274,11046,2,R$ 125.00,01-Oct-20,1,Pago com sucesso,01-Oct-20
2275,11046,2,R$ 125.00,01-Nov-20,2,Pago com atraso,05-Nov-20
2276,11044,2,R$ 125.00,30-Sep-20,1,Pago com sucesso,29-Sep-20
2277,11044,2,R$ 125.00,30-Oct-20,2,Pago com atraso,28-Nov-20
2278,11048,3,R$ 115.00,15-Oct-20,1,Pago com sucesso,13-Oct-20
2279,11048,3,R$ 115.00,15-Nov-20,2,Pago com sucesso,11-Nov-20
2280,11048,3,R$ 115.00,15-Dec-20,3,Pago com sucesso,28-Nov-20
2281,11053,6,R$ 250.00,10-Oct-20,1,Pago com sucesso,09-Oct-20
2282,11053,6,R$ 250.00,10-Nov-20,2,Pago com atraso,12-Nov-20
2283,11053,6,R$ 250.00,10-Dec-20,3,Pago com atraso,14-Dec-20
2284,11053,6,R$ 250.00,10-Jan-21,4,Pago com atraso,21-Jan-21
2285,11053,6,R$ 250.00,10-Feb-21,5,Pago com atraso,01-Mar-21
2286,11053,6,R$ 250.00,10-Mar-21,6,Pago com atraso,27-Dec-21
2287,11054,2,R$ 250.00,04-Oct-20,1,Pago com atraso,06-Oct-20
2288,11054,2,R$ 250.00,04-Nov-20,2,Pago com atraso,05-Nov-20
2289,11058,2,R$ 110.00,30-Oct-20,1,Pago com atraso,10-Nov-20
2290,11058,2,R$ 110.00,30-Nov-20,2,Pago com sucesso,10-Nov-20
2291,11060,2,R$ 140.00,05-Nov-20,1,Vencida,
2292,11060,2,R$ 140.00,05-Dec-20,2,Aberta,
2293,11061,6,R$ 195.00,10-Nov-20,1,Pago com atraso,07-Dec-20
2294,11061,6,R$ 195.00,10-Dec-20,2,Pago com atraso,11-Jan-21
2295,11061,6,R$ 195.00,10-Jan-21,3,Pago com atraso,11-Jan-21
2296,11061,6,R$ 195.00,10-Feb-21,4,Pago com atraso,12-Feb-21
2297,11061,6,R$ 195.00,10-Mar-21,5,Pago com atraso,17-Mar-21
2298,11061,6,R$ 195.00,10-Apr-21,6,Pago com atraso,14-Apr-21
2299,11063,4,R$ 120.00,10-Nov-20,1,Pago com atraso,12-Nov-20
2300,11063,4,R$ 120.00,10-Dec-20,2,Pago com atraso,30-Dec-20
2301,11063,4,R$ 120.00,10-Jan-21,3,Pago com sucesso,05-Jan-21
2302,11063,4,R$ 120.00,10-Feb-21,4,Pago com atraso,29-Mar-21
2303,11069,6,R$ 100.00,05-Nov-20,1,Pago com sucesso,03-Nov-20
2304,11069,6,R$ 100.00,05-Dec-20,2,Pago com sucesso,30-Nov-20
2305,11069,6,R$ 100.00,05-Jan-21,3,Pago com sucesso,05-Jan-21
2306,11069,6,R$ 100.00,05-Feb-21,4,Pago com atraso,01-Mar-21
2307,11069,6,R$ 100.00,05-Mar-21,5,Pago com atraso,29-Apr-21
2308,11069,6,R$ 100.00,05-Apr-21,6,Pago com atraso,31-May-21
2310,11088,8,R$ 190.00,05-Nov-20,1,Pago com atraso,18-Nov-20
2311,11088,8,R$ 190.00,05-Dec-20,2,Pago com atraso,07-Dec-20
2312,11088,8,R$ 190.00,05-Jan-21,3,Pago com sucesso,04-Jan-21
2313,11088,8,R$ 190.00,05-Feb-21,4,Pago com sucesso,03-Feb-21
2314,11088,8,R$ 190.00,05-Mar-21,5,Pago com atraso,08-Mar-21
2315,11088,8,R$ 190.00,05-Apr-21,6,Pago com sucesso,01-Apr-21
2316,11088,8,R$ 190.00,05-May-21,7,Pago com sucesso,05-May-21
2317,11088,8,R$ 190.00,05-Jun-21,8,Pago com sucesso,02-Jun-21
2318,11077,2,R$ 175.00,05-Nov-20,1,Pago com atraso,13-Jan-21
2319,11077,2,R$ 175.00,05-Dec-20,2,Pago com atraso,13-Jan-21
2320,11068,1,R$ 300.00,10-Dec-20,1,Aberta,
2321,11095,5,R$ 100.00,25-Nov-20,1,Pago com sucesso,25-Nov-20
2322,11095,5,R$ 100.00,25-Dec-20,2,Pago com atraso,28-Dec-20
2323,11095,5,R$ 100.00,25-Jan-21,3,Pago com sucesso,22-Jan-21
2324,11095,5,R$ 100.00,25-Feb-21,4,Pago com atraso,03-Mar-21
2325,11095,5,R$ 100.00,25-Mar-21,5,Pago com sucesso,23-Mar-21
2326,11073,5,R$ 150.00,25-Nov-20,1,Pago com sucesso,24-Nov-20
2327,11073,5,R$ 150.00,25-Dec-20,2,Pago com sucesso,23-Dec-20
2328,11073,5,R$ 150.00,25-Jan-21,3,Pago com atraso,02-Feb-21
2329,11073,5,R$ 150.00,25-Feb-21,4,Pago com atraso,25-Mar-21
2330,11073,5,R$ 150.00,25-Mar-21,5,Pago com atraso,25-May-21
2331,11079,3,R$ 100.00,25-Nov-20,1,Pago com atraso,22-Dec-20
2332,11079,3,R$ 100.00,25-Dec-20,2,Pago com sucesso,22-Dec-20
2333,11079,3,R$ 100.00,25-Jan-21,3,Pago com atraso,29-Jan-21
2334,11064,2,R$ 190.00,25-Nov-20,1,Pago com atraso,10-Dec-20
2335,11064,2,R$ 190.00,25-Dec-20,2,Pago com sucesso,10-Dec-20
2336,11089,4,R$ 100.00,03-Nov-20,1,Pago com atraso,05-Apr-21
2337,11089,4,R$ 100.00,03-Dec-20,2,Pago com atraso,23-Apr-21
2338,11089,4,R$ 100.00,03-Jan-21,3,Pago com atraso,10-May-21
2339,11089,4,R$ 100.00,03-Feb-21,4,Pago com atraso,10-May-21
2340,11090,4,R$ 100.00,03-Dec-20,1,Pago com sucesso,01-Dec-20
2341,11090,4,R$ 100.00,03-Jan-21,2,Pago com atraso,14-Jan-21
2342,11090,4,R$ 100.00,03-Feb-21,3,Pago com sucesso,01-Feb-21
2343,11090,4,R$ 100.00,03-Mar-21,4,Pago com atraso,08-Mar-21
2344,11104,4,R$ 100.00,03-Dec-20,1,Pago com atraso,07-Jun-21
2345,11104,4,R$ 100.00,03-Jan-21,2,Pago com atraso,07-Jun-21
2346,11104,4,R$ 100.00,03-Feb-21,3,Pago com atraso,21-Jun-21
2347,11104,4,R$ 100.00,03-Mar-21,4,Pago com atraso,21-Jun-21
2348,11105,2,R$ 125.00,03-Dec-20,1,Pago com atraso,21-Jul-21
2349,11105,2,R$ 125.00,03-Jan-21,2,Pago com atraso,30-Aug-21
2350,11110,4,R$ 200.00,10-Dec-20,1,Pago com sucesso,02-Dec-20
2351,11110,4,R$ 200.00,10-Jan-21,2,Pago com sucesso,06-Jan-21
2352,11110,4,R$ 200.00,10-Feb-21,3,Pago com sucesso,09-Feb-21
2353,11110,4,R$ 200.00,10-Mar-21,4,Pago com sucesso,04-Mar-21
2354,11111,4,R$ 200.00,10-Apr-21,1,Pago com atraso,06-May-21
2355,11111,4,R$ 200.00,10-May-21,2,Pago com atraso,08-Nov-21
2356,11111,4,R$ 200.00,10-Jun-21,3,Pago com atraso,08-Nov-21
2357,11111,4,R$ 200.00,10-Jul-21,4,Pago com atraso,08-Nov-21
2358,11123,3,R$ 60.00,05-Dec-20,1,Pago com atraso,18-Dec-20
2359,11123,3,R$ 60.00,05-Jan-21,2,Pago com atraso,01-Feb-21
2360,11123,3,R$ 60.00,05-Feb-21,3,Pago com atraso,31-Mar-21
2361,11131,5,R$ 100.00,06-Jan-21,1,Pago com sucesso,30-Dec-20
2362,11131,5,R$ 100.00,06-Feb-21,2,Pago com sucesso,05-Feb-21
2363,11131,5,R$ 100.00,06-Mar-21,3,Pago com sucesso,05-Mar-21
2364,11131,5,R$ 100.00,06-Apr-21,4,Pago com atraso,08-Apr-21
2365,11131,5,R$ 100.00,06-May-21,5,Pago com atraso,04-Jun-21
2366,11122,6,R$ 95.00,07-Jan-21,1,Pago com sucesso,07-Jan-21
2367,11122,6,R$ 95.00,07-Feb-21,2,Pago com atraso,04-Feb-22
2368,11122,6,R$ 95.00,07-Mar-21,3,Pago com atraso,05-Jul-21
2369,11122,6,R$ 95.00,07-Apr-21,4,Pago com atraso,06-Aug-21
2370,11122,6,R$ 95.00,07-May-21,5,Pago com atraso,06-Sep-21
2371,11122,6,R$ 95.00,07-Jun-21,6,Pago com atraso,05-Oct-21
2372,11098,6,R$ 100.00,05-Jan-21,1,Pago com atraso,10-Feb-21
2373,11098,6,R$ 100.00,05-Feb-21,2,Pago com atraso,01-Jun-21
2374,11098,6,R$ 100.00,05-Mar-21,3,Pago com atraso,05-Jul-21
2375,11098,6,R$ 100.00,05-Apr-21,4,Pago com atraso,06-Sep-21
2376,11098,6,R$ 100.00,05-May-21,5,Aberta,
2377,11098,6,R$ 100.00,05-Jun-21,6,Aberta,
2378,11126,5,R$ 100.00,05-Jan-21,1,Pago com sucesso,05-Jan-21
2379,11126,5,R$ 100.00,05-Feb-21,2,Pago com sucesso,02-Feb-21
2380,11126,5,R$ 100.00,05-Mar-21,3,Pago com atraso,11-Mar-21
2381,11126,5,R$ 100.00,05-Apr-21,4,Pago com atraso,11-Jun-21
2382,11126,5,R$ 100.00,05-May-21,5,Pago com atraso,10-Jul-21
2383,11119,4,R$ 200.00,22-Jan-21,1,Pago com atraso,03-Feb-21
2384,11119,4,R$ 200.00,22-Feb-21,2,Pago com sucesso,03-Feb-21
2385,11119,4,R$ 200.00,22-Mar-21,3,Pago com atraso,25-Mar-21
2386,11119,4,R$ 200.00,22-Apr-21,4,Pago com atraso,27-Apr-21
2387,11134,1,R$ 100.00,26-Feb-21,1,Aberta,
2388,11139,4,R$ 150.00,05-Feb-21,1,Pago com sucesso,03-Feb-21
2389,11139,4,R$ 150.00,05-Mar-21,2,Pago com sucesso,05-Mar-21
2390,11139,4,R$ 150.00,05-Apr-21,3,Pago com sucesso,31-Mar-21
2391,11139,4,R$ 150.00,05-May-21,4,Pago com atraso,06-May-21
2392,11140,2,R$ 50.00,05-Feb-21,1,Pago com sucesso,01-Feb-21
2393,11140,2,R$ 50.00,05-Mar-21,2,Pago com atraso,29-Mar-21
2394,11141,4,R$ 65.00,05-Feb-21,1,Pago com atraso,05-Apr-21
2395,11141,4,R$ 65.00,05-Mar-21,2,Pago com atraso,05-Apr-21
2396,11141,4,R$ 65.00,05-Apr-21,3,Pago com sucesso,05-Apr-21
2397,11141,4,R$ 65.00,05-May-21,4,Pago com sucesso,05-Apr-21
2398,11144,2,R$ 250.00,11-Feb-21,1,Pago com sucesso,10-Feb-21
2399,11144,2,R$ 250.00,11-Mar-21,2,Pago com sucesso,10-Feb-21
2400,11142,4,R$ 140.00,12-Feb-21,1,Pago com sucesso,08-Feb-21
2401,11142,4,R$ 140.00,12-Mar-21,2,Pago com sucesso,06-Mar-21
2402,11142,4,R$ 140.00,12-Apr-21,3,Pago com sucesso,12-Apr-21
2403,11142,4,R$ 140.00,12-May-21,4,Pago com atraso,13-May-21
2404,11147,5,R$ 130.00,10-Feb-21,1,Pago com sucesso,03-Feb-21
2405,11147,5,R$ 130.00,10-Mar-21,2,Pago com atraso,07-Apr-21
2406,11147,5,R$ 130.00,10-Apr-21,3,Pago com sucesso,03-Mar-21
2407,11147,5,R$ 130.00,10-May-21,4,Pago com sucesso,14-Apr-21
2408,11147,5,R$ 130.00,10-Jun-21,5,Pago com sucesso,14-Apr-21
2409,11148,4,R$ 140.00,21-Feb-21,1,Pago com atraso,22-Feb-21
2410,11148,4,R$ 140.00,21-Mar-21,2,Pago com atraso,25-Mar-21
2411,11148,4,R$ 140.00,21-Apr-21,3,Pago com sucesso,21-Apr-21
2412,11148,4,R$ 140.00,21-May-21,4,Pago com sucesso,21-May-21
2413,11151,2,R$ 150.00,01-Mar-21,1,Pago com atraso,05-Mar-21
2414,11151,2,R$ 150.00,01-Apr-21,2,Pago com atraso,07-Apr-21
2415,11157,5,R$ 230.00,02-Mar-21,1,Pago com sucesso,02-Mar-21
2416,11157,5,R$ 230.00,02-Apr-21,2,Pago com atraso,05-Apr-21
2417,11157,5,R$ 230.00,02-May-21,3,Pago com atraso,03-May-21
2418,11157,5,R$ 230.00,02-Jun-21,4,Pago com sucesso,01-Jun-21
2419,11157,5,R$ 230.00,02-Jul-21,5,Pago com atraso,05-Jul-21
2420,11159,4,R$ 100.00,05-Mar-21,1,Pago com atraso,29-Mar-21
2421,11159,4,R$ 100.00,05-Apr-21,2,Pago com atraso,08-Jun-21
2422,11159,4,R$ 100.00,05-May-21,3,Pago com atraso,08-Jun-21
2423,11159,4,R$ 100.00,05-Jun-21,4,Pago com atraso,05-Aug-21
2424,11166,3,R$ 100.00,25-Feb-21,1,Pago com sucesso,25-Feb-21
2425,11166,3,R$ 100.00,25-Mar-21,2,Pago com sucesso,10-Mar-21
2426,11166,3,R$ 100.00,25-Apr-21,3,Pago com sucesso,21-Apr-21
2427,11167,5,R$ 200.00,30-Mar-21,1,Pago com sucesso,11-Mar-21
