carId,carAtendimento,carParcelas,carValorParcela,carVencimento,carNumeroParcela,carParcelaStatus,carDataPagamento
1025,10384,2,R$ 100.00,10-Mar-18,2,Pago com atraso,08-Jun-18
1026,10385,5,R$ 150.00,05-Feb-18,1,Pago com sucesso,01-Feb-18
1027,10385,5,R$ 150.00,05-Mar-18,2,Pago com sucesso,01-Mar-18
1028,10385,5,R$ 150.00,05-Apr-18,3,Pago com sucesso,03-Apr-18
1029,10385,5,R$ 150.00,05-May-18,4,Pago com sucesso,03-May-18
1030,10385,5,R$ 150.00,05-Jun-18,5,Pago com sucesso,29-May-18
1031,10387,4,R$ 100.00,15-Feb-18,1,Pago com atraso,20-Feb-18
1032,10387,4,R$ 100.00,15-Mar-18,2,Pago com atraso,22-May-18
1033,10387,4,R$ 100.00,15-Apr-18,3,Pago com atraso,03-Dec-18
1034,10387,4,R$ 100.00,15-May-18,4,Pago com atraso,03-Dec-18
1035,10389,4,R$ 100.00,10-Feb-18,1,Pago com atraso,12-Mar-18
1036,10389,4,R$ 100.00,10-Mar-18,2,Pago com atraso,11-Apr-18
1037,10389,4,R$ 100.00,10-Apr-18,3,Pago com atraso,04-Jun-18
1038,10389,4,R$ 100.00,10-May-18,4,Pago com atraso,09-Aug-18
1039,10376,7,R$ 100.00,05-Feb-18,1,Pago com sucesso,02-Feb-18
1040,10376,7,R$ 100.00,05-Mar-18,2,Pago com sucesso,27-Feb-18
1041,10376,7,R$ 100.00,05-Apr-18,3,Pago com atraso,30-May-18
1042,10376,7,R$ 100.00,05-May-18,4,Pago com atraso,30-May-18
1043,10376,7,R$ 100.00,05-Jun-18,5,Pago com atraso,03-Jul-18
1044,10376,7,R$ 100.00,05-Jul-18,6,Pago com sucesso,03-Jul-18
1045,10376,7,R$ 100.00,05-Aug-18,7,Pago com atraso,05-Nov-18
1046,10377,6,R$ 165.00,30-Jan-18,1,Pago com sucesso,30-Jan-18
1047,10377,6,R$ 165.00,28-Feb-18,2,Pago com atraso,02-Mar-18
1048,10377,6,R$ 165.00,28-Mar-18,3,Pago com atraso,26-Apr-18
1049,10377,6,R$ 165.00,28-Apr-18,4,Pago com atraso,28-May-18
1050,10377,6,R$ 165.00,28-May-18,5,Pago com atraso,11-Jul-18
1051,10377,6,R$ 165.00,28-Jun-18,6,Pago com atraso,16-Aug-18
1052,10392,2,R$ 100.00,29-Jan-18,1,Pago com atraso,30-Jan-18
1053,10392,2,R$ 100.00,28-Feb-18,2,Pago com sucesso,28-Feb-18
1054,10395,2,R$ 200.00,05-Mar-18,1,Pago com sucesso,05-Mar-18
1055,10395,2,R$ 200.00,05-Apr-18,2,Pago com sucesso,02-Apr-18
1056,10401,6,R$ 100.00,10-Feb-18,1,Pago com atraso,27-Feb-18
1057,10401,6,R$ 100.00,10-Mar-18,2,Pago com sucesso,27-Feb-18
1058,10401,6,R$ 100.00,10-Apr-18,3,Pago com sucesso,27-Mar-18
1059,10401,6,R$ 100.00,10-May-18,4,Pago com sucesso,27-Mar-18
1060,10401,6,R$ 100.00,10-Jun-18,5,Pago com sucesso,27-Apr-18
1061,10401,6,R$ 100.00,10-Jul-18,6,Pago com sucesso,01-Jun-18
1062,10402,4,R$ 100.00,10-Mar-18,1,Pago com atraso,13-Mar-18
1063,10402,4,R$ 100.00,10-Apr-18,2,Pago com atraso,12-Apr-18
1064,10402,4,R$ 100.00,10-May-18,3,Pago com atraso,15-May-18
1065,10402,4,R$ 100.00,10-Jun-18,4,Pago com atraso,18-Jun-18
1066,10393,6,R$ 100.00,23-Feb-18,1,Pago com atraso,06-Mar-18
1067,10393,6,R$ 100.00,23-Mar-18,2,Pago com atraso,03-Apr-18
1068,10393,6,R$ 100.00,23-Apr-18,3,Pago com atraso,02-May-18
1069,10393,6,R$ 100.00,23-May-18,4,Pago com sucesso,02-May-18
1070,10393,6,R$ 100.00,23-Jun-18,5,Pago com sucesso,08-Jun-18
1071,10393,6,R$ 100.00,23-Jul-18,6,Pago com sucesso,08-Jun-18
1072,10406,5,R$ 140.00,28-Feb-18,1,Pago com atraso,02-Mar-18
1073,10406,5,R$ 140.00,28-Mar-18,2,Pago com atraso,06-Apr-18
1074,10406,5,R$ 140.00,28-Apr-18,3,Pago com atraso,08-May-18
1075,10406,5,R$ 140.00,28-May-18,4,Pago com atraso,08-Jun-18
1076,10406,5,R$ 140.00,28-Jun-18,5,Pago com atraso,03-Jul-18
1077,10408,5,R$ 100.00,15-Mar-18,1,Pago com atraso,15-May-18
1078,10408,5,R$ 100.00,15-Apr-18,2,Pago com atraso,08-Jun-18
1079,10408,5,R$ 100.00,15-May-18,3,Pago com atraso,01-Aug-18
1080,10408,5,R$ 100.00,15-Jun-18,4,Pago com atraso,27-Sep-18
1081,10408,5,R$ 100.00,15-Jul-18,5,Pago com atraso,30-Oct-18
1082,10404,2,R$ 275.00,16-Mar-18,1,Pago com sucesso,28-Feb-18
1083,10404,2,R$ 275.00,16-Apr-18,2,Pago com sucesso,02-Apr-18
1084,10410,5,R$ 140.00,05-Mar-18,1,Pago com sucesso,05-Mar-18
1085,10410,5,R$ 140.00,05-Apr-18,2,Pago com sucesso,05-Apr-18
1086,10410,5,R$ 140.00,05-May-18,3,Pago com sucesso,04-May-18
1087,10410,5,R$ 140.00,05-Jun-18,4,Pago com sucesso,05-Jun-18
1088,10410,5,R$ 140.00,05-Jul-18,5,Pago com sucesso,05-Jul-18
1089,10411,4,R$ 150.00,06-Mar-18,1,Pago com atraso,03-Apr-18
1090,10411,4,R$ 150.00,06-Apr-18,2,Pago com sucesso,03-Apr-18
1091,10411,4,R$ 150.00,06-May-18,3,Pago com sucesso,30-Apr-18
1092,10411,4,R$ 150.00,06-Jun-18,4,Pago com sucesso,01-Jun-18
1093,10414,5,R$ 110.00,05-Mar-18,1,Pago com sucesso,03-Mar-18
1094,10414,5,R$ 110.00,05-Apr-18,2,Pago com sucesso,05-Apr-18
1095,10414,5,R$ 110.00,05-May-18,3,Pago com sucesso,05-May-18
1096,10414,5,R$ 110.00,05-Jun-18,4,Pago com atraso,09-Jun-18
1097,10414,5,R$ 110.00,05-Jul-18,5,Pago com atraso,10-Jul-18
1098,10415,2,R$ 150.00,05-Mar-18,1,Pago com atraso,17-Mar-18
1099,10415,2,R$ 150.00,05-Apr-18,2,Pago com sucesso,05-Apr-18
1100,10420,3,R$ 117.00,15-Apr-18,1,Pago com atraso,17-Apr-18
1101,10420,3,R$ 117.00,15-May-18,2,Pago com atraso,23-May-18
1102,10420,3,R$ 117.00,15-Jun-18,3,Pago com atraso,17-Jul-18
1103,10422,6,R$ 240.00,20-Mar-18,1,Pago com atraso,21-Mar-18
1104,10422,6,R$ 240.00,20-Apr-18,2,Pago com atraso,23-Apr-18
1105,10422,6,R$ 240.00,20-May-18,3,Pago com sucesso,18-May-18
1106,10422,6,R$ 240.00,20-Jun-18,4,Pago com atraso,21-Jun-18
1107,10422,6,R$ 240.00,20-Jul-18,5,Pago com atraso,24-Jul-18
1108,10422,6,R$ 240.00,20-Aug-18,6,Pago com atraso,31-Aug-18
1109,10423,5,R$ 140.00,02-Apr-18,1,Pago com atraso,24-Jul-18
1110,10423,5,R$ 140.00,02-May-18,2,Pago com atraso,23-Oct-18
1111,10423,5,R$ 140.00,02-Jun-18,3,Pago com atraso,03-Dec-18
1112,10423,5,R$ 140.00,02-Jul-18,4,Pago com atraso,28-Dec-18
1113,10423,5,R$ 140.00,02-Aug-18,5,Pago com atraso,07-Mar-19
1114,10431,5,R$ 200.00,12-Apr-18,1,Pago com atraso,14-Apr-18
1115,10431,5,R$ 200.00,12-May-18,2,Pago com atraso,15-May-18
1116,10431,5,R$ 200.00,12-Jun-18,3,Pago com atraso,13-Jun-18
1117,10431,5,R$ 200.00,12-Jul-18,4,Pago com atraso,13-Jul-18
1118,10431,5,R$ 200.00,12-Aug-18,5,Pago com atraso,14-Aug-18
1119,10430,4,R$ 175.00,05-Apr-18,1,Pago com atraso,03-May-18
1120,10430,4,R$ 175.00,05-May-18,2,Pago com atraso,04-Jun-18
1121,10430,4,R$ 175.00,05-Jun-18,3,Pago com atraso,01-Oct-18
1122,10430,4,R$ 175.00,05-Jul-18,4,Pago com atraso,09-Oct-18
1123,10432,2,R$ 150.00,16-Apr-18,1,Pago com sucesso,04-Apr-18
1124,10432,2,R$ 150.00,16-May-18,2,Pago com sucesso,04-Apr-18
1125,10434,6,R$ 100.00,10-Apr-18,1,Pago com atraso,20-Jul-18
1126,10434,6,R$ 100.00,10-May-18,2,Pago com atraso,20-Jul-18
1127,10434,6,R$ 100.00,10-Jun-18,3,Pago com atraso,20-Jul-18
1128,10434,6,R$ 100.00,10-Jul-18,4,Pago com atraso,04-Aug-18
1129,10434,6,R$ 100.00,10-Aug-18,5,Pago com atraso,16-Aug-18
1130,10434,6,R$ 100.00,10-Sep-18,6,Pago com atraso,29-Sep-18
1131,10436,5,R$ 78.00,05-Apr-18,1,Pago com atraso,04-May-18
1132,10436,5,R$ 78.00,05-May-18,2,Pago com atraso,06-Jun-18
1133,10436,5,R$ 78.00,05-Jun-18,3,Pago com atraso,02-Jul-18
1134,10436,5,R$ 78.00,05-Jul-18,4,Pago com atraso,14-Aug-18
1135,10436,5,R$ 78.00,05-Aug-18,5,Pago com atraso,06-Sep-18
1136,10439,7,R$ 190.00,28-Apr-18,1,Pago com atraso,21-Nov-18
1137,10439,7,R$ 190.00,28-May-18,2,Pago com atraso,22-Mar-19
1138,10439,7,R$ 190.00,28-Jun-18,3,Pago com atraso,22-Mar-19
1139,10439,7,R$ 190.00,28-Jul-18,4,Pago com atraso,03-Jul-19
1140,10439,7,R$ 190.00,28-Aug-18,5,Pago com atraso,29-Jul-19
1141,10439,7,R$ 190.00,28-Sep-18,6,Pago com atraso,30-Sep-19
1142,10439,7,R$ 190.00,28-Oct-18,7,Pago com atraso,15-Jun-20
1143,10442,3,R$ 120.00,20-May-18,1,Pago com sucesso,15-May-18
1144,10442,3,R$ 120.00,20-Jun-18,2,Pago com sucesso,15-Jun-18
1145,10442,3,R$ 120.00,20-Jul-18,3,Pago com sucesso,18-Jul-18
1146,10441,6,R$ 245.00,04-May-18,1,Pago com atraso,22-Jun-18
1147,10441,6,R$ 245.00,04-Jun-18,2,Pago com atraso,22-Aug-18
1148,10441,6,R$ 245.00,04-Jul-18,3,Pago com atraso,25-Oct-18
1149,10441,6,R$ 245.00,04-Aug-18,4,Pago com atraso,22-Nov-18
1150,10441,6,R$ 245.00,04-Sep-18,5,Pago com atraso,28-Feb-19
1151,10441,6,R$ 245.00,04-Oct-18,6,Pago com atraso,22-Mar-19
1152,10443,5,R$ 90.00,30-Apr-18,1,Pago com sucesso,30-Apr-18
1153,10443,5,R$ 90.00,30-May-18,2,Pago com sucesso,30-May-18
1154,10443,5,R$ 90.00,30-Jun-18,3,Pago com atraso,02-Jul-18
1155,10443,5,R$ 90.00,30-Jul-18,4,Pago com atraso,03-Aug-18
1156,10443,5,R$ 90.00,30-Aug-18,5,Pago com sucesso,30-Aug-18
1157,10444,3,R$ 100.00,06-May-18,1,Pago com atraso,07-May-18
1158,10444,3,R$ 100.00,06-Jun-18,2,Pago com sucesso,06-Jun-18
1159,10444,3,R$ 100.00,06-Jul-18,3,Pago com sucesso,06-Jul-18
1160,10445,5,R$ 280.00,30-Apr-18,1,Pago com atraso,02-Jun-18
1161,10445,5,R$ 280.00,30-May-18,2,Pago com atraso,10-Jul-18
1162,10445,5,R$ 280.00,30-Jun-18,3,Pago com atraso,02-Aug-18
1163,10445,5,R$ 280.00,30-Jul-18,4,Pago com atraso,05-Sep-18
1164,10445,5,R$ 280.00,30-Aug-18,5,Pago com atraso,10-Oct-18
1165,10449,6,R$ 258.00,10-May-18,1,Pago com sucesso,30-Apr-18
1166,10449,6,R$ 258.00,10-Jun-18,2,Pago com sucesso,06-Jun-18
1167,10449,6,R$ 258.00,10-Jul-18,3,Pago com sucesso,10-Jul-18
1168,10449,6,R$ 258.00,10-Aug-18,4,Pago com sucesso,09-Aug-18
1169,10449,6,R$ 258.00,10-Sep-18,5,Pago com sucesso,10-Sep-18
1170,10449,6,R$ 258.00,10-Oct-18,6,Pago com atraso,11-Oct-18
1171,10450,6,R$ 215.00,25-May-18,1,Pago com atraso,12-Jun-18
1172,10450,6,R$ 215.00,25-Jun-18,2,Pago com atraso,09-Jul-18
1173,10450,6,R$ 215.00,25-Jul-18,3,Pago com atraso,31-Aug-18
1174,10450,6,R$ 215.00,25-Aug-18,4,Pago com atraso,01-Nov-18
1175,10450,6,R$ 215.00,25-Sep-18,5,Pago com atraso,07-Feb-19
1176,10450,6,R$ 215.00,25-Oct-18,6,Pago com atraso,07-Feb-19
1177,10452,8,R$ 200.00,30-Apr-18,1,Pago com atraso,26-Jun-18
1178,10452,8,R$ 200.00,30-May-18,2,Pago com atraso,11-Aug-18
1179,10452,8,R$ 200.00,30-Jun-18,3,Pago com atraso,11-Oct-18
1180,10452,8,R$ 200.00,30-Jul-18,4,Pago com atraso,05-Jan-19
1181,10452,8,R$ 200.00,30-Aug-18,5,Pago com atraso,19-Feb-20
1182,10452,8,R$ 200.00,30-Sep-18,6,Pago com atraso,19-Feb-20
1183,10452,8,R$ 200.00,30-Oct-18,7,Pago com atraso,03-Dec-20
1184,10452,8,R$ 200.00,30-Nov-18,8,Aberta,
1185,10453,3,R$ 200.00,06-May-18,1,Pago com atraso,08-May-18
1186,10453,3,R$ 200.00,06-Jun-18,2,Pago com atraso,07-Jun-18
1187,10453,3,R$ 200.00,06-Jul-18,3,Pago com atraso,30-Jul-18
1188,10446,6,R$ 150.00,23-Apr-18,1,Pago com sucesso,23-Apr-18
1189,10446,6,R$ 150.00,23-May-18,2,Pago com atraso,02-Jun-18
1190,10446,6,R$ 150.00,23-Jun-18,3,Pago com atraso,11-Jul-18
1191,10446,6,R$ 150.00,23-Jul-18,4,Pago com atraso,23-Aug-18
1192,10446,6,R$ 150.00,23-Aug-18,5,Pago com atraso,21-Nov-18
1193,10446,6,R$ 150.00,23-Sep-18,6,Pago com atraso,11-Apr-19
1194,10454,5,R$ 130.00,15-May-18,1,Pago com sucesso,10-May-18
1195,10454,5,R$ 130.00,15-Jun-18,2,Pago com sucesso,09-Jun-18
1196,10454,5,R$ 130.00,15-Jul-18,3,Pago com atraso,23-Jul-18
1197,10454,5,R$ 130.00,15-Aug-18,4,Pago com sucesso,14-Aug-18
1198,10454,5,R$ 130.00,15-Sep-18,5,Pago com atraso,21-Sep-18
1199,10456,6,R$ 200.00,18-May-18,1,Pago com sucesso,15-May-18
1200,10456,6,R$ 200.00,18-Jun-18,2,Pago com sucesso,08-Jun-18
1201,10456,6,R$ 200.00,18-Jul-18,3,Pago com sucesso,10-Jul-18
1202,10456,6,R$ 200.00,18-Aug-18,4,Pago com atraso,10-Sep-18
1203,10456,6,R$ 200.00,18-Sep-18,5,Pago com atraso,06-Oct-18
1204,10456,6,R$ 200.00,18-Oct-18,6,Pago com atraso,12-Nov-18
1205,10459,5,R$ 100.00,15-May-18,1,Pago com sucesso,15-May-18
1206,10459,5,R$ 100.00,15-Jun-18,2,Pago com sucesso,13-Jun-18
1207,10459,5,R$ 100.00,15-Jul-18,3,Pago com atraso,16-Jul-18
1208,10459,5,R$ 100.00,15-Aug-18,4,Pago com sucesso,13-Aug-18
1209,10459,5,R$ 100.00,15-Sep-18,5,Pago com sucesso,11-Sep-18
1216,10461,4,R$ 100.00,10-May-18,1,Pago com sucesso,10-May-18
1217,10461,4,R$ 100.00,10-Jun-18,2,Pago com atraso,11-Jun-18
1218,10461,4,R$ 100.00,10-Jul-18,3,Pago com sucesso,10-Jul-18
1219,10461,4,R$ 100.00,10-Aug-18,4,Pago com sucesso,10-Aug-18
1220,10462,7,R$ 200.00,10-Apr-18,1,Pago com atraso,07-Jun-18
1221,10462,7,R$ 200.00,10-May-18,2,Pago com atraso,11-Jul-18
1222,10462,7,R$ 200.00,10-Jun-18,3,Pago com atraso,07-Aug-18
1223,10462,7,R$ 200.00,10-Jul-18,4,Pago com atraso,11-Sep-18
1224,10462,7,R$ 200.00,10-Aug-18,5,Pago com atraso,23-Oct-18
1225,10462,7,R$ 200.00,10-Sep-18,6,Pago com atraso,12-Nov-18
1226,10462,7,R$ 200.00,10-Oct-18,7,Pago com atraso,06-Dec-18
1227,10463,6,R$ 130.00,10-May-18,1,Pago com atraso,21-May-18
1228,10463,6,R$ 130.00,10-Jun-18,2,Pago com atraso,02-Jul-18
1229,10463,6,R$ 130.00,10-Jul-18,3,Pago com atraso,03-Sep-18
1230,10463,6,R$ 130.00,10-Aug-18,4,Pago com atraso,01-Nov-18
1231,10463,6,R$ 130.00,10-Sep-18,5,Pago com atraso,04-Jan-19
1232,10463,6,R$ 130.00,10-Oct-18,6,Pago com atraso,15-May-19
1233,10464,5,R$ 140.00,10-May-18,1,Pago com sucesso,08-May-18
1234,10464,5,R$ 140.00,10-Jun-18,2,Pago com sucesso,08-Jun-18
1235,10464,5,R$ 140.00,10-Jul-18,3,Pago com sucesso,10-Jul-18
1236,10464,5,R$ 140.00,10-Aug-18,4,Pago com sucesso,08-Aug-18
1237,10464,5,R$ 140.00,10-Sep-18,5,Pago com sucesso,10-Sep-18
1238,10466,6,R$ 185.00,06-May-18,1,Pago com atraso,23-May-18
1239,10466,6,R$ 185.00,06-Jun-18,2,Pago com atraso,19-Jul-18
1240,10466,6,R$ 185.00,06-Jul-18,3,Pago com atraso,05-Dec-18
1241,10466,6,R$ 185.00,06-Aug-18,4,Pago com atraso,27-Feb-19
1242,10466,6,R$ 185.00,06-Sep-18,5,Pago com atraso,27-Feb-19
1243,10466,6,R$ 185.00,06-Oct-18,6,Pago com atraso,27-Jan-20
1244,10469,1,R$ 20.00,20-May-18,1,Pago com atraso,14-Mar-19
1245,10476,5,R$ 200.00,09-Jun-18,1,Pago com atraso,12-Jul-18
1246,10476,5,R$ 200.00,09-Jul-18,2,Pago com atraso,12-Jul-18
1247,10476,5,R$ 200.00,09-Aug-18,3,Aberta,
1248,10476,5,R$ 200.00,09-Sep-18,4,Aberta,
1249,10476,5,R$ 200.00,09-Oct-18,5,Aberta,
1250,10478,5,R$ 140.00,10-Jun-18,1,Pago com atraso,18-Jul-18
1251,10478,5,R$ 140.00,10-Jul-18,2,Pago com atraso,01-Oct-18
1252,10478,5,R$ 140.00,10-Aug-18,3,Pago com atraso,11-Dec-18
1253,10478,5,R$ 140.00,10-Sep-18,4,Pago com atraso,11-Dec-18
1254,10478,5,R$ 140.00,10-Oct-18,5,Pago com atraso,05-Jun-19
1255,10481,1,R$ 70.00,21-Jun-18,1,Pago com sucesso,04-Jun-18
1256,10482,6,R$ 230.00,25-Jun-18,1,Pago com atraso,23-Jul-18
1257,10482,6,R$ 230.00,25-Jul-18,2,Pago com atraso,22-Aug-18
1258,10482,6,R$ 230.00,25-Aug-18,3,Pago com atraso,21-Sep-18
1259,10482,6,R$ 230.00,25-Sep-18,4,Pago com atraso,23-Oct-18
1260,10482,6,R$ 230.00,25-Oct-18,5,Pago com atraso,22-Nov-18
1261,10482,6,R$ 230.00,25-Nov-18,6,Pago com atraso,26-Nov-18
1262,10474,5,R$ 96.00,19-May-18,1,Pago com atraso,21-May-18
1263,10474,5,R$ 96.00,19-Jun-18,2,Pago com atraso,20-Jun-18
1264,10474,5,R$ 96.00,19-Jul-18,3,Pago com sucesso,19-Jul-18
1265,10474,5,R$ 96.00,19-Aug-18,4,Pago com atraso,13-Sep-18
1266,10474,5,R$ 96.00,19-Sep-18,5,Pago com sucesso,13-Sep-18
1267,10486,5,R$ 130.00,25-Jun-18,1,Pago com sucesso,23-Jun-18
1268,10486,5,R$ 130.00,25-Jul-18,2,Pago com sucesso,24-Jul-18
1269,10486,5,R$ 130.00,25-Aug-18,3,Pago com sucesso,24-Aug-18
1270,10486,5,R$ 130.00,25-Sep-18,4,Pago com sucesso,25-Sep-18
1271,10486,5,R$ 130.00,25-Oct-18,5,Pago com sucesso,24-Oct-18
1272,10412,6,R$ 130.00,10-Jul-18,1,Pago com atraso,07-Jan-19
1273,10412,6,R$ 130.00,10-Aug-18,2,Pago com atraso,05-Apr-19
1274,10412,6,R$ 130.00,10-Sep-18,3,Pago com atraso,06-May-19
1275,10412,6,R$ 130.00,10-Oct-18,4,Pago com atraso,06-May-19
1276,10412,6,R$ 130.00,10-Nov-18,5,Pago com atraso,06-Jun-19
1277,10412,6,R$ 130.00,10-Dec-18,6,Pago com atraso,06-Jun-19
1278,10487,4,R$ 100.00,05-Jun-18,1,Pago com sucesso,01-Jun-18
1279,10487,4,R$ 100.00,05-Jul-18,2,Pago com sucesso,05-Jul-18
1280,10487,4,R$ 100.00,05-Aug-18,3,Pago com sucesso,03-Aug-18
1281,10487,4,R$ 100.00,05-Sep-18,4,Pago com sucesso,03-Sep-18
1282,10483,1,R$ 100.00,05-Jul-18,1,Pago com atraso,20-Jul-18
1283,10491,6,R$ 100.00,15-Jul-18,1,Pago com atraso,16-Jul-18
1284,10491,6,R$ 100.00,15-Aug-18,2,Pago com sucesso,15-Aug-18
1285,10491,6,R$ 100.00,15-Sep-18,3,Pago com atraso,17-Sep-18
1286,10491,6,R$ 100.00,15-Oct-18,4,Pago com sucesso,15-Oct-18
1287,10491,6,R$ 100.00,15-Nov-18,5,Pago com sucesso,01-Nov-18
1288,10491,6,R$ 100.00,15-Dec-18,6,Pago com sucesso,04-Dec-18
1289,10492,2,R$ 100.00,02-Jul-18,1,Vencida,
1290,10492,2,R$ 100.00,02-Aug-18,2,Vencida,
1291,10493,6,R$ 150.00,30-Jun-18,1,Pago com sucesso,29-Jun-18
1292,10493,6,R$ 150.00,30-Jul-18,2,Pago com sucesso,30-Jul-18
1293,10493,6,R$ 150.00,30-Aug-18,3,Pago com atraso,31-Aug-18
1294,10493,6,R$ 150.00,30-Sep-18,4,Pago com sucesso,29-Sep-18
1295,10493,6,R$ 150.00,30-Oct-18,5,Pago com atraso,07-Nov-18
1296,10493,6,R$ 150.00,30-Nov-18,6,Pago com atraso,14-Dec-18
1297,10496,5,R$ 135.00,10-Jul-18,1,Pago com sucesso,09-Jul-18
1298,10496,5,R$ 135.00,10-Aug-18,2,Pago com atraso,15-Aug-18
1299,10496,5,R$ 135.00,10-Sep-18,3,Pago com atraso,02-Oct-18
1300,10496,5,R$ 135.00,10-Oct-18,4,Vencida,
1301,10496,5,R$ 135.00,10-Nov-18,5,Vencida,
1302,10497,5,R$ 200.00,02-Aug-18,1,Pago com sucesso,02-Aug-18
1303,10497,5,R$ 200.00,02-Sep-18,2,Pago com atraso,05-Sep-18
1304,10497,5,R$ 200.00,02-Oct-18,3,Pago com atraso,10-Oct-18
1305,10497,5,R$ 200.00,02-Nov-18,4,Pago com atraso,17-Nov-18
1306,10497,5,R$ 200.00,02-Dec-18,5,Pago com atraso,27-Dec-18
1307,10498,4,R$ 140.00,10-Jul-18,1,Pago com atraso,06-Jun-19
1308,10498,4,R$ 140.00,10-Aug-18,2,Pago com atraso,03-Jul-19
1309,10498,4,R$ 140.00,10-Sep-18,3,Pago com atraso,04-Sep-19
1310,10498,4,R$ 140.00,10-Oct-18,4,Pago com atraso,04-Sep-19
1311,10501,6,R$ 150.00,20-Jul-18,1,Pago com sucesso,13-Jul-18
1312,10501,6,R$ 150.00,20-Aug-18,2,Pago com sucesso,20-Aug-18
1313,10501,6,R$ 150.00,20-Sep-18,3,Pago com sucesso,20-Sep-18
1314,10501,6,R$ 150.00,20-Oct-18,4,Pago com atraso,07-Dec-18
1315,10501,6,R$ 150.00,20-Nov-18,5,Pago com atraso,16-Jan-20
1316,10501,6,R$ 150.00,20-Dec-18,6,Pago com atraso,16-Jan-20
1317,10504,7,R$ 235.00,05-Aug-18,1,Pago com atraso,16-Aug-18
1318,10504,7,R$ 235.00,05-Sep-18,2,Pago com sucesso,17-Aug-18
1319,10504,7,R$ 235.00,05-Oct-18,3,Pago com atraso,15-Oct-18
1320,10504,7,R$ 235.00,05-Nov-18,4,Pago com atraso,20-Nov-18
1321,10504,7,R$ 235.00,05-Dec-18,5,Pago com atraso,19-Dec-18
1322,10504,7,R$ 235.00,05-Jan-19,6,Pago com atraso,15-Jan-19
1323,10504,7,R$ 235.00,05-Feb-19,7,Pago com atraso,18-Feb-19
1324,10511,5,R$ 150.00,16-Aug-18,1,Pago com atraso,21-Aug-18
1325,10511,5,R$ 150.00,16-Sep-18,2,Pago com atraso,20-Sep-18
1326,10511,5,R$ 150.00,16-Oct-18,3,Pago com atraso,18-Oct-18
1327,10511,5,R$ 150.00,16-Nov-18,4,Pago com atraso,04-Dec-18
1328,10511,5,R$ 150.00,16-Dec-18,5,Pago com atraso,09-Jan-19
1329,10515,4,R$ 110.00,05-Aug-18,1,Pago com sucesso,01-Aug-18
1330,10515,4,R$ 110.00,05-Sep-18,2,Pago com sucesso,03-Sep-18
1331,10515,4,R$ 110.00,05-Oct-18,3,Pago com sucesso,01-Oct-18
1332,10515,4,R$ 110.00,05-Nov-18,4,Pago com atraso,09-Nov-18
1333,10516,6,R$ 200.00,10-Aug-18,1,Pago com atraso,01-Oct-18
1334,10516,6,R$ 200.00,10-Sep-18,2,Pago com atraso,01-Oct-18
1335,10516,6,R$ 200.00,10-Oct-18,3,Pago com atraso,14-Jan-19
1336,10516,6,R$ 200.00,10-Nov-18,4,Pago com atraso,01-Jun-19
1337,10516,6,R$ 200.00,10-Dec-18,5,Pago com atraso,01-Jun-19
1338,10516,6,R$ 200.00,10-Jan-19,6,Pago com atraso,01-Jun-19
1339,10523,5,R$ 180.00,05-Sep-18,1,Pago com atraso,25-Sep-18
1340,10523,5,R$ 180.00,05-Oct-18,2,Pago com atraso,26-Jun-19
1341,10523,5,R$ 180.00,05-Nov-18,3,Pago com atraso,26-Jun-19
1342,10523,5,R$ 180.00,05-Dec-18,4,Pago com atraso,29-Mar-21
1343,10523,5,R$ 180.00,05-Jan-19,5,Pago com atraso,13-Aug-21
1344,10524,11,R$ 100.00,10-Aug-18,1,Pago com sucesso,10-Jul-18
1345,10524,11,R$ 100.00,10-Sep-18,2,Pago com sucesso,03-Sep-18
1346,10524,11,R$ 100.00,10-Oct-18,3,Pago com sucesso,05-Oct-18
1347,10524,11,R$ 100.00,10-Nov-18,4,Aberta,
1348,10524,11,R$ 100.00,10-Dec-18,5,Aberta,
1349,10524,11,R$ 100.00,10-Jan-19,6,Aberta,
1350,10524,11,R$ 100.00,10-Feb-19,7,Aberta,
1351,10524,11,R$ 100.00,10-Mar-19,8,Aberta,
1352,10524,11,R$ 100.00,10-Apr-19,9,Aberta,
1353,10524,11,R$ 100.00,10-May-19,10,Aberta,
1354,10524,11,R$ 100.00,10-Jun-19,11,Aberta,
1355,10525,5,R$ 200.00,25-Aug-18,1,Pago com sucesso,09-Aug-18
1356,10525,5,R$ 200.00,25-Sep-18,2,Pago com sucesso,09-Aug-18
1357,10525,5,R$ 200.00,25-Oct-18,3,Pago com sucesso,31-Aug-18
1358,10525,5,R$ 200.00,25-Nov-18,4,Pago com sucesso,31-Aug-18
1359,10525,5,R$ 200.00,25-Dec-18,5,Pago com sucesso,02-Oct-18
1360,10530,5,R$ 160.00,08-Aug-18,1,Pago com sucesso,08-Aug-18
1361,10530,5,R$ 160.00,08-Sep-18,2,Pago com atraso,19-Sep-18
1362,10530,5,R$ 160.00,08-Oct-18,3,Pago com atraso,21-Dec-18
1363,10530,5,R$ 160.00,08-Nov-18,4,Aberta,
1364,10530,5,R$ 160.00,08-Dec-18,5,Aberta,
1365,10531,6,R$ 150.00,08-Aug-18,1,Pago com atraso,09-Aug-18
1366,10531,6,R$ 150.00,08-Sep-18,2,Pago com atraso,18-Sep-18
1367,10531,6,R$ 150.00,08-Oct-18,3,Pago com atraso,23-Oct-18
