type,details,name
RENAME_ERROR,"
Invalid `prisma.brand.update()` invocation in
C:\Work\prismaflow\prismaflow-api\migrations\oticacrista\scripts\corrigir-marcas.ts:168:28

  165 } else {
  166   // Renomeia a brand inválida para o nome correto
  167   try {
→ 168     await prisma.brand.update(
Unique constraint failed on the constraint: `Brand_name_key`",3
