recFinanceiro,recAtendimento,recParcelas,recDesconto,recJuros
3070,10877,1,0,0
3074,10839,1,0,0
3075,10884,1,0,0
3076,10884,1,0,0
3077,10922,1,0,0
3078,10854,1,0,0
3082,10901,1,0,0
3083,10880,1,0,0
3084,10911,1,0,0
3085,10886,1,0,0
3086,10816,1,0,0
3087,10816,1,0,0
3088,10786,1,0,0
3089,10924,1,0,0
3090,10927,1,0,0
3096,10858,1,0,0
3097,10858,1,0,0
3098,10858,1,0,0
3099,10858,1,0,0
3100,10900,1,0,0
3101,10900,1,0,0
3102,10860,1,0,0
3103,10932,1,0,0
3104,10930,1,"1039,99",0
3105,10925,1,0,0
3106,10925,1,0,0
3107,10926,1,"70,00",0
3108,10928,1,0,0
3109,10933,1,"150,00",0
3110,10934,10,"26,00",0
3111,10910,1,0,0
3115,10935,1,0,0
3116,10895,1,0,0
3117,10895,1,0,0
3118,10869,1,0,0
3119,10869,1,0,0
3120,10901,1,0,0
3121,10901,1,0,0
3122,10911,1,0,0
3123,10928,1,0,0
3124,10816,1,0,0
3125,10873,1,0,0
3126,10873,1,0,0
3127,10857,1,0,0
3128,10877,1,0,0
3129,10877,1,0,0
3130,10860,1,0,0
3131,10932,1,0,0
3132,10875,1,0,0
3133,10875,1,0,0
3134,10880,1,0,0
3135,10923,1,0,0
3136,10865,1,0,0
3137,10709,1,0,0
3138,10937,4,0,0
3139,10938,1,"150,00",0
3140,10939,1,0,0
3143,10916,1,0,0
3158,10929,8,"90,00",0
3159,10935,1,0,0
3160,10911,1,0,0
3161,10925,1,0,0
3162,10439,1,0,0
3163,10439,1,0,0
3164,10928,1,0,0
3165,10932,1,0,0
3166,10931,1,0,0
3167,10916,1,0,0
3168,10895,1,0,0
3169,10874,1,0,0
3170,10501,1,0,0
3171,10501,1,0,0
3172,10925,1,0,0
3173,10923,1,0,0
3174,10865,1,0,0
3175,10880,1,0,0
3176,10717,1,0,0
3177,10940,3,"50,00",0
3178,10942,1,"620,02",0
3179,10943,5,"486,00",0
3189,10944,1,0,0
3190,10946,1,0,0
3191,10947,1,0,0
3192,10948,1,0,0
3193,10949,1,"225,00",0
3194,10951,4,"640,00",0
3195,10952,1,"200,00",0
3196,10953,1,0,0
3197,10954,6,"110,00",0
3198,10956,1,"60,00",0
3199,10941,1,0,0
3200,10936,1,0,0
3201,10874,1,0,0
3202,10935,1,0,0
3203,10880,1,0,0
3204,10901,1,0,0
3205,10931,1,0,0
3206,10865,1,0,0
3209,10945,1,0,0
3210,10950,1,0,0
3211,10877,1,0,0
3212,10875,1,0,0
3213,10960,1,0,0
3214,10960,1,0,0
3215,10977,10,"10,00",0
3216,10963,10,"822,00",0
3218,10962,2,"400,00",0
3219,10964,6,"150,00",0
3220,10966,1,0,0
3221,10965,3,"160,00",0
3222,10969,10,"605,00",0
3223,10974,7,"1160,00",0
3224,10973,5,"1700,00",0
3225,10971,1,"20,00",0
3226,10978,3,"110,00",0
3227,10979,1,"130,00",0
3228,10980,4,"200,00",0
3229,10975,1,0,0
3230,10895,1,0,0
3231,10981,1,"265,00",0
3232,10970,1,0,0
3233,10983,1,0,0
3234,10985,10,0,0
3235,10986,1,"180,00",0
3236,10955,1,"172,00",0
3237,10989,5,"140,00",0
3238,10990,8,"40,00",0
3239,10992,1,"30,00",0
3240,10995,1,"110,01",0
3241,10996,1,"90,01",0
3242,10905,1,0,0
3243,10839,1,0,0
3244,10967,1,0,0
3263,10900,1,0,0
3264,10884,1,0,0
3265,10916,1,0,0
3266,10945,1,0,0
3267,10932,1,0,0
3268,10932,1,0,0
3269,10935,1,0,0
3270,10988,1,0,0
3271,10863,1,0,0
3272,10983,1,0,0
3273,10994,1,0,0
3274,10880,1,0,0
3275,11002,1,0,0
3276,10993,1,"490,00",0
3277,10997,12,"630,00",0
3278,10998,5,"510,00",0
3279,10999,1,0,0
3280,11000,4,0,0
3281,11001,1,0,0
3282,11003,1,"180,00",0
3283,11004,10,"190,00",0
3284,11005,1,0,0
3285,11011,1,0,0
3289,10928,1,0,0
3290,11006,1,0,0
3291,10931,1,0,0
3292,10967,1,0,0
3293,10928,1,0,0
3294,10950,1,0,0
3295,10960,1,0,0
3296,10960,1,0,0
3297,10923,1,0,0
3309,10922,1,0,0
3310,10911,1,0,0
3311,10896,1,0,0
3312,10896,1,0,0
3313,10991,1,0,0
3314,10999,1,0,0
3315,11001,1,0,0
3316,10975,1,0,0
3317,10928,1,0,0
3318,11009,1,"230,00",0
3319,11010,5,"200,00",0
3320,11007,2,"10,00",0
3321,11014,1,0,0
3322,11013,1,0,0
3336,10892,1,0,0
3337,10892,1,0,0
3338,10892,1,0,0
3339,10892,1,0,0
3340,10892,1,0,0
3341,10892,1,0,0
3342,10892,1,0,0
3343,10892,1,0,0
3344,10892,1,0,0
3345,10892,1,0,0
3346,11015,1,0,0
3347,11020,2,"70,00",0
3348,11012,3,"64,00",0
3349,11022,6,"82,00",0
3350,10874,1,0,0
3351,11014,1,0,0
3352,10987,1,0,0
3353,10941,1,0,0
3354,10941,1,0,0
3355,10818,1,0,0
3356,10863,1,0,0
3357,10935,1,0,0
3358,11037,1,0,0
3359,11038,1,0,0
3360,11016,1,0,0
3361,11008,1,0,0
3362,11017,2,"125,00",0
3363,11018,1,0,0
3364,11032,1,0,0
3365,11021,1,"140,00",0
3366,11024,1,"30,00",0
3367,11025,10,"170,00",0
3368,11026,1,"370,00",0
3369,11027,3,"130,00",0
3370,11028,1,"220,00",0
3371,11029,1,"250,00",0
3372,11030,1,"170,00",0
3373,11034,1,"150,00",0
3374,11035,6,"360,00",0
3375,11040,1,"620,00",0
3376,11041,5,"125,00",0
3377,11039,4,"380,00",0
3378,11043,4,"10,00",0
3379,11023,1,0,0
3380,11033,1,"150,00",0
3381,11047,1,"290,00",0
3382,11018,1,0,0
3383,10987,1,0,0
3384,10941,1,0,0
3385,10950,1,0,0
3386,11038,1,0,0
3387,10991,1,0,0
3388,10931,1,0,0
3389,11032,1,0,0
3390,11006,1,0,0
3391,11006,1,0,0
3392,11006,1,0,0
3393,11006,1,0,0
3394,11006,1,0,0
3395,10957,1,0,0
3396,10957,1,0,0
3397,10957,1,0,0
3398,10945,1,0,0
3399,10983,1,0,0
3400,11005,1,0,0
3401,10916,1,0,0
3402,10988,1,0,0
3403,10994,1,0,0
3404,11037,1,0,0
3442,11031,1,0,0
3443,11031,1,0,0
3444,11013,1,0,0
3445,11019,1,0,0
3446,11019,1,0,0
3447,10967,1,0,0
3448,10984,1,0,0
3449,10984,1,0,0
3450,10931,1,0,0
3451,10886,1,0,0
3452,10874,1,0,0
3453,10994,1,0,0
3454,10945,1,0,0
3455,11046,1,0,0
3456,10983,1,0,0
3457,11032,1,0,0
3458,11044,1,0,0
3459,11044,1,0,0
3460,10988,1,0,0
3461,11052,2,"50,00",0
3462,11051,4,"260,00",0
3463,11049,1,"200,00",0
3464,11048,1,0,0
3465,11001,1,0,0
3466,10873,1,0,0
3467,10873,1,0,0
3468,10864,1,0,0
3469,10960,1,0,0
3470,11036,1,0,0
3471,10877,1,0,0
3472,10932,1,0,0
3473,10932,1,0,0
3474,11037,1,0,0
3475,10972,1,0,0
3476,10972,1,0,0
3477,10936,1,0,0
3478,11048,1,0,0
3479,11014,1,0,0
3480,10957,1,0,0
3481,10108,1,0,"100,00"
3482,11001,1,0,0
3483,11005,1,0,0
3484,10922,1,0,0
3485,10991,1,0,0
3486,11038,1,0,0
3487,11018,1,0,0
3488,10941,1,0,0
3489,10987,1,0,0
3490,10975,1,0,0
3491,10975,1,0,0
3492,11054,1,0,0
3493,11054,1,0,0
3494,11055,8,"30,00",0
3495,11056,1,"372,00",0
3496,11057,1,"200,00",0
3497,11059,10,"500,00",0
3498,11060,1,0,0
3499,11062,2,"272,00",0
3522,11023,1,0,0
3524,10945,1,0,0
3525,10983,1,0,0
3526,10857,1,0,0
3527,10857,1,0,0
3532,11053,1,0,0
3533,10874,1,0,0
3534,11008,1,0,0
3535,11008,1,0,0
3536,10994,1,0,0
3537,10699,1,0,0
3538,10699,1,0,0
3539,10931,1,0,0
3541,11046,1,0,0
3542,10932,1,0,0
3543,11037,1,0,0
3544,11058,1,0,0
3545,11058,1,0,0
3554,11048,1,0,0
3555,11036,1,0,0
3556,11032,1,0,0
3557,10988,1,0,0
3558,10960,1,0,0
3559,11014,1,0,0
3560,11053,1,0,0
3561,11054,1,0,0
3562,11065,1,"100,00",0
3563,11066,3,"150,00",0
3564,11067,1,"50,01",0
3565,11070,3,"210,00",0
3566,11072,1,"240,00",0
3567,11075,1,"250,00",0
3568,11076,1,"140,00",0
3569,11078,10,"226,00",0
3570,11080,10,"240,00",0
3571,11081,3,"260,00",0
3572,11082,1,"80,00",0
3573,11083,6,"140,00",0
3574,11084,4,"230,00",0
3575,10975,1,0,0
3578,11001,1,0,0
3579,11085,3,"50,00",0
3580,11086,1,"150,00",0
3581,11087,10,"190,00",0
3582,11063,1,0,0
3583,11069,1,0,0
3584,11068,1,0,0
3585,10967,1,0,0
3586,11088,1,0,0
3593,10941,1,0,0
3594,10987,1,0,0
3595,10884,1,0,0
3596,10739,1,0,0
3597,10739,1,0,0
3599,11095,1,0,0
3600,11063,1,0,0
3601,11071,10,"742,00",0
3602,11073,1,0,0
3603,11073,1,0,0
3604,11079,1,0,0
3605,11109,2,"50,00",0
3606,11107,2,"300,00",0
3607,11106,1,"250,00",0
3608,11103,1,"90,00",0
3609,11102,1,"170,00",0
3610,11101,4,"260,00",0
3611,11100,6,"260,00",0
3612,11099,1,"280,00",0
3613,11097,4,"120,00",0
3614,11096,5,"72,00",0
3615,11092,3,"50,00",0
3616,11091,1,"50,00",0
3618,11108,6,"310,10",0
3619,11044,1,0,0
3620,11048,1,0,0
3621,10905,1,0,0
3622,10983,1,0,0
3623,11069,1,0,0
3624,11110,1,0,0
3625,10900,1,0,0
3626,10886,1,0,0
3627,10994,1,0,0
3628,10945,1,0,0
3629,11110,1,0,0
3630,11023,1,0,0
3631,11061,1,0,0
3632,11088,1,0,0
3633,10452,1,0,0
3640,11114,10,"30,00",0
3641,10907,1,0,0
3642,11032,1,0,0
3643,11090,1,0,0
3644,11037,1,0,0
3645,11116,1,0,0
3646,11019,1,0,0
3647,11019,1,0,0
3648,10988,1,0,0
3649,11112,6,"400,00",0
3650,11093,1,0,0
3651,11094,1,"270,00",0
3652,11064,1,0,0
3653,11064,1,0,0
3654,11111,1,0,0
3655,11115,4,"74,00",0
3656,11118,1,"10,00",0
3657,11038,1,0,0
3658,11053,1,0,0
3659,11014,1,0,0
3665,10671,1,0,0
3666,10671,1,0,0
3667,10991,1,0,0
3668,10991,1,0,0
3669,11123,1,0,0
3670,10987,1,0,0
3671,11079,1,0,0
3672,11079,1,0,0
3673,10936,1,0,0
3674,10936,1,0,0
3675,10936,1,0,0
3676,10936,1,0,0
3677,11016,1,0,0
3678,11016,1,0,0
3679,11073,1,0,0
3680,11120,3,"100,00",0
3681,11121,2,"140,00",0
3687,11124,6,"276,00",0
3688,11125,1,"210,00",0
3689,11127,1,"350,00",0
3690,11128,1,"180,00",0
3691,11129,1,"200,00",0
3692,11130,1,0,0
3693,10994,1,0,0
3694,11095,1,0,0
3699,11132,1,"200,00",0
3700,11063,1,0,0
3701,10983,1,0,0
3702,11117,1,"510,00",0
3703,11135,1,"210,00",0
3704,11136,1,"360,00",0
3705,11038,1,0,0
3706,10922,1,0,0
3707,11069,1,0,0
3708,11131,1,0,0
3709,10864,1,0,0
3710,10988,1,0,0
3711,11088,1,0,0
3712,11110,1,0,0
3714,10854,1,0,0
3715,10854,1,0,0
3716,11122,1,0,0
3717,11126,1,0,0
3718,11126,1,0,0
3719,11023,1,0,0
3720,11063,1,0,0
3721,11061,1,0,0
3722,11061,1,0,0
3723,11037,1,0,0
3724,11032,1,0,0
3725,11014,1,0,0
3726,11090,1,0,0
3727,11077,1,0,0
3728,11077,1,0,0
3729,11119,1,0,0
3730,11133,1,"252,00",0
3731,11134,1,0,0
3732,11137,1,"100,00",0
3733,11138,2,"536,00",0
3734,11143,1,0,0
3735,11144,1,0,0
3736,11142,1,0,0
3737,10991,1,0,0
3738,11079,1,0,0
3739,11145,1,"410,00",0
3740,11146,1,0,0
3741,11148,1,0,0
3742,10983,1,0,0
3743,11073,1,0,0
3744,10975,1,0,0
3745,10975,1,0,0
3746,10905,1,0,0
3747,11095,1,0,0
3748,11053,1,0,0
3749,10987,1,0,0
3750,10923,1,0,0
3751,11139,1,0,0
3752,11149,10,"222,00",0
3753,11150,1,"120,00",0
3754,10932,1,0,0
3755,10932,1,0,0
3756,11147,1,0,0
3757,11119,1,0,0
3758,11119,1,0,0
3759,11151,1,0,0
3760,11152,3,"50,00",0
3761,11153,2,0,0
3762,11154,1,0,0
3785,11131,1,0,0
3786,11110,1,0,0
3787,11142,1,0,0
3788,11008,1,0,0
3789,11037,1,0,0
3790,11088,1,0,0
3791,11155,1,0,0
3792,11156,1,0,0
3793,11098,1,0,0
3804,11157,1,0,0
3805,11061,1,0,0
3806,11158,2,"250,00",0
3807,11159,1,0,0
3809,11160,10,"200,00",0
3813,11148,1,0,0
3814,11161,5,0,0
3815,11069,1,0,0
3816,11053,1,0,0
3817,10983,1,0,0
3818,10975,1,0,0
3819,11157,1,0,0
3820,11144,1,0,0
3821,11144,1,0,0
3822,11095,1,0,0
3823,11162,3,"90,01",0
3824,11163,1,0,0
3825,10886,1,0,0
3826,11110,1,0,0
3827,11164,4,"40,00",0
3828,11151,1,0,0
3829,11131,1,0,0
3830,11139,1,0,0
3831,11142,1,0,0
3832,11088,1,0,0
3833,11090,1,0,0
3834,11090,1,0,0
3835,11165,1,"270,00",0
3836,10922,1,0,0
3837,10922,1,0,0
3838,11042,1,0,0
3840,11166,1,0,0
3841,11166,1,0,0
3842,11167,1,0,0
3843,11167,1,0,0
3844,11126,1,0,0
3845,11126,1,0,0
3846,11168,10,"4,00",0
3847,11169,1,0,0
3858,10905,1,0,0
3859,11170,1,"100,00",0
3860,11019,1,0,0
3861,11173,1,0,0
3862,11174,3,"50,00",0
3863,11177,1,"50,00",0
3875,11179,1,0,0
3881,11172,1,0,0
3882,11095,1,0,0
3884,11042,1,0,0
3885,11073,1,0,0
3886,11148,1,0,0
3887,11159,1,0,0
3888,10523,1,0,0
3889,11140,1,0,0
3890,11140,1,0,0
3897,11182,10,"150,00",0
3898,11183,1,0,0
3901,11171,1,0,0
3902,11119,1,0,0
3903,11139,1,0,0
3904,11063,1,0,"20,00"
3905,11088,1,0,0
3906,11141,1,0,0
3907,11141,1,0,0
3908,11141,1,0,0
3909,11141,1,0,0
3910,11089,1,0,0
3911,11157,1,0,0
3912,11175,1,0,0
3913,11131,1,0,0
3914,11151,1,0,0
3915,11147,1,0,0
3916,10905,1,0,0
3919,11178,6,"340,00",0
3920,11180,1,0,0
3921,11142,1,0,0
3922,10975,1,0,0
3923,11184,1,"50,00",0
3924,11186,1,0,0
3925,11147,1,0,0
3926,11147,1,0,0
3927,11147,1,0,0
3928,11189,1,0,0
3929,11190,1,0,0
3930,11148,1,0,0
3931,10976,1,0,0
3932,10976,1,0,0
3933,11019,1,0,0
3934,11166,1,0,0
3935,11172,1,0,0
3936,11176,1,0,0
3937,11181,1,"260,00",0
3938,11187,1,"200,00",0
3939,11188,3,"250,00",0
3940,11089,1,0,0
3954,11119,1,0,0
3955,11042,1,0,0
3956,11042,1,0,0
3961,11180,1,0,0
3962,11191,1,0,0
3963,11192,1,"150,00",0
3965,11195,5,0,0
3966,10097,1,0,0
3967,11175,1,0,0
3968,11069,1,0,0
3969,11157,1,0,0
3970,11061,1,0,0
3971,11061,1,0,0
3972,11193,1,0,0
3973,11139,1,0,0
3974,11111,1,0,0
3975,11016,1,0,0
3976,11016,1,0,0
3977,11194,1,0,0
3978,11185,1,0,0
3979,11088,1,0,0
3980,10857,1,0,0
3981,11200,1,0,0
3982,11197,1,"40,00",0
3983,11196,1,"70,00",0
3984,11198,5,"320,00",0
3985,11201,1,0,0
3986,11202,1,0,0
3987,11089,1,0,0
3988,11089,1,0,0
3989,11036,1,0,0
3990,11036,1,0,0
3991,11042,1,0,0
3992,11142,1,0,0
3993,11167,1,0,0
3994,11176,1,0,0
3995,11148,1,0,0
3996,11073,1,0,0
3997,11180,1,0,0
3999,11194,1,0,0
4000,11172,1,0,0
4001,11200,1,0,0
4018,11069,1,0,0
4021,11098,1,0,0
4022,11204,1,0,0
4023,11157,1,0,0
4024,11171,1,0,0
4025,11171,1,0,0
4026,11088,1,0,0
4027,11175,1,0,0
4028,10905,1,0,0
4029,11209,1,0,0
4030,11167,1,0,0
4031,11104,1,0,0
4032,11104,1,0,0
4033,11131,1,0,0
4034,11173,1,0,0
4035,10916,1,0,0
4036,11159,1,0,0
4037,11159,1,0,0
4038,10864,1,0,0
4039,10864,1,0,0
4040,11185,1,0,0
4041,11185,1,0,0
4042,11126,1,0,0
4043,11210,1,0,0
4044,11205,1,0,0
4045,11205,1,0,0
4046,11206,1,"100,00",0
4047,11199,1,"330,00",0
4048,11036,1,0,0
4050,11207,10,"380,00",0
4051,11193,1,0,0
4052,11212,1,0,0
4054,11213,1,"40,00",0
4055,11200,1,0,0
4056,11104,1,0,0
4057,11104,1,0,0
4058,11211,4,"150,00",0
4059,11215,1,0,0
4060,11216,1,"140,00",0
4061,11194,1,0,0
4062,11172,1,0,0
4063,11218,1,"20,00",0
4064,11219,1,"410,00",0
4065,11220,1,0,0
4066,11221,3,0,0
4067,11222,1,0,0
4068,11223,1,"30,00",0
4069,11224,6,"280,00",0
4070,11225,1,0,0
4071,11226,1,0,0
4072,11227,6,"280,00",0
4073,11228,1,"150,00",0
4074,11230,1,"330,00",0
4075,11231,5,"0,01",0
4076,11232,1,0,0
4077,11233,1,0,0
4078,11180,1,0,0
4079,11008,1,0,0
4080,11016,1,0,0
4081,11171,1,0,0
4099,11234,1,0,0
4100,11235,1,0,0
4101,11236,6,0,0
4102,11240,1,0,0
4103,11214,1,0,0
4104,11204,1,0,0
4105,11157,1,0,0
4106,11098,1,0,0
4107,11175,1,0,0
4108,11234,1,0,0
4109,11238,1,0,0
4110,11225,1,0,0
4111,11212,1,0,0
4112,11205,1,0,0
4113,11226,1,0,0
4114,11220,1,0,0
4115,11126,1,0,0
4116,11176,1,0,0
4117,11176,1,0,0
4118,11167,1,0,0
4119,11237,10,"150,00",0
4120,11241,1,0,0
4121,11242,2,"170,00",0
4122,11243,1,"200,00",0
4123,11193,1,0,0
4124,11038,1,0,0
4125,10970,1,0,0
4126,11105,1,0,0
4127,11244,1,"370,00",0
4128,11246,1,"50,00",0
4129,11172,1,0,0
4130,11194,1,0,0
4131,11245,1,0,0
4132,11247,3,"140,00",0
4133,11248,1,0,0
4134,11249,3,"50,00",0
4135,11250,1,0,0
4136,11200,1,0,0
4137,11251,6,"100,00",0
4138,11253,6,"60,00",0
4139,11254,1,0,0
4140,11173,1,0,0
4141,11256,7,"30,00",0
4142,11257,7,"180,00",0
4143,11258,1,"220,00",0
4160,11238,1,0,0
4161,11255,2,"100,00",0
4165,10900,1,0,0
4166,10900,1,0,0
4167,11259,4,0,0
4168,11260,1,0,0
4169,11261,1,0,0
4170,11159,1,0,0
4171,11250,1,0,0
4172,11204,1,0,0
4173,11225,1,0,0
4174,11248,1,0,0
4175,11226,1,0,0
4176,11220,1,0,0
4177,11209,1,0,0
4178,11209,1,0,0
4179,11176,1,0,0
4180,11205,1,0,0
4181,10523,1,0,0
4182,11222,1,0,0
4183,11042,1,0,0
4184,11212,1,0,0
4185,11175,1,0,0
4186,11193,1,0,0
4187,11200,1,0,0
4188,10905,1,0,0
4189,11194,1,0,0
4190,11172,1,0,0
4191,11262,6,"790,00",0
4192,11180,1,0,0
4193,11171,1,0,0
4210,11105,1,0,0
4211,11238,1,0,0
4212,11248,1,0,0
4213,11209,1,0,0
4214,11225,1,0,0
4215,11250,1,0,0
4216,11263,1,0,0
4217,11264,1,0,0
4218,11264,1,0,0
4219,11265,1,"120,00",0
4220,11266,1,0,0
4221,11042,1,0,0
4222,11267,6,"240,00",0
4223,11268,10,"560,00",0
4224,11269,1,0,0
4225,11270,10,"300,00",0
4226,11271,5,"340,00",0
4227,11273,1,0,0
4228,11274,1,"90,00",0
4229,11275,1,"140,00",0
4230,11276,2,"430,00",0
4231,11277,1,0,0
4232,11278,1,0,0
4233,11279,10,"155,00",0
4234,11176,1,0,0
4237,11098,1,0,0
4238,11204,1,0,0
4239,10970,1,0,0
4240,11123,1,0,0
4241,11123,1,0,0
4242,10742,1,0,0
4243,10742,1,0,0
4244,10742,1,0,0
4245,11266,1,0,0
4246,11220,1,0,0
4247,11193,1,0,0
4248,11264,1,0,0
4249,11016,1,0,0
4250,11016,1,0,0
4251,11217,1,0,0
4252,11225,1,0,0
4253,11238,1,0,0
4254,11194,1,0,0
4255,11209,1,0,0
4256,11248,1,0,0
4257,11252,1,0,0
4258,11252,1,0,0
4259,11252,1,0,0
4260,11220,1,0,0
4261,11226,1,0,0
4262,11193,1,0,0
4263,11280,8,"90,00",0
4264,11281,10,"440,00",0
4265,11282,8,"150,00",0
4266,11283,2,0,0
4267,11284,1,0,0
4268,11284,1,0,0
4269,11204,1,0,0
4270,11194,1,0,0
4271,11285,10,"100,00",0
4272,11286,10,"10,00",0
4273,11287,10,"740,00",0
4274,11288,1,0,0
4275,11289,1,0,0
4276,11290,1,0,0
4277,11291,1,0,0
4278,11292,1,"10,00",0
4279,11293,4,"110,00",0
4280,11294,1,0,0
4281,11295,4,"100,00",0
4300,11299,10,"200,00",0
4301,11238,1,0,0
4302,11296,10,"50,00",0
4303,11297,1,0,0
4304,11301,5,"260,00",0
4305,11302,3,"600,00",0
4306,11304,10,"1312,00",0
4307,11225,1,0,0
4308,11306,10,"280,00",0
4309,11307,10,"580,00",0
4310,11308,1,"150,00",0
4311,11309,1,"150,00",0
4312,11310,1,"510,00",0
4326,11204,1,0,0
4327,11111,1,0,0
4328,11111,1,0,0
4329,11111,1,0,0
4330,11284,1,0,0
4340,11226,1,0,0
4341,11248,1,0,0
4342,11209,1,0,0
4343,11214,1,0,0
4344,11214,1,0,0
4345,11176,1,0,0
4346,11176,1,0,0
4347,11294,1,0,0
4348,11300,1,"370,00",0
4349,11305,10,"2600,00",0
4350,11303,1,0,0
4351,11290,1,0,0
4352,11311,1,0,0
4353,11313,1,"50,00",0
4354,11314,1,"50,00",0
4355,11315,1,0,0
4367,11316,5,"40,00",0
4371,11193,1,0,0
4372,11194,1,0,0
4373,11042,1,0,0
4374,10613,1,0,0
4375,11298,1,0,0
4376,11266,1,0,0
4377,11266,1,0,0
4378,11208,1,0,0
4379,11208,1,0,0
4380,11317,1,"50,00",0
4381,11318,1,0,0
4382,11294,1,0,0
4383,11290,1,0,0
4384,11319,1,0,0
4385,11320,1,"50,00",0
4386,11321,1,"20,00",0
4387,11322,1,"170,00",0
4388,11323,1,"470,00",0
4389,11324,6,"150,00",0
4390,11325,5,0,0
4399,11326,1,0,0
4400,11291,1,0,0
4402,11217,1,0,0
4403,11284,1,0,0
4404,11303,1,0,0
4405,11289,1,0,0
4406,11327,1,"620,00",0
4407,11328,5,"75,00",0
4408,11329,5,"210,00",0
4409,11330,10,"120,00",0
4410,11312,1,0,0
4411,11331,2,0,0
4412,10907,1,0,0
4413,10907,1,0,0
4414,11334,1,0,0
4415,11335,3,"150,00",0
4416,11337,4,0,0
4417,10970,1,0,0
4418,11332,1,"210,00",0
4419,11339,5,"50,00",0
4420,11336,1,0,0
4421,11038,1,0,0
4434,11194,1,0,0
4439,11235,1,0,0
4440,11053,1,0,0
4441,11217,1,0,0
4442,11333,1,0,0
4443,11341,1,"280,00",0
4444,11342,3,"10,00",0
4445,11343,5,"172,00",0
4446,11344,1,0,0
4447,11345,1,"290,01",0
4448,11297,1,0,0
4449,11297,1,0,0
4450,11319,1,0,0
4451,11250,1,0,0
4452,11312,1,0,0
4453,11333,1,0,0
4462,11289,1,0,0
4463,11298,1,0,0
4464,11294,1,0,0
4465,11340,1,0,0
4466,11347,1,0,0
4467,11348,6,"212,00",0
4471,11349,6,"90,00",0
4472,11350,1,0,0
4473,11352,1,"160,00",0
4474,11353,10,"130,00",0
4489,11217,1,0,0
4490,11297,1,0,0
4491,11346,1,0,0
4493,11263,1,0,0
4494,11354,1,0,0
4495,11208,1,0,0
4496,11208,1,0,0
4497,11338,1,0,0
4498,11122,1,0,0
4499,11122,1,0,0
4500,11122,1,0,0
4501,11122,1,0,0
4502,11122,1,0,0
4503,11312,1,0,0
4504,11239,1,0,0
4505,11239,1,0,0
4506,11290,1,0,0
4507,11319,1,0,0
4508,11351,1,0,0
4510,11294,1,0,0
4511,11333,1,0,0
4512,11340,1,0,0
4513,11350,1,0,0
4514,11355,10,0,0
4516,11356,1,0,0
4517,11357,1,0,0
4518,11358,6,"750,00",0
4519,11272,1,0,0
4520,11272,1,0,0
4521,11298,1,0,0
4522,11354,1,0,0
4523,11359,8,"630,00",0
4524,11360,8,"220,00",0
4525,11361,6,"10,00",0
4526,11362,1,"100,00",0
4527,11363,4,"130,00",0
4528,11364,1,"230,00",0
4529,11366,6,"240,00",0
4530,11367,1,"70,00",0
4531,11368,2,"220,00",0
4532,11369,6,"270,00",0
4533,11370,6,"120,00",0
4534,11371,5,"120,00",0
4535,11372,10,"140,00",0
4550,11217,1,0,0
4551,11357,1,0,0
4552,11319,1,0,0
4553,11312,1,0,0
4554,11373,1,0,0
4555,11374,1,"590,00",0
4556,11375,5,"380,00",0
4557,11376,5,"580,00",0
4558,11354,1,0,0
4559,11346,1,0,0
4560,11377,1,0,0
4561,11378,1,0,0
4562,11379,1,"630,00",0
4563,11380,8,"130,00",0
4571,11269,1,0,0
4572,11338,1,0,0
4574,11381,3,0,0
4575,11382,3,0,0
4576,11383,1,0,0
4577,11333,1,0,0
4578,11365,1,0,0
4579,11340,1,0,0
4580,11264,1,0,0
4581,11208,1,0,0
4582,11384,1,0,0
4583,11385,1,"420,00",0
4591,11298,1,0,0
4592,11388,1,0,0
4593,11389,5,"70,00",0
4594,11390,6,"80,00",0
4595,11391,6,"246,00",0
4602,11392,1,0,0
4603,11393,1,"330,00",0
4604,11394,1,"70,00",0
4605,11395,1,0,0
4606,11386,1,0,0
4609,11214,1,0,0
4610,11396,6,"190,00",0
4611,11346,1,0,0
4612,11252,1,0,0
4613,11252,1,0,0
4614,11269,1,0,0
4615,11386,1,0,0
4616,11386,1,0,0
4617,11386,1,0,0
4618,11386,1,0,0
4619,11386,1,0,0
4620,11386,1,0,0
4621,11386,1,0,0
4622,11386,1,0,0
4623,11386,1,0,0
4624,11386,1,0,0
4625,11319,1,0,0
4626,11340,1,0,0
4627,11398,4,"716,00",0
4628,11365,1,0,0
4629,11357,1,0,0
4630,11384,1,0,0
4631,11350,1,0,0
4632,11373,1,0,0
4633,11399,1,0,0
4634,11402,1,0,0
4635,11401,1,0,0
4636,11354,1,0,0
4637,11354,1,0,0
4638,11404,1,"90,00",0
4639,11406,1,0,0
4640,11408,1,"400,00",0
4641,11410,1,0,0
4659,11411,1,0,0
4662,11333,1,0,0
4663,11338,1,0,0
4664,11401,1,0,0
4665,11289,1,0,0
4666,11400,1,0,0
4667,11346,1,0,0
4668,11340,1,0,0
4669,11402,1,0,0
4670,11399,1,0,0
4671,11403,1,0,0
4672,11333,1,0,0
4673,11415,3,"230,00",0
4674,11413,1,"260,00",0
4675,11416,1,0,0
4676,11365,1,0,0
4677,11357,1,0,0
4678,11417,1,"40,00",0
4679,11418,3,"60,00",0
4680,11419,1,"100,00",0
4696,11405,1,0,0
4697,11409,1,0,0
4698,11400,1,0,0
4699,11414,1,0,0
4700,11298,1,0,0
4701,11420,5,"360,00",0
4702,11421,2,"250,00",0
