recFinanceiro,recAtendimento,recParcelas,recDesconto,recJuros
1512,10446,1,0,0
1513,10462,1,0,0
1514,10456,1,0,0
1515,10445,1,0,0
1516,10464,1,0,0
1517,10414,1,0,0
1518,10461,1,0,0
1519,10449,1,0,0
1520,10450,1,0,0
1521,10496,1,0,0
1522,10444,1,0,0
1523,10487,1,0,0
1524,10369,1,0,0
1525,10410,1,0,0
1526,10344,1,0,0
1527,10436,1,0,0
1528,10382,1,0,0
1529,10502,8,"660,00",0
1530,10503,6,"190,00",0
1531,10504,1,0,0
1532,10505,1,"440,00",0
1533,10506,1,0,0
1534,10507,4,"210,00",0
1535,10511,1,0,0
1542,10459,1,0,0
1543,10466,1,0,0
1544,10442,1,0,0
1545,10491,1,0,0
1546,10501,1,0,0
1547,10431,1,0,0
1548,10478,1,0,0
1549,10474,1,0,0
1550,10291,1,0,0
1551,10291,1,0,0
1552,10420,1,0,"3,00"
1555,10249,1,0,0
1556,10434,1,0,0
1557,10434,1,0,0
1558,10434,1,0,0
1559,10508,6,"20,00",0
1560,10509,4,"110,00",0
1561,10510,5,"420,00",0
1562,10372,1,0,0
1563,10513,6,"540,00",0
1564,10514,1,"50,00",0
1565,10454,1,0,0
1572,10273,1,0,0
1573,10273,1,0,0
1574,10273,1,0,0
1575,10273,1,0,0
1579,10060,1,0,0
1580,10060,1,0,0
1581,10060,1,0,0
1582,10060,1,0,0
1585,10482,1,0,0
1586,10422,1,0,0
1587,10486,1,0,0
1588,10423,1,0,0
1589,10493,1,0,0
1590,10382,1,0,0
1591,10517,1,0,0
1592,10521,5,"330,00",0
1594,10299,1,0,0
1595,10523,1,0,0
1596,10524,1,0,0
1597,10525,1,0,0
1598,10526,5,0,0
1599,10527,1,0,0
1600,10528,1,"0,01",0
1601,10529,5,"160,00",0
1602,10532,4,"200,00",0
1603,10533,1,"160,00",0
1604,10536,1,"70,00",0
1605,10538,3,"190,00",0
1606,10539,6,"380,00",0
1607,10540,1,0,0
1608,10541,1,0,0
1609,10389,1,0,0
1618,10515,1,0,0
1619,10358,1,0,0
1620,10408,1,0,0
1621,10443,1,0,0
1622,10487,1,0,0
1623,10497,1,0,0
1624,10445,1,0,0
1625,10434,1,0,0
1626,10462,1,0,0
1627,10449,1,0,0
1628,10531,1,0,0
1629,10525,1,0,0
1630,10525,1,0,0
1631,10464,1,0,0
1632,10543,4,"190,00",0
1633,10544,6,"380,00",0
1634,10545,6,"290,00",0
1642,10546,1,0,0
1643,10542,1,0,0
1649,10553,1,"260,00",0
1650,10554,5,"142,00",0
1651,10548,3,"190,00",0
1652,10552,1,"360,00",0
1653,10556,6,"330,00",0
1657,10504,1,0,0
1658,10504,1,0,0
1659,10486,1,0,0
1660,10446,1,0,0
1661,10221,1,0,0
1662,10511,1,0,0
1663,10501,1,0,0
1664,10434,1,0,0
1665,10431,1,0,0
1666,10377,1,0,0
1667,10345,1,0,0
1668,10436,1,0,0
1669,10496,1,0,0
1670,10454,1,0,0
1671,10452,1,0,0
1672,10453,1,0,0
1673,10461,1,0,0
1676,10557,1,"150,00",0
1677,10558,1,"40,00",0
1678,10560,3,"260,00",0
1679,10561,1,0,0
1680,10562,1,"459,99",0
1681,10563,5,"210,00",0
1682,10565,6,"32,00",0
1683,10549,1,0,0
1690,10567,1,0,0
1692,10443,1,0,0
1693,10564,1,0,0
1694,10525,1,0,0
1695,10525,1,0,0
1696,10450,1,0,0
1697,10493,1,0,0
1698,10422,1,0,0
1699,10497,1,0,0
1700,10445,1,0,0
1701,10463,1,0,0
1702,10487,1,0,0
1707,10436,1,0,0
1708,10353,1,0,0
1709,10546,1,0,0
1710,10456,1,0,0
1711,10449,1,0,0
1713,10462,1,0,0
1714,10459,1,0,0
1715,10459,1,0,0
1716,10542,1,0,0
1717,10482,1,0,0
1718,10515,1,0,0
1719,10524,1,0,0
1720,10524,1,0,0
1721,10547,1,0,0
1722,10129,1,0,0
1723,10474,1,0,0
1724,10474,1,0,0
1725,10568,1,0,0
1726,10569,1,"60,00",0
1727,10530,1,0,0
1728,10530,1,0,0
1734,10535,1,0,0
1735,10535,1,0,0
1738,10537,1,0,0
1739,10537,1,0,0
1740,10537,1,0,0
1741,10531,1,0,0
1742,10482,1,0,0
1743,10476,1,0,0
1744,10476,1,0,0
1745,10051,1,0,0
1749,10454,1,0,0
1750,10567,1,0,0
1751,10567,1,0,0
1752,10567,1,0,0
1753,10501,1,0,0
1754,10511,1,0,0
1755,10568,1,0,0
1756,10559,1,0,0
1757,10464,1,0,0
1758,10483,1,0,0
1760,10573,4,"90,00",0
1761,10574,1,"130,00",0
1764,10575,5,"10,00",0
1765,10576,1,0,0
1766,10577,1,0,0
1767,10578,1,"130,00",0
1768,10580,5,0,0
1769,10581,1,0,0
1770,10582,6,"150,00",0
1775,10584,1,"380,00",0
1779,10585,8,"240,00",0
1780,10586,5,"30,00",0
1786,10486,1,0,0
1787,10566,1,0,0
1788,10523,1,0,0
1789,10408,1,0,0
1790,10493,1,0,0
1791,10434,1,0,0
1792,10522,1,0,0
1793,10587,1,0,0
1794,10497,1,0,0
1795,10445,1,0,0
1802,10144,1,0,0
1803,10589,1,"310,00",0
1804,10590,1,"440,00",0
1805,10593,1,0,0
1806,10583,1,0,0
1807,10588,1,0,0
1808,10592,1,0,0
1809,10595,1,0,0
1810,10596,1,"100,00",0
1811,10597,1,"839,99",0
1812,10598,6,"260,00",0
1813,10516,1,0,0
1814,10516,1,0,0
1815,10478,1,0,0
1816,10430,1,0,0
1817,10496,1,0,0
1818,10570,1,0,0
1819,10525,1,0,0
1820,10515,1,0,0
1821,10559,1,0,0
1822,10546,1,0,0
1823,10524,1,0,0
1824,10353,1,0,0
1825,10456,1,0,0
1826,10430,1,0,0
1827,10449,1,0,0
1828,10452,1,0,0
1829,10504,1,0,0
1830,10281,1,0,0
1831,10542,1,0,0
1832,10572,1,0,0
1839,10566,1,0,0
1840,10486,1,0,0
1841,10564,1,0,0
1842,10531,1,0,0
1843,10568,1,0,0
1844,10423,1,0,0
1846,10601,4,"10,00",0
1850,10600,1,0,0
1851,10408,1,0,0
1852,10511,1,0,0
1853,10482,1,0,0
1854,10462,1,0,0
1855,10026,1,0,0
1856,10026,1,0,0
1857,10026,1,0,0
1858,10570,1,0,0
1859,10463,1,0,0
1860,10577,1,0,0
1861,10491,1,0,0
1862,10491,1,0,0
1863,10491,1,0,0
1864,10491,1,0,0
1865,10549,1,0,0
1866,10450,1,0,0
1874,10353,1,0,0
1875,10572,1,0,0
1876,10493,1,0,0
1877,10376,1,0,0
1878,10375,1,0,0
1879,10546,1,0,0
1880,10559,1,0,0
1881,10602,3,"240,00",0
1884,10534,3,"0,01",0
1890,10358,1,0,0
1891,10594,1,0,0
1892,10163,1,0,0
1893,10515,1,0,0
1894,10581,1,0,0
1895,10591,1,0,0
1896,10462,1,0,0
1897,10497,1,0,0
1898,10588,1,0,0
1899,10504,1,0,0
1900,10446,1,0,0
1901,10531,1,0,0
1902,10568,1,0,0
1903,10599,1,0,0
1904,10482,1,0,0
1905,10441,1,0,0
1906,10441,1,0,0
1907,10441,1,0,0
1908,10249,1,0,0
1909,10439,1,0,0
1910,10542,1,0,0
1911,10566,1,0,0
1912,10522,1,0,0
1922,10603,1,0,0
1923,10603,1,0,0
1925,10604,1,0,0
1926,10605,5,"450,00",0
1927,10607,2,0,0
1928,10609,1,"70,00",0
1929,10610,1,"30,00",0
1934,10423,1,0,0
1935,10587,1,0,0
1936,10535,1,0,0
1937,10387,1,0,0
1938,10387,1,0,0
1939,10583,1,0,0
1941,10491,1,0,0
1942,10511,1,0,0
1944,10559,1,0,0
1945,10571,1,0,0
1946,10466,1,0,0
1948,10594,1,0,0
1949,10462,1,0,0
1950,10615,1,"430,00",0
1951,10618,3,"200,00",0
1952,10501,1,0,0
1956,10616,1,0,0
1957,10591,1,0,0
1958,10456,1,0,0
1959,10581,1,0,0
1960,10588,1,0,0
1961,10603,1,0,0
1962,10608,1,"260,00",0
1963,10478,1,0,0
1964,10478,1,0,0
1965,10595,1,0,0
1966,10579,1,0,0
1967,10619,1,"230,00",0
1968,10622,1,"210,00",0
1969,10623,8,"50,00",0
1970,10625,1,0,0
1974,10165,1,0,0
1975,10572,1,0,0
1976,10493,1,0,0
1977,10375,1,0,0
1978,10375,1,0,0
1979,10375,1,0,0
1980,10626,1,0,0
1981,10118,1,0,0
1982,10118,1,0,0
1986,10627,5,"360,00",0
1987,10628,1,"280,00",0
1988,10629,1,0,0
1989,10599,1,0,0
1990,10624,1,0,0
1991,10542,1,0,0
1994,10555,1,0,0
1995,10600,1,0,0
1997,10504,1,0,0
1998,10530,1,0,0
1999,10568,1,0,0
2000,10531,1,0,0
2001,10566,1,0,0
2002,10497,1,0,0
2003,10423,1,0,0
2004,10631,1,"470,00",0
2005,10633,3,"100,00",0
2006,10621,1,"60,00",0
2007,10632,1,0,0
2008,10606,1,0,0
2009,10570,1,0,0
2020,10634,1,0,0
2025,10629,1,0,0
2026,10616,1,0,0
2027,10214,1,0,0
2028,10625,1,0,0
2029,10511,1,0,0
2030,10412,1,0,0
2031,10559,1,0,0
2032,10452,1,0,0
2033,10463,1,0,0
2034,10591,1,0,0
2037,10636,1,"290,00",0
2042,10599,1,0,0
2043,10572,1,0,0
2044,10581,1,0,0
2045,10516,1,0,0
2046,10577,1,0,0
2047,10577,1,0,0
2048,10626,1,0,0
2049,10604,1,0,0
2050,10535,1,0,0
2051,10595,1,0,0
2052,10624,1,0,0
2053,10592,1,0,0
2054,10592,1,0,0
2055,10504,1,0,0
2059,10637,6,"160,00",0
2060,10638,1,"430,00",0
2061,10639,5,"170,00",0
2062,10641,1,0,0
2063,10642,1,"260,00",0
2064,10643,1,"440,00",0
2065,10644,6,"160,00",0
2067,10647,1,"280,00",0
2068,10648,1,"460,00",0
2070,10650,1,"50,00",0
2076,10655,1,0,0
2083,10614,1,0,0
2084,10614,1,0,0
2085,10450,1,0,0
2086,10450,1,0,0
2087,10652,1,"140,00",0
2088,10653,3,0,0
2090,10657,1,0,0
2091,10658,1,"80,00",0
2092,10635,1,0,0
2093,10667,1,0,0
2096,10659,1,0,0
2097,10660,1,0,0
2101,10606,1,0,0
2102,10566,1,0,0
2103,10634,1,0,0
2104,10568,1,0,0
2105,10531,1,0,0
2106,10612,1,0,0
2107,10504,1,0,0
2108,10646,1,0,0
2109,10588,1,0,0
2110,10588,1,0,0
2111,10626,1,0,0
2112,10616,1,0,0
2113,10649,1,0,0
2114,10595,1,0,0
2115,10606,1,0,0
2116,10629,1,0,0
2117,10673,6,"100,00",0
2120,10661,4,"250,00",0
2121,10663,4,"50,00",0
2122,10664,3,"100,00",0
2123,10665,6,"60,00",0
2124,10666,2,"250,00",0
2125,10668,1,0,0
2126,10669,1,"200,01",0
2127,10674,1,0,0
2128,10677,1,"140,00",0
2129,10680,6,"270,00",0
2130,10682,6,0,0
2144,10599,1,0,0
2154,10423,1,0,0
2155,10616,1,0,0
2156,10616,1,0,0
2157,10629,1,0,0
2158,10645,1,0,0
2159,10662,1,0,0
2160,10662,1,0,0
2161,10469,1,0,0
2162,10625,1,0,0
2163,10625,1,0,0
2164,10570,1,0,0
2165,10570,1,0,0
2166,10626,1,0,0
2167,10634,1,0,0
2168,10667,1,0,0
2169,10614,1,0,0
2170,10572,1,0,0
2171,10572,1,0,0
2172,10672,1,0,0
2173,10646,1,0,0
2174,10649,1,0,0
2175,10040,1,0,0
2176,10040,1,0,0
2177,10571,1,0,0
2178,10441,1,0,0
2179,10579,1,0,0
2180,10660,1,0,0
2181,10659,1,0,0
2182,10595,1,0,0
2183,10624,1,0,0
2184,10641,1,0,0
2185,10519,1,0,0
2186,10519,1,0,0
2187,10519,1,0,0
2188,10519,1,0,0
2189,10606,1,0,0
2190,10640,1,0,0
2191,10581,1,0,0
2192,10581,1,0,0
2193,10042,1,0,"14,00"
2194,10042,1,0,"14,00"
2195,10604,1,0,0
2196,10594,1,0,0
2197,10594,1,0,0
2198,10678,1,"150,01",0
2199,10676,1,"200,00",0
2200,10681,1,"0,01",0
2201,10679,1,0,0
2202,10587,1,0,0
2203,10441,1,0,0
2204,10439,1,0,0
2205,10439,1,0,0
2206,10599,1,0,0
2209,10683,5,0,0
2210,10685,5,"310,00",0
2216,10635,1,0,0
2217,10635,1,0,0
2218,10686,6,"50,00",0
2219,10679,1,0,0
2220,10679,1,0,0
2221,10679,1,0,0
2222,10679,1,0,0
2223,10679,1,0,0
2224,10687,1,0,0
2225,10688,1,0,0
2226,10689,1,0,0
2227,10690,5,"200,00",0
2228,10692,1,"250,00",0
2230,10634,1,0,0
2231,10612,1,0,0
2232,10612,1,0,0
2233,10614,1,0,0
2236,10693,6,"0,01",0
2237,10695,1,"270,00",0
2238,10696,2,"210,00",0
2240,10700,1,0,0
2245,10684,2,0,0
2246,10701,1,0,0
2247,10702,1,0,0
2248,10703,5,"220,00",0
2249,10704,6,"70,00",0
2250,10705,1,0,0
2251,10707,1,0,0
2252,10446,1,0,0
2253,10710,1,0,0
2257,10595,1,0,0
2258,10646,1,0,0
2259,10641,1,0,0
2260,10660,1,0,0
2261,10655,1,0,0
2262,10655,1,0,0
2263,10624,1,0,0
2264,10163,1,0,0
2265,10606,1,0,0
2266,10629,1,0,0
2267,10659,1,0,0
2268,10659,1,0,0
2269,10626,1,0,0
2270,10640,1,0,0
2271,10640,1,0,0
2273,10649,1,0,0
2274,10691,1,0,0
2280,10670,1,0,0
2281,10645,1,0,0
2282,10713,1,"30,00",0
2283,10714,1,"510,00",0
2286,10660,1,0,0
2289,10634,1,0,0
2290,10706,1,0,0
2291,10698,1,0,0
2292,10613,1,0,0
2293,10697,1,0,0
2295,10412,1,0,0
2296,10659,1,0,0
2297,10718,4,"290,00",0
2298,10719,3,0,0
2300,10721,1,0,0
2301,10722,6,"250,00",0
2305,10599,1,0,0
2306,10716,1,"779,99",0
2307,10709,1,0,0
2308,10708,1,0,0
2309,10711,1,0,0
2310,10712,1,0,0
2311,10654,1,0,0
2312,10715,1,0,0
2317,10626,1,0,0
2318,10723,1,0,0
2319,10724,1,"210,00",0
2320,10725,5,"200,00",0
2321,10726,6,"170,00",0
2322,10727,1,0,0
2324,10691,1,0,0
2325,10463,1,0,0
2326,10662,1,0,0
2327,10624,1,0,0
2328,10629,1,0,0
2329,10712,1,0,0
2330,10646,1,0,0
2331,10604,1,0,0
2332,10617,1,0,"10,00"
2333,10617,1,0,"10,00"
2334,10617,1,0,"5,00"
2335,10412,1,0,0
2336,10412,1,0,0
2337,10641,1,0,0
2338,10655,1,0,0
2339,10571,1,0,0
2340,10579,1,0,0
2341,10675,1,0,0
2342,10612,1,0,0
2343,10612,1,0,0
2344,10707,1,0,0
2345,10667,1,0,0
2352,10592,1,0,0
2353,10592,1,0,0
2355,10728,4,"220,00",0
2356,10729,2,0,0
2357,10730,1,"450,00",0
2358,10731,1,"125,00",0
2359,10733,6,"220,00",0
2361,10734,1,0,0
2363,10735,1,0,0
2364,10660,1,0,0
2365,10734,1,0,0
2366,10668,1,0,0
2367,10668,1,0,0
2368,10705,1,0,0
2369,10705,1,0,0
2370,10706,1,0,0
2371,10649,1,0,0
2372,10645,1,0,0
2373,10670,1,0,0
2374,10697,1,0,0
2375,10671,1,0,0
2376,10671,1,0,0
2377,10671,1,0,0
2378,10614,1,0,0
2379,10613,1,0,0
2380,10655,1,0,0
2381,10675,1,0,0
2382,10616,1,0,0
2383,10614,1,0,0
2384,10654,1,0,0
2388,10736,6,"205,00",0
2389,10738,1,0,0
2390,10739,1,0,0
2391,10659,1,0,0
2392,10412,1,0,0
2393,10412,1,0,0
2394,10498,1,0,0
2402,10744,1,"280,00",0
2403,10745,1,0,0
2405,10667,1,0,0
2406,10707,1,0,0
2407,10715,1,0,0
2408,10711,1,0,0
2409,10646,1,0,0
2410,10478,1,0,0
2411,10516,1,0,0
2412,10516,1,0,0
2413,10516,1,0,0
2414,10670,1,0,0
2415,10634,1,0,0
2416,10705,1,0,0
2418,10737,1,0,0
2419,10712,1,0,0
2420,10709,1,0,0
2421,10732,1,0,0
2422,10697,1,0,0
2432,10740,1,0,0
2433,10523,1,0,0
2434,10523,1,0,0
2435,10649,1,0,0
2436,10706,1,0,0
2437,10579,1,0,0
2438,10571,1,0,0
2439,10645,1,0,0
2440,10691,1,0,0
2441,10641,1,0,0
2442,10746,3,"200,00",0
2443,10747,1,"100,00",0
2444,10748,6,"135,00",0
2445,10749,1,0,0
2446,10750,3,0,0
2447,10751,5,"10,00",0
2448,10752,6,"260,00",0
2449,10754,10,"170,00",0
2450,10755,5,"190,00",0
2451,10758,2,"430,00",0
2452,10759,1,"213,00",0
2453,10760,1,0,0
2454,10698,1,0,0
2455,10698,1,0,0
2456,10688,1,0,0
2457,10675,1,0,0
2458,10743,1,0,0
2459,10741,1,0,0
2460,10734,1,0,0
2464,10756,5,"130,00",0
2465,10717,1,0,0
2466,10717,1,0,0
2467,10735,1,0,0
2468,10613,1,0,0
2469,10711,1,0,0
2474,10761,1,0,0
2482,10762,1,"100,00",0
2486,10763,4,"170,00",0
2487,10766,1,"1233,99",0
2488,10767,3,0,0
2489,10165,1,0,0
2490,10165,1,0,0
2491,10708,1,0,0
2492,10640,1,0,0
2493,10143,1,0,0
2494,10143,1,0,0
2495,10143,1,0,0
2496,10591,1,0,0
2497,10591,1,0,0
2498,10715,1,0,0
2499,10698,1,0,0
2500,10711,1,0,0
2501,10645,1,0,0
2502,10753,1,0,0
2503,10727,1,0,0
2504,10727,1,0,0
2505,10709,1,0,0
2506,10691,1,0,0
2507,10757,1,0,0
2508,10670,1,0,0
2509,10742,1,0,0
2510,10737,1,0,0
2511,10737,1,0,0
2512,10649,1,0,0
2513,10439,1,0,0
2514,10739,1,0,0
2515,10745,1,0,0
2516,10738,1,0,0
2517,10646,1,0,0
2518,10660,1,0,0
2519,10707,1,0,0
2520,10498,1,0,0
2530,10439,1,0,0
2531,10768,1,0,0
2532,10764,4,"0,01",0
2533,10780,1,0,0
2534,10741,1,0,0
2535,10697,1,0,0
2536,10732,1,0,0
2537,10742,1,0,0
2538,10717,1,0,0
2539,10771,1,0,0
2540,10771,1,0,0
2541,10745,1,0,0
2542,10715,1,0,0
2543,10706,1,0,0
2544,10723,1,0,0
2545,10723,1,0,0
2546,10694,1,0,0
2547,10765,1,0,0
2548,10769,1,0,0
2549,10743,1,0,0
2550,10776,8,"102,00",0
2551,10757,1,0,0
2552,10571,1,0,0
2553,10579,1,0,0
2554,10675,1,0,0
2555,10735,1,0,0
2556,10770,1,0,0
2569,10772,6,"150,00",0
2570,10773,1,0,0
2571,10775,1,"100,00",0
2572,10777,6,"80,00",0
2573,10779,1,"0,00",0
2574,10781,1,"200,00",0
2577,10738,1,0,0
2578,10738,1,0,0
2579,10670,1,0,0
2585,10786,1,0,0
2590,10778,1,"1582,00",0
2591,10785,1,"607,00",0
2592,10787,1,"180,00",0
2593,10782,3,0,0
2594,10788,4,"90,00",0
2595,10672,1,0,0
2596,10672,1,0,0
2597,10672,1,0,0
2598,10672,1,0,0
2599,10702,1,0,0
2600,10613,1,0,0
2601,10789,3,0,0
2602,10790,1,"160,00",0
2603,10044,1,0,0
2604,10044,1,0,0
2605,10791,1,0,0
2607,10745,1,0,0
2608,10706,1,0,0
2609,10783,1,0,0
2610,10118,1,0,0
2611,10691,1,0,0
2612,10770,1,0,0
2613,10741,1,0,0
2614,10735,1,0,0
2615,10694,1,0,0
2616,10698,1,0,0
2617,10711,1,0,0
2618,10780,1,0,0
2619,10765,1,0,0
2620,10611,1,0,0
2621,10498,1,0,0
2622,10498,1,0,0
2623,10323,1,0,0
2624,10717,1,0,0
2625,10771,1,0,0
2636,10794,1,0,0
2637,10795,5,"110,00",0
2638,10792,1,0,0
2639,10796,1,0,0
2640,10797,4,0,0
2641,10798,5,"210,00",0
2643,10796,1,0,0
2644,10757,1,0,0
2645,10793,1,0,0
2646,10799,1,"100,00",0
2647,10800,2,"140,00",0
2648,10801,1,"100,00",0
2649,10802,6,"10,00",0
2650,10803,6,"74,00",0
2651,10804,1,0,0
2652,10806,1,0,0
2653,10807,1,"111,00",0
2654,10808,3,0,0
2656,10739,1,0,0
2657,10784,1,0,0
2658,10604,1,0,0
2659,10604,1,0,0
2660,10604,1,0,0
2661,10809,10,"200,00",0
2662,10805,1,0,0
2663,10670,1,0,0
2664,10671,1,0,0
2665,10745,1,0,0
2667,10737,1,0,0
2671,10792,1,0,0
2672,10792,1,0,0
2673,10814,3,0,0
2674,10624,1,0,0
2678,10706,1,0,0
2679,10706,1,0,0
2680,10706,1,0,0
2681,10740,1,0,0
2682,10740,1,0,0
2683,10740,1,0,0
2684,10668,1,0,0
2685,10668,1,0,0
2686,10783,1,0,0
2687,10709,1,0,0
2688,10770,1,0,0
2689,10810,1,0,0
2690,10812,1,0,0
2691,10817,6,"280,00",0
2692,10815,1,0,0
2693,10819,2,"50,00",0
2694,10820,1,0,0
2695,10821,1,"80,00",0
2696,10822,1,"649,99",0
2697,10823,6,"94,00",0
2698,10824,2,"20,00",0
2699,10825,1,"140,00",0
2700,10827,1,0,0
2701,10723,1,0,0
2702,10786,1,0,0
2707,10813,1,0,0
2708,10813,1,0,0
2709,10813,1,0,0
2711,10742,1,0,0
2712,10613,1,0,0
2713,10796,1,0,0
2715,10818,1,0,0
2722,10780,1,0,0
2723,10765,1,0,0
2724,10694,1,0,0
2725,10715,1,0,0
2726,10611,1,0,0
2727,10611,1,0,0
2728,10771,1,0,0
2729,10784,1,0,0
2730,10816,1,0,0
2731,10820,1,0,0
2739,10466,1,0,0
2740,10466,1,0,0
2742,10836,1,0,0
2743,10828,1,0,0
2744,10830,6,"90,00",0
2745,10831,1,"519,99",0
2746,10832,1,0,0
2747,10834,1,"100,00",0
2748,10835,3,"100,00",0
2752,10838,1,"100,00",0
2753,10840,1,"360,00",0
2754,10841,1,"320,00",0
2755,10843,6,"270,00",0
2756,10844,1,"150,00",0
2759,10740,1,0,0
2760,10482,1,0,0
2761,10769,1,0,0
2762,10770,1,0,0
2763,10723,1,0,0
2764,10786,1,0,0
2765,10723,1,0,0
2766,10815,1,0,0
2767,10738,1,0,0
2768,10806,1,0,0
2769,10826,1,0,0
2770,10792,1,0,0
2771,10688,1,0,0
2772,10688,1,0,0
2773,10688,1,0,0
2774,10811,1,0,0
2775,10742,1,0,0
2776,10793,1,0,0
2777,10735,1,0,0
2778,10804,1,0,0
2779,10757,1,0,0
2780,10769,1,0,0
2781,10769,1,0,0
2786,10845,1,0,0
2787,10846,1,"230,00",0
2788,10847,5,"160,00",0
2789,10848,1,"10,00",0
2790,10849,10,"90,00",0
2794,10850,1,"70,00",0
2795,10851,1,0,0
2796,10051,1,0,0
2797,10579,1,0,0
2798,10792,1,0,0
2799,10842,1,0,0
2800,10837,1,0,0
2801,10757,1,0,0
2802,10804,1,0,0
2803,10793,1,0,0
2804,10832,1,0,0
2805,10836,1,0,0
2806,10820,1,0,0
2807,10839,1,0,0
2808,10715,1,0,0
2809,10694,1,0,0
2810,10611,1,0,0
2811,10771,1,0,0
2812,10765,1,0,0
2813,10796,1,0,0
2814,10727,1,0,0
2815,10727,1,0,0
2816,10727,1,0,0
2817,10668,1,0,0
2818,10668,1,0,0
2825,10709,1,0,0
2826,10697,1,0,0
2827,10732,1,0,0
2828,10737,1,0,0
2829,10780,1,0,0
2830,10811,1,0,0
2831,10805,1,0,0
2832,10641,1,0,0
2833,10518,1,0,0
2834,10518,1,0,0
2835,10518,1,0,0
2836,10518,1,0,0
2837,10518,1,0,0
2838,10620,1,0,0
2839,10620,1,0,0
2840,10537,1,0,0
2841,10620,1,0,0
2842,10537,1,0,0
2843,10735,1,0,0
2846,10853,3,"510,00",0
2847,10855,6,"180,00",0
2848,10856,1,0,0
2849,10859,4,"120,00",0
2850,10861,6,"115,00",0
2852,10694,1,0,0
2853,10780,1,0,0
2854,10812,1,0,0
2855,10812,1,0,0
2856,10771,1,0,0
2857,10833,1,0,0
2858,10611,1,0,0
2859,10611,1,0,0
2860,10769,1,0,0
2861,10815,1,0,0
2862,10826,1,0,0
2863,10866,1,"420,00",0
2864,10860,1,0,0
2865,10857,1,0,0
2866,10858,1,0,0
2867,10851,1,0,0
2868,10852,1,0,0
2881,10867,6,"32,00",0
2882,10868,1,"100,00",0
2883,10870,3,"25,00",0
2887,10833,1,0,0
2888,10833,1,0,0
2889,10833,1,0,0
2890,10833,1,0,0
2891,10869,1,0,0
2894,10839,1,0,0
2895,10862,1,0,0
2896,10732,1,0,0
2897,10732,1,0,0
2898,10796,1,0,0
2899,10805,1,0,0
2900,10811,1,0,0
2901,10793,1,0,0
2902,10858,1,0,0
2903,10816,1,0,0
2904,10837,1,0,0
2905,10765,1,0,0
2906,10732,1,0,0
2907,10697,1,0,0
2908,10796,1,0,0
2909,10845,1,0,0
2910,10836,1,0,0
2911,10820,1,0,0
2912,10832,1,0,0
2913,10757,1,0,0
2914,10804,1,0,0
2915,10792,1,0,0
2916,10717,1,0,0
2917,10811,1,0,0
2918,10852,1,0,0
2919,10815,1,0,0
2920,10860,1,0,0
2921,10845,1,0,0
2922,10869,1,0,0
2923,10865,1,0,0
2924,10826,1,0,0
2930,10836,1,0,0
2931,10832,1,0,0
2932,10793,1,0,0
2933,10784,1,0,0
2934,10784,1,0,0
2935,10784,1,0,0
2936,10804,1,0,0
2937,10820,1,0,0
2938,10871,6,"170,00",0
2939,10872,4,"150,00",0
2940,10876,4,"60,00",0
2944,10878,6,"85,00",0
2945,10879,6,"140,00",0
2946,10881,6,"54,00",0
2947,10882,1,"200,00",0
2948,10883,1,"160,00",0
2949,10877,1,0,0
2950,10885,1,"10,00",0
2952,10887,3,0,0
2953,10888,1,0,0
2954,10889,1,"140,00",0
2955,10890,4,"50,00",0
2956,10891,1,"220,00",0
2957,10893,1,"40,00",0
2958,10897,1,"90,00",0
2961,10898,1,"220,00",0
2962,10466,1,0,0
2963,10902,6,"150,00",0
2964,10903,6,"270,00",0
2967,10810,1,0,0
2968,10880,1,0,0
2969,10742,1,0,0
2970,10742,1,0,0
2971,10742,1,0,0
2972,10842,1,0,0
2974,10904,1,"120,00",0
2975,10906,1,"10,00",0
2976,10901,1,0,0
2977,10845,1,0,0
2978,10860,1,0,0
2982,10873,1,0,0
2983,10900,1,0,0
2984,10886,1,0,0
2985,10896,1,0,0
2986,10908,1,0,0
2987,10869,1,0,0
2988,10865,1,0,0
2989,10874,1,0,0
2991,10852,1,0,0
2994,10895,1,0,0
2995,10826,1,0,0
2996,10784,1,0,0
2997,10857,1,0,0
2998,10854,1,0,0
2999,10839,1,0,0
3008,10894,2,"230,00",0
3009,10899,1,"170,00",0
3010,10571,1,0,0
3011,10864,1,0,0
3012,10815,1,0,0
3013,10836,1,0,0
3014,10836,1,0,0
3015,10804,1,0,0
3016,10880,1,0,0
3017,10452,1,0,0
3018,10452,1,0,0
3022,10916,1,0,0
3025,10753,1,0,0
3026,10753,1,0,0
3027,10765,1,0,0
3028,10837,1,0,0
3029,10873,1,0,0
3030,10832,1,0,0
3031,10907,1,0,0
3032,10793,1,0,0
3033,10820,1,0,0
3034,10816,1,0,0
3038,10865,1,0,0
3039,10875,1,0,0
3040,10869,1,0,0
3041,10895,1,0,0
3042,10811,1,0,0
3043,10811,1,0,0
3044,10805,1,0,0
3045,10886,1,0,0
3046,10909,10,"2574,00",0
3047,10911,1,0,0
3048,10912,1,0,0
3049,10913,10,"260,00",0
3050,10914,1,0,0
3051,10915,6,"260,00",0
3052,10918,10,"1100,00",0
3053,10919,2,0,0
3054,10921,2,"120,00",0
3055,10917,1,0,0
3058,10910,1,0,0
3059,10901,1,0,0
3063,10860,1,0,0
3064,10845,1,0,0
3065,10880,1,0,0
3066,10862,1,0,0
