desFinanceiro,desStatus,desDataPagamento
1837,PAGA,22-Oct-18
1838,PAGA,23-Oct-18
1845,PAGA,25-Oct-18
1847,PAGA,29-Oct-18
1848,PAGA,29-Oct-18
1849,PAGA,29-Oct-18
1867,PAGA,01-Nov-18
1868,PAGA,31-Oct-18
1869,PAGA,05-Nov-18
1870,PAGA,05-Nov-18
1871,PAGA,05-Nov-18
1872,PAGA,05-Nov-18
1873,PAGA,05-Nov-18
1882,PAGA,07-Nov-18
1883,PAGA,07-Nov-18
1885,PAGA,12-Nov-18
1886,PAGA,12-Nov-18
1887,PAGA,12-Nov-18
1888,PAGA,15-Nov-18
1889,PAGA,15-Nov-18
1913,PAGA,20-Nov-18
1914,PAGA,13-Nov-18
1915,PAGA,21-Nov-18
1916,PAGA,21-Nov-18
1917,PAGA,23-Nov-18
1918,PAGA,24-Dec-18
1919,PAGA,26-Nov-18
1920,PAGA,26-Nov-18
1921,PAGA,27-Nov-18
1924,PAGA,28-Nov-18
1930,PAGA,03-Dec-18
1931,PAGA,03-Dec-18
1932,PAGA,04-Dec-18
1933,PAGA,11-Dec-18
1940,PAGA,04-Dec-18
1943,PAGA,30-Nov-18
1947,PAGA,06-Dec-18
1953,PAGA,07-Dec-18
1954,PAGA,10-Dec-18
1955,PAGA,10-Dec-18
1971,PAGA,17-Dec-18
1972,PAGA,17-Dec-18
1973,PAGA,17-Dec-18
1983,PAGA,20-Dec-18
1984,PAGA,20-Dec-18
1985,PAGA,26-Dec-18
1992,PAGA,21-Dec-18
1993,PAGA,21-Dec-18
1996,PAGA,28-Dec-18
2010,PAGA,31-Dec-18
2011,PAGA,31-Dec-18
2012,PAGA,31-Dec-18
2013,PAGA,31-Dec-18
2014,PAGA,04-Jan-19
2015,PAGA,05-Jan-19
2016,PAGA,07-Jan-19
2017,PAGA,07-Jan-19
2018,PAGA,07-Jan-19
2019,PAGA,07-Jan-19
2021,PAGA,10-Jan-19
2022,PAGA,10-Jan-19
2023,PAGA,12-Jan-19
2024,PAGA,14-Jan-19
2035,PAGA,15-Jan-19
2036,PAGA,16-Jan-19
2038,PAGA,21-Jan-19
2039,PAGA,21-Jan-19
2040,PAGA,21-Jan-19
2041,PAGA,21-Jan-19
2056,PAGA,23-Jan-19
2057,PAGA,23-Jan-19
2058,PAGA,23-Jan-19
2066,PAGA,28-Jan-19
2069,PAGA,31-Jan-19
2071,PAGA,04-Feb-19
2072,PAGA,04-Feb-19
2073,PAGA,04-Feb-19
2074,PAGA,04-Feb-19
2075,PAGA,05-Feb-19
2077,PAGA,11-Feb-19
2078,PAGA,11-Feb-19
2079,PAGA,11-Feb-19
2080,PAGA,11-Feb-19
2081,PAGA,12-Feb-19
2082,PAGA,31-Jan-19
2094,PAGA,13-Feb-19
2095,PAGA,15-Feb-19
2098,PAGA,18-Feb-19
2099,PAGA,20-Feb-19
2100,PAGA,20-Feb-19
2118,PAGA,21-Feb-19
2119,PAGA,21-Feb-19
