prodId,prodNome,prodMarca,prodPrecoCompra,prodPrecoVenda,prodPercentual,prodQtd,prodTipo
360,ARMAÇÃO NYLON,99,"170,00","340,00",100,2,PRODUTO
361,ARMAÇÃO METAL,16,"180,00","360,00",100,1,PRODUTO
362,ARMAÇÃO Z FORA DE LINHA,40,"205,00","410,00",100,0,PRODUTO
363,ARMAÇÃO DI VITTORE,100,"195,00","390,00",100,-2,PRODUTO
364,LENTE AMPLUS 1.50 INC,51,215,"430,00",100,17,PRODUTO
365,LENTE AMPLUS 1.50 SENSITY,51,"600,00","1200,00",100,16,PRODUTO
366,LENTE HOYA VS1.50 SENSITY AR CX,51,"550,00","1100,00",100,16,PRODUTO
367,LENTE HOYA VS1.50 SENSITY,51,"175,00","350,00",100,10,PRODUTO
368,COLORAÇAO ROSA,84,"75,00","150,00",100,5,PRODUTO
369,COLORAÇÃO AZUL,84,"100,00","200,00",100,27,PRODUTO
370,LENTE VS1.59 TRANSIT C-4,83,"550,00","1100,00",100,5,PRODUTO
371,LENTE VS1.59 SURF TRAN C-4,88,"490,00","980,00",100,2,PRODUTO
372,SOLAR Z FORA DE LINHA,99,"275,00","550,00",100,0,PRODUTO
373,LENTE VS1.50 HOYA AR LL/BC,51,"600,00","1200,00",100,7,PRODUTO
374,LENTE VS1.53 ACABADA AR BC C-2,51,"450,00","900,00",100,4,PRODUTO
375,ARMAÇÃO METAL,99,"190,00","380,00",100,0,PRODUTO
376,LENTE HOYA VS1.50  AR BLUE,51,"500,00","1000,00",100,8,PRODUTO
377,LENTE VS1.53 AR BLUE +4-4C-2,51,"300,00","600,00",100,1,PRODUTO
378,LENTE VS1.59 SURF AR BLUE CONTROL C-4,51,"440,00","880,00",100,4,PRODUTO
379,LENTE HOYA VS1.50 SENSITY AR LL UV CONTROL,51,"900,00","1800,00",100,11,PRODUTO
380,LENTE VS1.50 HOYA SENSITY NR/BC,51,"1100,00","2200,00",100,13,PRODUTO
381,LENTE PR ARGOS1.5 SENSITY ORIGINAL,51,"1000,00","2000,00",100,24,PRODUTO
382,LENTE ARGOS 1.50 SENSITY AR CX,51,"1029,00","2058,00",100,13,PRODUTO
383,LENTE ARGOS 1.53 SENSITY,51,"560,00","1120,00",100,10,PRODUTO
384,LENTE ARGOS 1.53 SENSITY AR CX,51,"650,00","1300,00",100,14,PRODUTO
385,ARMAÇÃO Z FORA DE LINHA,101,"190,00","380,00",100,0,PRODUTO
386,LENTE VS1.50 INC PLANA,79,"50,00","100,00",100,3,PRODUTO
387,OCULOS SOLAR KEYPER,40,"250,00","500,00",100,1,PRODUTO
388,OCULOS SOLAR TOP LINE,102,"200,00","400,00",100,0,PRODUTO
389,SOLAR Z FORA DE LINHA,102,"200,00","400,00",100,0,PRODUTO
390,OCULOS DESATIVADO,40,"250,00","500,00",100,0,PRODUTO
391,SOLAR Z FORA DE LINHA,102,"175,00","350,00",100,7,PRODUTO
392,LENTE P VARILUX CONF/EASY CLEAN,60,"600,00","1200,00",100,2,PRODUTO
393,LENTE DE CONTATO GRAU INC,103,"250,00","500,00",100,-1,PRODUTO
396,LENTE DE CONTATO PLANA COLORIDA,,"35,00","70,00",100,24,PRODUTO
397,ARMAÇÃO Z FORA DE LINHA,82,"180,00","360,00",100,1,PRODUTO
398,LENTE ARGOS 1.59 SENSITY AR CX,51,"550,00","1100,00",100,7,PRODUTO
399,LENTE ARGOS 1.59 SENSITY,51,"470,00","940,00",100,10,PRODUTO
400,ARMAÇÃO Z FORA DE LINHA,101,"195,00","390,00",100,2,PRODUTO
401,ARMAÇÃO Z FORA DE LINHA,40,"200,00","400,00",100,0,PRODUTO
402,ARMAÇÃO ACETATO,35,"165,00","330,00",100,1,PRODUTO
403,ARMAÇÃO Z FORA DE LINHA,82,"175,00","350,00",100,2,PRODUTO
404,ARMAÇÃO NYLON,82,"175,00","350,00",100,0,PRODUTO
406,ARMAÇÃO Z FORA DE LINHA,105,"150,00","300,00",100,0,PRODUTO
407,ARMAÇÃO FLEX,23,"160,00","320,00",100,1,PRODUTO
408,LENTE VS1.67 FOTOFUSION/AR -18+12C-4,88,"625,00","1250,00",100,8,PRODUTO
409,LENTE VS1.50 SOLAR CINZA,106,"75,00","150,00",100,0,PRODUTO
410,LENTE VS1.50 PLANA B8 CINZA ESCURO,106,"75,00","150,00",100,4,PRODUTO
411,COLORAÇÃO AZUL SUAVE,84,"50,00","100,00",100,10,PRODUTO
412,LENTE VS1.67 HOYA AR,51,"950,00","1900,00",100,7,PRODUTO
413,LENTE VS1.74 ACABADA AR C-2,51,"455,00","910,00",100,3,PRODUTO
414,LENTE VS1.74 SURF AR,51,0,0,0,5,PRODUTO
415,LENTE PR1.50 ARGOS SOLAR,51,"250,00","500,00",100,6,PRODUTO
416,ARMAÇÃO PROMOÇÃO ZF,108,"90,00","180,00",100,18,PRODUTO
418,NOVO ACORDO - OSMARIA,109,"480,00","600,00",25,0,PRODUTO
419,ARMAÇÃO BALGRIF,24,"190,00","380,00",100,1,PRODUTO
420,LENTE AMPLUS 1.59 INCOLOR,51,"212,50","425,00",100,16,PRODUTO
421,LENTE ARGOS 1.50 AR BC,51,"740,00","1480,00",100,39,PRODUTO
422,LENTE VS1.50 PLANA MARRON,106,"80,00","160,00",100,4,PRODUTO
423,LENTE HOYALUX ID LIFE STYLE 1.50 AR CE,51,"1650,00","3300,00",100,5,PRODUTO
424,LENTE OCUPACIONAL DESKTOP PREMIUM1.50,51,"300,00","600,00",100,8,PRODUTO
425,LENTE VS1.59 ACABADA INC,83,"180,00","360,00",100,4,PRODUTO
426,LENTE VS1.74 SURF INCOLOR,83,"630,00","1260,00",100,10,PRODUTO
427,LENTE VS1.67 ANTIRRISCO,110,"750,00","1500,00",100,5,PRODUTO
428,LENTE VS1.74 SURF INC,110,"650,00","1300,00",100,5,PRODUTO
429,"LENTE VS1.67 INC. E-25,00 C-2,00",60,"700,00","1400,00",100,2,PRODUTO
430,ARMAÇÃO ACETATO,111,"170,00","340,00",100,3,PRODUTO
431,LENTE VS1.59 SURF TRANST AR A.I.,88,"700,00","1400,00",100,4,PRODUTO
436,LENTE P 1.56 FOTO AR,106,"250,00","500,00",100,5,PRODUTO
437,LENTE VS1.49 SOLAR ESPELHADA,106,"150,00","300,00",100,1,PRODUTO
438,ARMAÇÃO NYLON,11,"175,00","350,00",100,5,PRODUTO
439,LENTE HOYALUX WIDE BKS 1.53 AR,51,"727,50","1455,00",100,3,PRODUTO
440,LENTE VS1.67 AR C6,83,"480,00","960,00",100,3,PRODUTO
441,LENTE VS1.50 PLANA B6 AZUL,106,"100,00","200,00",100,4,PRODUTO
442,ARMAÇÃO GIRO,113,"175,00","350,00",100,5,PRODUTO
444,VARILUX LIBERTY ORMA TRANS CZ EASY PRO,60,"1500,00","3000,00",100,12,PRODUTO
445,LENTE VS1.67 AR C-6,88,"380,00","760,00",100,5,PRODUTO
446,LENTE DE CONTATO COLORIDA SOLOTICA PL,103,"140,00","280,00",100,19,PRODUTO
447,ARMAÇÃO ACETATO,34,"170,00","340,00",100,0,PRODUTO
448,ARMAÇÃO Z FORA DE LINHA,100,"190,00","380,00",100,1,PRODUTO
449,NOVO ACORDO - LUCIA MARIA,109,"350,00","700,00",100,0,PRODUTO
450,OCULOS SOLAR MARESIA,114,"280,00","560,00",100,2,PRODUTO
451,OCULOS SOLAR VIZZANO,115,"280,00","560,00",100,3,PRODUTO
452,ARMAÇÃO ACETATO,116,"180,00","360,00",100,0,PRODUTO
453,ARMAÇÃO NYLON,117,"175,00","350,00",100,1,PRODUTO
454,ARMAÇÃO BALGRIF,5,"170,00","340,00",100,1,PRODUTO
455,LENTE VS1.60 +4-10C2 AR,51,"200,00","400,00",100,5,PRODUTO
456,LENTE PR GRAND VIEW 1.59 FILTRO AR VD,60,"900,00","1800,00",100,5,PRODUTO
457,ARMAÇÃO LEVERT,28,"150,00","300,00",100,-1,PRODUTO
458,SOLAR Z FORA DE LINHA,94,"240,00","480,00",100,0,PRODUTO
460,ARMAÇÃO YNOT,118,"180,00","360,00",100,0,PRODUTO
461,NOVO ACORDO - ROBERVAL NOV/14,109,"650,00","1300,00",100,0,PRODUTO
462,LENTE VS1.67 FOTOFUSION / AR,106,"775,00","1550,00",100,9,PRODUTO
463,LENTE PR GRAND VIEW 1.59  AR,60,"650,00","1300,00",100,10,PRODUTO
464,COLORAÇAO VERDE,84,"70,00","140,00",100,5,PRODUTO
465,LENTE VS1.60 VISION EASY/AR,51,"250,00","500,00",100,3,PRODUTO
466,LENTE AMPLUS 1.50 SOLAR,51,"350,00","700,00",100,13,PRODUTO
467,LENTE VS1.56 AR,119,"175,00","350,00",100,18,PRODUTO
468,LENTE VS1.56 ACABADA AR,106,"175,00","350,00",100,1,PRODUTO
469,LENTE VS1.49 ACABADA AR,106,"175,00","350,00",100,2,PRODUTO
470,LENTE P 1.50 GRAND VIEW1.5 / ACLIMATTES,60,"300,00","600,00",100,13,PRODUTO
472,LENTE DE CONTATO TORICA INC,120,"350,00","700,00",100,14,PRODUTO
473,LENTE VS1.50 AC AR LL C-2,51,"260,00","520,00",100,4,PRODUTO
474,ARMAÇÃO Z FORA DE LINHA,2,"180,00","360,00",100,0,PRODUTO
475,VARILUX CONF360/EASY CLEAN,60,"825,00","1650,00",100,18,PRODUTO
476,LENTE HOYALUX WIDE BKS 1.50 AR BC,51,"1000,00","2000,00",100,11,PRODUTO
477,ARMAÇÃO BALGRIF,121,"195,00","390,00",100,0,PRODUTO
479,LENTE HOYALUX WIDE BKS 1.50 SENSITY,51,"1500,00","3000,00",100,10,PRODUTO
480,LENTE VS1.53 HOYA SYNC III 5 SENSITY NR/BC,51,"600,00","1200,00",100,3,PRODUTO
481,LENTE PR 1.50 FOTO,122,"300,00","600,00",100,8,PRODUTO
482,ARMAÇÃO Z FORA DE LINHA,123,"185,00","370,00",100,8,PRODUTO
485,ARMAÇÃO Z FORA DE LINHA,8,"195,00","390,00",100,0,PRODUTO
487,LENTE VS1.50 SOLAR -10+8 C4,51,"300,00","600,00",100,8,PRODUTO
488,ARMAÇÃO SPELLBOUND,124,"190,00","380,00",100,0,PRODUTO
489,ARMAÇÃO Z FORA DE LINHA,124,"175,00","350,00",100,0,PRODUTO
490,ARMAÇÃO Z FORA DE LINHA,124,"175,00","350,00",100,1,PRODUTO
491,ARMAÇÃO METAL,10,"215,00","430,00",100,0,PRODUTO
492,LENTE VS1.50 FOTOFUSION,88,"350,00","700,00",100,3,PRODUTO
493,ARMAÇAO Z FORA DE LINHA,41,"236,00","472,00",100,2,PRODUTO
494,LENTE,64,0,0,0,0,PRODUTO
495,LENTE P 1.50 AO COMPACTA INC,64,"250,00","500,00",100,12,PRODUTO
496,LENTE P HOYALUX WIDE BKS1.5 SENST/AR,51,"900,00","1800,00",100,27,PRODUTO
497,LENTE PR VISIONMAX HD1.67 INC,125,"450,00","900,00",100,4,PRODUTO
498,ARMAÇÃO METAL,14,"160,00","320,00",100,0,PRODUTO
499,LENTE Z FORA DE LINHA ARGOS,51,"600,00","1200,00",100,7,PRODUTO
500,LENTE PR1.59 ARGOS AR,51,"350,00","700,00",100,7,PRODUTO
501,ARMAÇÃO ACETATO,5,"175,00","350,00",100,1,PRODUTO
502,LENTE VS HAYTEK 1.56 FOTO AR,88,"275,00","550,00",100,11,PRODUTO
503,LENTE P GRAND VIEW1.50 TRANST / AR,60,"850,00","1700,00",100,15,PRODUTO
504,LENTE VS HAYTEK 1.56 INC.,88,"130,00","260,00",100,5,PRODUTO
505,LENTE VS1.50 SURF SENSITY AR -10+8C-4,51,"350,00","700,00",100,4,PRODUTO
506,ARMAÇÃO ACETATO,126,"165,00","330,00",100,0,PRO  DUTO
509,ARMAÇÃO Z FORA DE LINHA,113,"175,00","350,00",100,7,PRODUTO
510,ARMAÇÃO Z FORA DE LINHA,113,"175,00","350,00",100,0,PRODUTO
511,LENTE VS1.67 AR VISION EASE,51,"180,00","360,00",100,9,PRODUTO
515,RENEGOCIAÇÃO,109,"280,00","560,00",100,0,PRODUTO
516,ARMAÇÃO Z FORA DE LINHA,115,"160,00","320,00",100,0,PRODUTO
517,LENTE VS1.67 FOTOFUSION -18+12C-4,88,"450,00","900,00",100,7,PRODUTO
518,LENTE VS1.59 FOTO -10+7 C-6,88,"325,00","650,00",100,4,PRODUTO
519,LENTE VS1.60 SURF AR  C-4,51,"375,00","750,00",100,5,PRODUTO
520,LENTE VS1.60 SURF SOLAR C4,51,"325,00","650,00",100,3,PRODUTO
521,VARILUX LIBERTY ORMA AR EASY CLEAN,60,"550,00","1100,00",100,9,PRODUTO
522,LENTE SOLAR MARRON PLANA,88,"75,00","150,00",100,4,PRODUTO
523,ARMAÇÃO NYLON FL,24,"160,00","320,00",100,0,PRODUTO
525,ARMAÇÃO Z FORA DE LINHA,23,"175,00","350,00",100,1,PRODUTO
526,ARMAÇÃO IMOLA,11,"150,00","300,00",100,1,PRODUTO
528,LENTE PR NO LINE INC,122,"150,00","300,00",100,13,PRODUTO
529,LENTE VS1.50 ACABADA FOTOFUSION,88,"180,00","360,00",100,9,PRODUTO
530,LENTE VS1.50 HOYA SENSITY LL/BC,51,"1200,00","2400,00",100,9,PRODUTO
531,LENTE VS1.59 ACABADA / AR -4+4C-2,51,280,"560,00",100,6,PRODUTO
532,LENTE VS1.56 FOTO AR,128,"200,00","400,00",100,5,PRODUTO
533,LENTE P HOYALUX WIDE BKS PRO 1.67 SENSITY AR,51,"1600,00","3200,00",100,9,PRODUTO
534,LENTE BIF. BIOVIS FOTO,60,"250,00","500,00",100,6,PRODUTO
535,LENTE PR1.50 ARGOS TF SENSITY AR,51,"850,00","1700,00",100,7,PRODUTO
536,ATUALIZAR PRODUTO2,104,0,0,0,0,PRODUTO
537,LENTE P OPTI PRIME 1.56 FOTO,128,"275,00","550,00",100,25,PRODUTO
538,LENTE P 1.56 INC,128,"175,00","350,00",100,0,PRODUTO
539,LENTE P SOLAMAX 1.67 FOTOFUSION,64,"910,00","1820,00",100,9,PRODUTO
540,LENTE BIOVIS 1.59 INCOLOR,60,"250,00","500,00",100,9,PRODUTO
541,LENTE P 1.56 BYVISION AR ACABADA,129,"200,00","400,00",100,9,PRODUTO
542,LENTE PR1.50 FOTO AR,122,"250,00","500,00",100,6,PRODUTO
543,LENTE VS1.59 INCOLOR,106,"200,00","400,00",100,6,PRODUTO
544,LENTE ARGOS 1.50 SENSITY AR BC,51,"1435,00","2870,00",100,12,PRODUTO
545,LENTE BIF. BIOVIS INC,122,"200,00","400,00",100,3,PRODUTO
546,ARMAÇÃO FIAMMA,130,"200,00","400,00",100,-4,PRODUTO
547,ARMAÇÃO URBAN,131,"210,00","420,00",100,-7,PRODUTO
549,LENTE PR 1.50 FOTO,132,"250,00","500,00",100,3,PRODUTO
551,LENTE VS1.67 AR,119,"400,00","800,00",100,5,PRODUTO
552,LENTE VS1.50 AR,122,"170,00","340,00",100,17,PRODUTO
553,LENTE PR 1.50 INC,132,"175,00","350,00",100,5,PRODUTO
554,ARMAÇÃO METAL,133,"165,00","330,00",100,0,PRODUTO
555,LENTE BIF. BIOVIS FOTO,122,"225,00","450,00",100,4,PRODUTO
556,LENTE VS1.56 FOTO AR,119,"205,00","410,00",100,3,PRODUTO
557,ARMAÇÃO ACETATO,121,"175,00","350,00",100,0,PRODUTO
558,LENTE PR ESPACE1.5 ACLIMATES,122,"400,00","800,00",100,12,PRODUTO
559,LENTE VS1.50 INC,132,"125,00","250,00",100,3,PRODUTO
560,LENTE PR ESPACE 1.50 INC,132,"300,00","600,00",100,0,PRODUTO
561,LENTE VS1.67 AR BC,51,"1350,00","2700,00",100,9,PRODUTO
562,LENTE BIFOCAL ULTEX INC,122,"200,00","400,00",100,8,PRODUTO
563,LENTE VS1.50 INCOLOR,122,"175,00","350,00",100,3,PRODUTO
564,LENTE PR NO LINE INCOLOR,122,"150,00","300,00",100,6,PRODUTO
565,LENTE BIF. ULTEX FOTO,122,"300,00","600,00",100,4,PRODUTO
566,LENTE AMPLUS 1.59 SENSITY,51,"480,00","960,00",100,19,PRODUTO
567,LENTE PR FREE LINE PLUS ACAB,122,"150,00","300,00",100,9,PRODUTO
568,LENTE VS1.49 FOTO / AR,122,"200,00","400,00",100,18,PRODUTO
569,LENTE VS1.56 AR,128,"210,00","420,00",100,20,PRODUTO
570,ARMAÇÃO NYLON,20,"160,00","320,00",100,0,PRODUTO
571,ARMAÇÃO METAL,15,"175,00","350,00",100,0,PRODUTO
572,LENTE PR NO LINE SOLAR,122,"200,00","400,00",100,5,PRODUTO
573,LENTE BIF. ULTEX INC.,132,"150,00","300,00",100,96,PRODUTO
574,LENTE BIF. ULTEX FOTO,128,"250,00","500,00",100,8,PRODUTO
575,LENTE PR NO LINE INC,132,"180,00","360,00",100,8,PRODUTO
576,LENTE VS1.50 FOTO FUSION,106,"200,00","400,00",100,8,PRODUTO
577,LENTE BIF. BIOVIS INC,128,"150,00","300,00","100,00",8,PRODUTO
578,LENTE BIOVIS INC,134,"150,00","300,00",100,9,PRODUTO
579,LENTE VS1.50 FOTOFUSION / AR,106,"350,00","700,00",100,9,PRODUTO
580,LENTE VS1.50 HOYA SYNC III 9 AR NR/BC,51,"700,00","1400,00",100,8,PRODUTO
581,LENTE VS1.53 SENSITY/AR,51,"400,00","800,00",100,9,PRODUTO
582,LENTE AMPLUS 1.59 AR,51,"325,00","650,00",100,17,PRODUTO
583,LENTE VS1.50 AR,132,"200,00","400,00",100,9,PRODUTO
584,LENTE VS1.50 HOYA SYNC III 13 NR/BC,51,"700,00","1400,00",100,7,PRODUTO
585,"LENTE DE CONTATO COM GRAU -2,00",103,"175,00","350,00",100,5,PRODUTO
586,LENTE VS1.5 HOYA AR NR/BC,51,"600,00","1200,00",100,13,PRODUTO
587,LENTE VS1.50 SURF TRANSITIONS,51,"485,00","970,00",100,9,PRODUTO
588,LENTE BIF. ULTEX FOTO,132,"300,00","600,00",100,2,PRODUTO
589,LENTE P HOYALUX WIDE VXT PRO 1.50 AR,51,"1026,00","2052,00",100,18,PRODUTO
590,LENTE PR ESPACE1.50 ACLIMATES,132,"400,00","800,00",100,-3,PRODUTO
591,ARMAÇÃO PROMOÇÃO,108,"100,00","200,00",100,15,PRODUTO
592,ARMAÇÃO PROMOÇÃO NYLON,108,"100,00","200,00",100,9,PRODUTO
593,LENTE VS1.67 INCOLOR,132,"400,00","800,00",100,9,PRODUTO
594,LENTE P HOYALUX WIDE VXT 1.50 PREMIUM,51,"930,00","1860,00",100,9,PRODUTO
595,LENTE VS1.59 / AR C-4,106,"380,00","760,00",100,14,PRODUTO
596,LENTE VS1.50 AR BLUE,122,"200,00","400,00",100,18,PRODUTO
597,LENTE VS1.50 AR BLUE,128,"200,00","400,00",100,13,PRODUTO
598,LENTE VS1.50 AR BLUE,119,"200,00","400,00",100,19,PRODUTO
599,LENTE PROG KODAK UP 1.50 INC,60,"275,00","550,00",100,19,PRODUTO
600,ARMAÇÃO METAL,5,"175,00","350,00",100,2,PRODUTO
601,ARMAÇÃO Z FORA DE LINHA,100,"185,00","370,00",100,1,PRODUTO
602,LENTE ARGOS 1.50 SENSITY AR NR/BC,51,"1300,00","2600,00",100,10,PRODUTO
603,ARMAÇÃO BALGRIF,101,"180,00","360,00",100,0,PRODUTO
604,LENTE PR1.59 AMPLUS INC,51,"250,00","500,00",100,19,PRODUTO
605,ARMAÇÃO Z FORA DE LINHA,135,"160,00","320,00",100,0,PRODUTO
606,ARMAÇÃO PERSONAL,135,"160,00","320,00",100,0,PRODUTO
607,ARMAÇÃO Z FORA DE LINHA,135,"160,00","320,00",100,1,PRODUTO
608,ARMAÇAO METAL,111,"170,00","340,00",100,0,PRODUTO
612,LENTE BIF BIOVIS INC,106,"150,00","300,00",100,9,PRODUTO
613,LENTE PR 1.50 AR,132,"175,00","350,00",100,10,PRODUTO
615,LENTE PR NOLINE INC.,136,"200,00","400,00",100,6,PRODUTO
616,LENTE VS1.56 FOTO,122,"175,00","350,00",100,8,PRODUTO
617,ARMAÇAO OK ACETATO,137,"175,00","350,00",100,1,PRODUTO
618,LENTE P 1.50 NOLINE,138,175,"350,00",100,6,PRODUTO
620,ARMAÇAO Z FORA DE LINHA,139,"190,00","380,00",100,0,PRODUTO
621,ARMAÇAO OBEN,139,"200,00","400,00",100,0,PRODUTO
622,ARMAÇAO Z FORA DE LINHA,140,"190,00","380,00",100,0,PRODUTO
623,LENTE HOYALUX WIDE VXT PREMIUM 1.59 AR CX,51,"1300,00","2600,00",100,7,PRODUTO
624,LENTE HOYALUX WIDE BKS PRO 1.50 AR NR+BC,51,"1050,00","2100,00",100,8,PRODUTO
625,LENTE VS1.59 FOTOFUSION / AR,106,"650,00","1300,00",100,10,PRODUTO
626,LENTE PR MAX 1.50 FOTO / AR,132,"250,00","500,00",100,19,PRODUTO
627,ARMÇAO BALGRIF,68,"150,00","300,00",100,-1,PRODUTO
628,LENTE VS VISIONMAX HD1.67 SUNPROTECT DURAMAX BLUE,106,"750,00","1500,00",100,9,PRODUTO
629,ARMAÇÃO VISEL,141,"175,00","350,00",100,2,PRODUTO
630,ARMAÇÃO Z FORA DE LINHA,141,"160,00","320,00",100,0,PRODUTO
631,ARMAÇÃO NYLON,141,"160,00","320,00",100,0,PRODUTO
632,LENTE DE CONTATO PL COLOR FRESHLOOK,142,"20,00","40,00",100,1,PRODUTO
633,BERINE SP,112,"150,00","300,00",100,11,PRODUTO
634,ATUALIZAR PRODUTO4,104,0,0,0,0,PRODUTO
635,LENTE VS SOLAR PLANA DEGRADÊ,106,"150,00","300,00",100,9,PRODUTO
636,LENTE DE CONTATO,103,"175,00","350,00",100,-5,PRODUTO
637,LENTE PR NO LINE FOTO,132,"225,00","450,00",100,10,PRODUTO
638,OCULO SOLAR METAL,1,"175,00","350,00",100,1,
640,OCULOS SOLAR VISEL,141,"175,00","350,00",100,0,PRODUTO
641,COLORAÇÃO MARRON DEGRADE,84,"120,00","240,00",100,24,PRODUTO
642,LENTE ARGOS 1.50 AR NR/BC,51,"870,00","1740,00",100,7,PRODUTO
643,ARMAÇAO Z FORA DE LINHA,40,"240,00","480,00",100,0,PRODUTO
645,ARMAÇÃO ACETATO,143,"170,00","340,00",100,0,PRODUTO
646,LENTE VS1.59 AR,128,"180,00","360,00",100,8,PRODUTO
647,LENTE VS1.67 SENSITY,51,"780,00","1560,00",100,9,PRODUTO
648,LENTE VS1.50 FOTO,132,"200,00","400,00",100,9,PRODUTO
649,LENTE PR 1.50 AR,136,"175,00","350,00",100,9,PRODUTO
650,LENTE VS1.50 FOTO/AR,132,"200,00","400,00",100,5,PRODUTO
651,LENTE BIF ULTEX INC,134,"175,00","350,00",100,7,PRODUTO
653,LENTE VS1.50 INC,136,"100,00","200,00",100,8,PRODUTO
654,LENTE P HOYALUX WIDE VXT 1.50 SENSITY AR,51,"1100,00","2200,00",100,9,PRODUTO
655,ARMAÇÃO BALGRIF,10,"180,00","360,00",100,1,PRODUTO
656,ARMAÇÃO AUGEN BALGRIF,21,"170,00","340,00",100,3,PRODUTO
657,ARMAÇÃO TOP LINE,102,"175,00","350,00",100,0,PRODUTO
658,ARMAÇÃO BALGRIF,72,"150,00","300,00",100,0,PRODUTO
659,ARMAÇÃO BALGRIF,4,"170,00","340,00",100,0,PRODUTO
660,ARMAÇÃO ACETATO,17,"175,00","350,00",100,1,PRODUTO
661,ARMAÇÃO RENOMA,101,"190,00","380,00",100,0,PRODUTO
662,ARMAÇÃO NYLON,118,"175,00","350,00",100,0,PRODUTO
664,ARMAÇÃO NYLON,144,"145,00","290,00",100,2,PRODUTO
666,ARMAÇÃO NYLON,15,"175,00","350,00",100,0,PRODUTO
667,ARMAÇÃO METAL,42,"160,00","320,00",100,3,PRODUTO
669,ARMAÇAO K&L,42,"160,00","320,00",100,3,PRODUTO
670,ARMAÇAO VLS PORT,145,"175,00","350,00",100,0,PRODUTO
672,LENTE VS1.50 AR,128,"175,00","350,00",100,25,PRODUTO
673,LENTE VS1.56 AR BLUE,128,"245,00","490,00",100,19,PRODUTO
674,LENTE VS1.50 AR BLUE,138,"175,00","350,00",100,20,PRODUTO
675,LENTE VS1.50 FOTO AR,138,"175,00","350,00",100,5,PRODUTO
676,LENTE VS1.67 FOTO FUSION,106,"700,00","1400,00",100,19,PRODUTO
677,ESTOJO DE LENTE DE CONTATO,142,"2,50","5,00",100,2,PRODUTO
678,LENTE VS1.59 POLY INC,138,"150,00","300,00",100,29,PRODUTO
679,LENTE VS1.59 POLY AR,138,"200,00","400,00",100,30,PRODUTO
680,LENTE VS1.59 AR C-2,106,"200,00","400,00",100,20,PRODUTO
681,LENTE PR 1.50 AR GREEN,122,"225,00","450,00",100,9,PRODUTO
682,LE,1,0,0,0,0,
683,LENTE VS1.61 AR,119,"200,00","400,00",100,19,PRODUTO
684,ARMAÇÃO NYLON,33,"100,00","200,00",100,0,PRODUTO
685,LENTE VS1.50 AR,119,"150,00","300,00",100,19,PRODUTO
686,LENTE VS1.67 AR NO-RISK,51,"1150,00","2300,00",100,18,PRODUTO
687,OCULOS DE LEITURA SURFAÇADO,97,"85,00","170,00",100,19,PRODUTO
690,ARMAÇÃO VIZZANO,115,"225,00","450,00",100,-2,PRODUTO
691,ARMAÇÃO MARESIA,114,"225,00","450,00",100,3,PRODUTO
693,ARMAÇÃO K2,146,"170,00","340,00",100,-1,PRODUTO
694,ARMAÇÃO KEEPER BRASIL,123,"170,00","340,00",100,0,PRODUTO
695,LENTE VS 1.56 FOTO AR,147,"200,00","400,00",100,19,PRODUTO
696,LENTE VS1.59 POLI FOTOFUSION,106,"600,00","1200,00",100,9,PRODUTO
697,LENTE PROG1.59 FOTO,128,"400,00","800,00",100,8,PRODUTO
698,LENTE PROG1.50 FOTO AR,119,"300,00","600,00","100,00",9,PRODUTO
699,LENTE VS1.67 AR,128,"400,00","800,00",100,9,PRODUTO
700,LENTE BIF. BIOVIS FOTO,132,"250,00","500,00",100,7,PRODUTO
701,LENTE BIF. BIOVIS INC,132,"150,00","300,00",100,9,PRODUTO
702,LENTE PR VISION + 1.59 SUNPROTECT AR DURAMAX,106,"500,00","1000,00",100,9,PRODUTO
703,LENTE P OPTI PRIME1.5 FOTO AR,128,"200,00","400,00",100,9,PRODUTO
704,LENTE SOLAR PLANA,141,"75,00","150,00",100,5,PRODUTO
705,ARMAÇÃO PAULO CARRARO,148,"180,00","360,00",100,0,PRODUTO
706,ARMAÇÃO VALENTINA GUERRA,149,"160,00","320,00",100,-3,PRODUTO
707,LENTE VS1.59 AR,119,"250,00","500,00",100,8,PRODUTO
708,LENTE VS1.50 TRUEFORM AR BLUE CONT,51,"600,00","1200,00",100,9,PRODUTO
709,LENTE VS1.50 TRUEFORM SENSITY AR BC,51,"700,00","1400,00",100,9,PRODUTO
710,LENTE HOYALUX WIDE BKS 1.50 SENSITY AR BC,51,"1650,00","3300,00",100,9,PRODUTO
711,LENTE HOYALUX WIDE VXT 1.67 AR CX,51,"1850,00","3700,00",100,9,PRODUTO
712,LENTE HOYALUX ID LIFE STYLE 1.67 AR CX,51,"2350,00","4700,00",100,5,PRODUTO
713,LENTE PR ESPACE 1.50 INC,122,"200,00","400,00",100,3,PRODUTO
714,LENTE ARGOS 1.50 SENSITY AR NR,51,"1300,00","2600,00",100,6,PRODUTO
715,LENTE PROG1.50 FOTO,119,"300,00","600,00",100,9,PRODUTO
716,LENTE PR ESPACE1.5 ACLIMATES,136,"400,00","800,00",100,4,PRODUTO
718,LENTE PR VISIONMAX 1.67 INC,106,"750,00","1500,00",100,9,PRODUTO
719,LENTE VS1.59 POLI FOTO AR,106,"700,00","1400,00",100,8,PRODUTO
720,LENTE PR 1.50 INC,136,"150,00","300,00",100,9,PRODUTO
